Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
colorectal,ASXL1,missense,8800,0,0,0,0,2,-0.000564605436783172,0.00030982329316407,0.0684363391834926,-0.00367488740916872,0.00421662540639122,0.383492257655743
colorectal,ASXL1,pLoF,8800,0,0,0,0,1,0.000217143234945717,9.6857528631902e-05,0.0249937663068017,1.96390692880549e-05,0.00131820920195715,0.988113658181336
NHL,ASXL1,missense,2555,0,0,0,0,1,-0.000530717077769917,0.000547410849617466,0.332385595701058,-0.0128657907119107,0.00781695480057857,0.0999110489996171
NHL,ASXL1,pLoF,2555,0,0,0,0,1,9.8092697237743e-05,0.000169771796313902,0.563455883624707,-0.00277065215420074,0.0024243188806473,0.253204768697788
leukemias,ASXL1,missense,1864,0,0,0,0,1,-0.000413302068861708,0.000576712603881234,0.473678959468608,-0.00327447658706716,0.00819841114376523,0.689641522666846
leukemias,ASXL1,pLoF,1864,0,0,0,0,1,0.00151042712418757,0.000441194910456194,0.000631617318881648,0.00729233139232534,0.0062719233915017,0.245102509457458
oral,ASXL1,missense,1110,0,0,0,0,2,-0.00217947578968638,0.000921453175404156,0.0181890984760277,-0.00277173521165554,0.0130951857234924,0.832410768460049
oral,ASXL1,pLoF,1110,0,0,0,0,1,-9.10724406453127e-06,0.00022206120191329,0.967293473214614,-0.00249166849000914,0.00315581166645937,0.429960179128546
neck,ASXL1,missense,653,0,0,0,0,1,-0.000956947859004423,0.0011517333644273,0.406348650780609,0.00534593077485839,0.0149210107720108,0.720248552761988
neck,ASXL1,pLoF,653,0,0,0,0,1,-0.000195281897231832,0.000476607352062293,0.682136603087325,0.0110917032505461,0.00617457447512359,0.0729029294036528
anus,ASXL1,missense,343,0,0,0,0,1,0.00017553929182664,0.00148707304064174,0.90610290383018,0.00744458546425707,0.0220088467669922,0.73538038538489
anus,ASXL1,pLoF,343,0,0,0,0,0,0,0,,0,0,
bladder,ASXL1,missense,3285,0,0,0,0,1,-0.000879666511439419,0.000558676495357091,0.115455728715109,-0.00661718650871392,0.00670831878285541,0.324002202877394
bladder,ASXL1,pLoF,3285,0,0,0,0,1,0.000402722834055298,0.000206645023433948,0.0513968849242382,0.00109206368034949,0.0024812941006217,0.659880194601061
brain,ASXL1,missense,948,0,0,0,0,1,5.57543789534204e-05,0.000766230597633648,0.942008926212529,0.0122449377708328,0.0138957412779273,0.378433230749061
brain,ASXL1,pLoF,948,0,0,0,0,1,-3.6915667194115e-05,0.000242051453288214,0.878815956141767,-0.00181393669831179,0.00438965029747806,0.679531607008628
breast,ASXL1,missense,19950,0,0,0,0,2,-0.00020720535870979,0.000183198807785602,0.258051442628917,-0.00016661445352119,0.00269382584706728,0.95068251345062
breast,ASXL1,pLoF,19950,0,0,0,0,1,0.000106848320389638,4.82803459615714e-05,0.026903332623808,-0.000240446352109983,0.00070993280703464,0.734847678394799
bone,ASXL1,missense,128,0,0,0,0,1,-0.00514172814914132,0.00327807958222552,0.119288210530564,0.0251726954562525,0.0537576093310383,0.640412068498649
bone,ASXL1,pLoF,128,0,0,0,0,0,0,0,,0,0,
prostate,ASXL1,missense,14732,0,0,0,0,2,-3.39285494794386e-05,0.000281496279546274,0.904065514925333,0.00651823637706935,0.00352169483663764,0.0642067506141871
prostate,ASXL1,pLoF,14732,0,0,0,0,1,0.000191269747482348,8.49320962646762e-05,0.0243349545658868,-0.00324349495252612,0.00106255374089572,0.00227312774710398
cervix,ASXL1,missense,6262,0,0,0,0,2,0.000240832022852638,0.000310167032822874,0.437507286842215,0.00288208375342991,0.00917220826207207,0.753365049323173
cervix,ASXL1,pLoF,6262,0,0,0,0,1,0.000104449340891424,7.4524699750829e-05,0.161102266219234,0.00276707991736843,0.00220383211123972,0.209316408526838
endometrium,ASXL1,missense,2315,0,0,0,0,1,-0.00125906699577754,0.000641808600788613,0.0499116040166286,-0.000194843830517208,0.0085578754969304,0.98183747355336
endometrium,ASXL1,pLoF,2315,0,0,0,0,1,-0.000103110370263141,0.000190965891437325,0.589289520488683,-0.00168589049890995,0.00254633908157802,0.507983341132973
esophagus,ASXL1,missense,1280,0,0,0,0,1,5.76638387027791e-05,0.000866491784403274,0.946951461611883,0.00897453252256103,0.0124395868192296,0.470765123953155
esophagus,ASXL1,pLoF,1280,0,0,0,0,1,0.00061870963789213,0.000314266497769979,0.0491987158126778,0.00242605729929534,0.00451169353680268,0.59085955620316
eye,ASXL1,missense,531,0,0,0,0,2,0.00186925337263056,0.00181784638059011,0.304289397180086,-0.0304549221110235,0.0262956385403337,0.247316673212773
eye,ASXL1,pLoF,531,0,0,0,0,1,0.000511269941557594,0.000458290285015555,0.26509965409843,-0.00345714833894515,0.00662929266740546,0.602240092533697
HL,ASXL1,missense,523,0,0,0,0,1,-0.00133393675317506,0.00106920212028249,0.212739058679196,-0.0102081574659463,0.0198950870333828,0.608099691588809
HL,ASXL1,pLoF,523,0,0,0,0,1,-1.31534313661802e-05,0.000336615067352188,0.968845121955775,-0.00514587507380683,0.0062635360842255,0.41170347470178
kidney,ASXL1,missense,2076,0,0,0,0,2,0.000557424289436036,0.00063834994758751,0.382640601862438,-0.00815173374070649,0.00884024722386544,0.356575357173302
kidney,ASXL1,pLoF,2076,0,0,0,0,1,0.00013369794005746,0.000147995477956044,0.366422813868439,-0.00130557982900518,0.00204952881736737,0.524185657124806
liver,ASXL1,missense,716,0,0,0,0,2,-0.00172289871817398,0.000971889794643903,0.0767002760039574,0.0087711141434041,0.0168725774913537,0.603333413463947
liver,ASXL1,pLoF,716,0,0,0,0,1,0.000827532393516932,0.000578963740545196,0.153346320110567,-0.00911184152992864,0.0100511504811222,0.364952594865904
lung,ASXL1,missense,4782,0,0,0,0,2,0.0002475795560721,0.000473169219719966,0.600833722968694,0.00132734869797504,0.00671597431068373,0.843334730266689
lung,ASXL1,pLoF,4782,0,0,0,0,1,0.000291165501791244,0.000189897788536718,0.125274343785562,0.00140689196197812,0.00269533312040677,0.601713102043848
non_melanoma,ASXL1,missense,35991,0,0,0,0,2,-0.000101022855916548,0.000149081201112669,0.498006585294195,0.00236889116561202,0.00204683048901862,0.247138690901109
non_melanoma,ASXL1,pLoF,35991,0,0,0,0,1,0.000167761989592791,4.16106186780707e-05,5.54862151398113e-05,-0.000671432375398059,0.000571298610029544,0.239892907498654
melanoma,ASXL1,missense,6932,0,0,0,0,1,1.0708406982437e-05,0.000287356675150868,0.970274617740459,0.00403529210405081,0.00429714378923061,0.347730730205653
melanoma,ASXL1,pLoF,6932,0,0,0,0,1,0.000207524596970109,8.43760580038998e-05,0.0139365499666346,-0.00128009290474134,0.00126176311519772,0.310366717083338
myeloma,ASXL1,missense,1168,0,0,0,0,1,-0.000414078320301838,0.000862811988449091,0.631376353224897,0.00765870395864831,0.0133913319562493,0.567489874935811
myeloma,ASXL1,pLoF,1168,0,0,0,0,1,0.000529897846522801,0.000307334234059509,0.0849416221695939,-0.0012850163280917,0.0047700018137304,0.787673165779998
ovary,ASXL1,missense,1706,0,0,0,0,1,0.00026748635131637,0.00058372898791485,0.646840484444615,0.00804223347003794,0.00896220262923008,0.369658965447675
ovary,ASXL1,pLoF,1706,0,0,0,0,1,0.000125867470683569,0.000108423582397218,0.245850766309967,-0.000161900826932263,0.00166466654106381,0.922533578934321
pancreas,ASXL1,missense,1481,0,0,0,0,1,0.000669390554389676,0.000777956063302395,0.389681818968133,-0.00336397199648399,0.0131806374829474,0.798588125905055
pancreas,ASXL1,pLoF,1481,0,0,0,0,1,0.000130146230880392,0.000184957329744831,0.48175821181668,0.0025229645720431,0.00313366734726892,0.420882451264309
stomach,ASXL1,missense,921,0,0,0,0,2,-0.000708886358477486,0.00106189256315403,0.504576649617066,0.00985106575642978,0.0158317406622223,0.533941760286931
stomach,ASXL1,pLoF,921,0,0,0,0,1,0.000339524826702003,0.000285706677190742,0.234995585059392,-0.00618354588596954,0.00425959666325773,0.146933915021241
testis,ASXL1,missense,746,0,0,0,0,1,0.00123532736083702,0.000709402823601618,0.0820339697242209,0.000100905124586512,0.0178418812753023,0.995489089687324
testis,ASXL1,pLoF,746,0,0,0,0,0,0,0,,0,0,
thyroid,ASXL1,missense,880,0,0,0,0,1,-0.000280476548396583,0.000815653303615733,0.731028465305072,0.00389808103538591,0.0125659978883748,0.756476006412132
thyroid,ASXL1,pLoF,880,0,0,0,0,1,0.000219261826942974,0.000257791165959247,0.395256803984963,-0.00131412470363241,0.00397154432247809,0.740810341322762
