Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
colorectal,JAK2,missense,8800,0,0,0,0,1,0.000588466927964093,0.000262852282616019,0.0251955114407694,-0.0011806082994921,0.00357736050665401,0.741391064121935
colorectal,JAK2,pLoF,8800,0,0,0,0,1,3.07788049401394e-05,2.50520101711408e-05,0.219256100348007,0.000398192989149096,0.000340952229543515,0.242884813261214
NHL,JAK2,missense,2555,0,0,0,0,1,0.000213583597221337,0.000441047220015217,0.628239584186334,-0.00148303445297144,0.00629809618532227,0.813860175084901
NHL,JAK2,pLoF,2555,0,0,0,0,0,0,0,,0,0,
leukemias,JAK2,missense,1864,0,0,0,0,2,0.000898798067767321,0.000645910575550764,0.164233829351327,-0.00348019255171457,0.00918211328282625,0.704717222257576
leukemias,JAK2,pLoF,1864,0,0,0,0,0,0,0,,0,0,
oral,JAK2,missense,1110,0,0,0,0,1,-0.000488725613826464,0.000621980119777927,0.432177651580862,0.00510599447374493,0.00883923936909714,0.563617312556283
oral,JAK2,pLoF,1110,0,0,0,0,0,0,0,,0,0,
neck,JAK2,missense,653,0,0,0,0,1,-0.00102857129574816,0.000945053768744917,0.276833715370992,0.0131525994074099,0.012243421870985,0.283105481155788
neck,JAK2,pLoF,653,0,0,0,0,0,0,0,,0,0,
anus,JAK2,missense,343,0,0,0,0,1,0.000926318118060498,0.000981559073415338,0.345982242332943,-0.0181605716522606,0.0145271837019024,0.212119253865115
anus,JAK2,pLoF,343,0,0,0,0,0,0,0,,0,0,
bladder,JAK2,missense,3285,0,0,0,0,1,0.000421247447260975,0.000448973999536206,0.348187743491678,0.000101323836774006,0.00539106395048416,0.98500596407166
bladder,JAK2,pLoF,3285,0,0,0,0,1,1.53125051794613e-05,5.34853171322915e-05,0.774671312158516,-0.00083249929459589,0.000642225976047546,0.194973069522428
brain,JAK2,missense,948,0,0,0,0,1,0.000620915731732584,0.000571490917459132,0.27754197558083,-0.00815836338686906,0.0103640992101105,0.431376601016329
brain,JAK2,pLoF,948,0,0,0,0,0,0,0,,0,0,
breast,JAK2,missense,19950,0,0,0,0,2,-3.90653421934055e-05,0.000148142337672917,0.792012738853968,-0.0013909612531268,0.00217834200501624,0.523128734293452
breast,JAK2,pLoF,19950,0,0,0,0,1,1.53105373046169e-05,2.09290952580843e-05,0.464456021814732,-9.22975470545537e-06,0.0003077494796142,0.976074427128348
bone,JAK2,missense,128,0,0,0,0,1,-0.000959862475489007,0.00140544698836209,0.495896678195209,0.00996407283273913,0.0230480890535792,0.666256167481378
bone,JAK2,pLoF,128,0,0,0,0,0,0,0,,0,0,
prostate,JAK2,missense,14732,0,0,0,0,2,-0.000448653830963177,0.00022761108421907,0.0487262951136233,-0.00191322547477399,0.00284755727979001,0.501668688999819
prostate,JAK2,pLoF,14732,0,0,0,0,1,-5.49920122251529e-05,3.28381317269545e-05,0.0940263351578933,0.000172053962885136,0.00041082560357119,0.675368055540471
cervix,JAK2,missense,6262,0,0,0,0,1,0.000305435950025851,0.000242938782382129,0.208708296713144,-0.000117360465086539,0.00718414554462205,0.986966828944496
cervix,JAK2,pLoF,6262,0,0,0,0,1,-3.41770852554654e-05,2.06898086181537e-05,0.0986091365664115,-0.000304007928833327,0.000611835602968454,0.619292217317998
endometrium,JAK2,missense,2315,0,0,0,0,2,0.000427263978991548,0.000566764098923117,0.451006672516285,-0.00274738983345755,0.00755723215418778,0.716231449916073
endometrium,JAK2,pLoF,2315,0,0,0,0,0,0,0,,0,0,
