Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
colorectal,DNMT3A,missense,8800,0,0,0,0,1,0.000200101101484697,0.000151761060169713,0.187361517136745,-0.0014573313809358,0.00206543393002283,0.480467292819362
colorectal,DNMT3A,pLoF,8800,0,0,0,0,1,0.000140967218798313,7.07954445165828e-05,0.0464908211948965,-1.42921462138351e-05,0.000963510092984843,0.988165416623748
NHL,DNMT3A,missense,2555,0,0,0,0,1,0.000621526695702529,0.000323406235113121,0.0547403757967485,0.00203359898763104,0.00461819842239366,0.659724796881141
NHL,DNMT3A,pLoF,2555,0,0,0,0,1,0.000252331218609222,0.000195886648141797,0.197810831651545,-0.00261367821038979,0.00279723552361321,0.350196811525287
leukemias,DNMT3A,missense,1864,0,0,0,0,1,-0.00015617585351808,0.00062522350125587,0.802775745082808,-0.00676801673839997,0.00888803068555033,0.44646964735807
leukemias,DNMT3A,pLoF,1864,0,0,0,0,1,1.91871462056523e-06,0.000248935460267103,0.99385104893008,-0.00339388554218482,0.00353880813042268,0.337659330140652
oral,DNMT3A,missense,1110,0,0,0,0,1,-1.37611399234809e-05,0.000525275143875066,0.979104160602091,-0.00554058472533237,0.00746492143994314,0.458113877363171
oral,DNMT3A,pLoF,1110,0,0,0,0,1,4.37159618105703e-05,0.000128278800985314,0.733327345444787,-0.00198741269675211,0.00182302776541284,0.275874899569879
neck,DNMT3A,missense,653,0,0,0,0,1,0.00132095001901259,0.00067170266239191,0.049657906537286,0.0066634096791906,0.00870208589131367,0.444117566423879
neck,DNMT3A,pLoF,653,0,0,0,0,1,0.000352411820709179,0.000337594985659829,0.296924639851766,-0.00599273721376203,0.00437363245104211,0.171098526733293
anus,DNMT3A,missense,343,0,0,0,0,1,0.000359416050045933,0.00106129176153352,0.735075643865873,-0.014118791812327,0.0157072363739326,0.369357081367235
anus,DNMT3A,pLoF,343,0,0,0,0,0,0,0,,0,0,
bladder,DNMT3A,missense,3285,0,0,0,0,1,0.000345552288960402,0.000319223687135463,0.279120167194645,-0.00105742269442636,0.00383308457423903,0.7826673581361
bladder,DNMT3A,pLoF,3285,0,0,0,0,1,5.8553375255146e-05,0.000160264787464228,0.714870744752424,-0.00230437346192095,0.00192438252353794,0.231213307933942
brain,DNMT3A,missense,948,0,0,0,0,1,0.000129647553338473,0.000368917480149743,0.725346388239863,0.00327400713238162,0.00669039042932706,0.624700660342042
brain,DNMT3A,pLoF,948,0,0,0,0,1,0.000412349098812754,0.000241285234983619,0.0877849464008851,-0.00882530587866095,0.00437575477913679,0.0439920298683157
breast,DNMT3A,missense,19950,0,0,0,0,2,0.000289585100967134,0.000113875391205479,0.0109980147568518,0.0010048978806065,0.00167446762280911,0.548426566783162
breast,DNMT3A,pLoF,19950,0,0,0,0,1,0.000154902795062681,4.51609643028295e-05,0.000604768778424163,-0.000123754246513235,0.000664064217381913,0.852165252039908
bone,DNMT3A,missense,128,0,0,0,0,1,-3.27556219339656e-05,0.000993830670196991,0.973759887970155,0.0200950248991182,0.0162979450527502,0.21989733287263
bone,DNMT3A,pLoF,128,0,0,0,0,1,0.00110109282962638,0.000988943244637785,0.267671644236113,0.0168057014681044,0.0162177955910742,0.30208571611611
prostate,DNMT3A,missense,14732,0,0,0,0,2,0.000556089753558716,0.000169578131625426,0.00104323403000488,0.00148185380204895,0.00212152868064372,0.484885599085118
prostate,DNMT3A,pLoF,14732,0,0,0,0,1,-1.5882250205811e-05,6.07637681636402e-05,0.793805462166865,-0.00186797757157472,0.000760192812997237,0.014012283374007
cervix,DNMT3A,missense,6262,0,0,0,0,1,0.000586830191166983,0.0001658128681133,0.000404391260357707,-0.00205005237186734,0.00490339074731775,0.675896593290478
cervix,DNMT3A,pLoF,6262,0,0,0,0,1,4.92244396606015e-05,6.53911152612712e-05,0.451616725224957,0.000767828818650544,0.00193373525937572,0.691329167347112
endometrium,DNMT3A,missense,2315,0,0,0,0,1,-0.000177218790669642,0.000385633389168958,0.645880662330556,-0.00714695855609689,0.0051420353792582,0.164690478519783
endometrium,DNMT3A,pLoF,2315,0,0,0,0,1,0.000101833909963646,0.000135146805982914,0.451222717083734,-0.000407070881776577,0.00180204742969861,0.821304185240502
esophagus,DNMT3A,missense,1280,0,0,0,0,1,0.000696273993036032,0.000511571747099434,0.173738468846467,0.00403350952459361,0.00734426024211051,0.582960318208376
esophagus,DNMT3A,pLoF,1280,0,0,0,0,1,0.000181856991606575,0.000222760375316408,0.414435408434476,-0.00109093057931081,0.00319800727313411,0.733063163146694
eye,DNMT3A,missense,531,0,0,0,0,3,1.10624101014812e-05,0.00125142472760324,0.992950248881202,-0.021451236525582,0.0181021964500698,0.236547611399021
