Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
RGS22	pLoF	0.01	5.676807E-01	-0.00184863	0.00323486	2946	170	2776	12	112
RGS22	pLoF	0.500000	5.676807E-01	-0.00184863	0.00323486	2946	170	2776	12	112
RGS22	missense	0.01	4.423171E-01	0.00161131	0.00209728	8027	445	7582	44	279
RGS22	missense	0.500000	4.423171E-01	0.00161131	0.00209728	8027	445	7582	44	279
RGS22	synonymous	0.01	6.149725E-01	-0.0017583	0.0034957	3775	152	3623	27	199
RGS22	synonymous	0.5	4.350794E-01	0.00128555	0.00164703	45856	2680	43176	29	199
RGS22	pLoF;missense	0.01	7.384509E-01	0.000588112	0.00176131	10973	615	10358	56	391
RGS22	pLoF;missense	0.500000	7.384509E-01	0.000588112	0.00176131	10973	615	10358	56	391
RGS22	missense;synonymous	0.01	6.839045E-01	0.000738581	0.00181407	11801	597	11204	71	478
RGS22	missense;synonymous	0.5	2.689780E-01	0.00145086	0.0013125	53882	3125	50757	73	478
RGS22	pLoF;missense;synonymous;other	0.01	9.927324E-01	1.43003e-05	0.00156996	15019	779	14240	86	616
RGS22	pLoF;missense;synonymous;other	0.5	4.501596E-01	0.000914462	0.00121097	57100	3307	53793	88	616
RGS22	Cauchy	NA	0.917908	NA	NA	NA	NA	NA	NA	NA
FBXO43	pLoF	0.01	2.405669E-02	0.0347997	0.0154239	136	13	123	5	23
FBXO43	pLoF	0.500000	2.405669E-02	0.0347997	0.0154239	136	13	123	5	23
FBXO43	missense	0.01	8.082786E-01	-0.000813101	0.00335096	5844	216	5628	20	106
FBXO43	missense	0.500000	8.082786E-01	-0.000813101	0.00335096	5844	216	5628	20	106
FBXO43	synonymous	0.01	4.621075E-01	-0.0036621	0.00497986	1652	67	1585	21	122
FBXO43	synonymous	0.5	4.621062E-01	-0.00366211	0.00497986	308200	18410	289790	22	122
FBXO43	pLoF;missense	0.01	8.161712E-01	0.000762685	0.00328076	5980	229	5751	25	129
FBXO43	pLoF;missense	0.500000	8.161712E-01	0.000762685	0.00328076	5980	229	5751	25	129
FBXO43	missense;synonymous	0.01	5.476221E-01	-0.00165455	0.00275149	7496	283	7213	41	228
FBXO43	missense;synonymous	0.5	5.476213E-01	-0.00165455	0.00275149	314044	18626	295418	42	228
FBXO43	pLoF;missense;synonymous;other	0.01	8.936421E-01	-0.000362254	0.00270951	7649	298	7351	46	255
FBXO43	pLoF;missense;synonymous;other	0.5	8.936412E-01	-0.000362257	0.00270951	314197	18641	295556	47	255
FBXO43	Cauchy	NA	0.218865	NA	NA	NA	NA	NA	NA	NA
POLR2K	pLoF	0.01	5.026457E-01	-0.0159147	0.0237416	48	2	46	2	3
POLR2K	pLoF	0.500000	5.026457E-01	-0.0159147	0.0237416	48	2	46	2	3
POLR2K	missense	0.01	7.941493E-01	-0.00428133	0.0164082	104	6	98	2	18
POLR2K	missense	0.500000	7.941493E-01	-0.00428133	0.0164082	104	6	98	2	18
POLR2K	synonymous	0.01	9.443254E-01	0.000940502	0.0134676	150	10	140	2	9
POLR2K	synonymous	0.500000	9.443254E-01	0.000940502	0.0134676	150	10	140	2	9
POLR2K	pLoF;missense	0.01	5.513558E-01	-0.00804325	0.0135015	152	8	144	4	21
POLR2K	pLoF;missense	0.500000	5.513558E-01	-0.00804325	0.0135015	152	8	144	4	21
POLR2K	missense;synonymous	0.01	9.182784E-01	-0.00107009	0.0104295	253	16	237	4	27
