Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
TPTE	pLoF	0.01	2.209856E-02	0.00350677	0.00153223	5145	1044	4101	17	21
TPTE	pLoF	0.5	2.705603E-02	0.00244918	0.00110787	13892	2462	11430	18	21
TPTE	missense	0.01	5.230018E-01	0.000912926	0.00142929	6813	1071	5742	39	31
TPTE	missense	0.500000	5.230018E-01	0.000912926	0.00142929	6813	1071	5742	39	31
TPTE	synonymous	0.01	5.261061E-01	0.000933948	0.00147319	6240	1055	5185	34	38
TPTE	synonymous	0.5	1.513022E-01	0.00164979	0.00114972	125946	22275	103671	36	38
TPTE	pLoF;missense	0.01	4.255849E-02	0.00211878	0.00104476	11958	2115	9843	56	52
TPTE	pLoF;missense	0.5	3.241118E-02	0.0018735	0.000875753	20705	3533	17172	57	52
TPTE	missense;synonymous	0.01	3.685853E-01	0.000921662	0.00102506	13053	2126	10927	73	69
TPTE	missense;synonymous	0.5	1.292910E-01	0.00135761	0.000894986	132759	23346	109413	75	69
TPTE	pLoF;missense;synonymous;other	0.01	3.515779E-02	0.00161485	0.000766591	21981	3864	18117	96	93
TPTE	pLoF;missense;synonymous;other	0.5	1.790029E-02	0.00147962	0.000624925	225999	40709	185290	100	93
TPTE	Cauchy	NA	0.0507686	NA	NA	NA	NA	NA	NA	NA
POTED	pLoF	0.01	7.946951E-01	-0.00150232	0.0057733	337	48	289	4	21
POTED	pLoF	0.500000	7.946951E-01	-0.00150232	0.0057733	337	48	289	4	21
POTED	missense	0.01	9.291015E-01	-0.00192611	0.0216476	18	3	15	0	7
POTED	missense	0.500000	9.291015E-01	-0.00192611	0.0216476	18	3	15	0	7
POTED	synonymous	0.01	7.419925E-01	0.000465635	0.00141438	5009	909	4100	13	47
POTED	synonymous	0.500000	7.419925E-01	0.000465635	0.00141438	5009	909	4100	13	47
POTED	pLoF;missense	0.01	7.838763E-01	-0.00153045	0.00558007	355	51	304	4	28
POTED	pLoF;missense	0.500000	7.838763E-01	-0.00153045	0.00558007	355	51	304	4	28
POTED	missense;synonymous	0.01	7.137050E-01	0.000518282	0.00141266	5021	912	4109	13	54
POTED	missense;synonymous	0.500000	7.137050E-01	0.000518282	0.00141266	5021	912	4109	13	54
POTED	pLoF;missense;synonymous;other	0.01	8.045830E-01	0.000338749	0.00136912	5387	963	4424	18	76
POTED	pLoF;missense;synonymous;other	0.500000	8.045830E-01	0.000338749	0.00136912	5387	963	4424	18	76
POTED	Cauchy	NA	0.830034	NA	NA	NA	NA	NA	NA	NA
LIPI	pLoF	0.01	7.552665E-01	0.00157943	0.00506709	530	83	447	3	44
LIPI	pLoF	0.500000	7.552665E-01	0.00157943	0.00506709	530	83	447	3	44
LIPI	missense	0.01	5.032024E-02	-0.00435899	0.00222712	2872	412	2460	17	106
LIPI	missense	0.5	3.796472E-02	-0.00194115	0.000935386	294919	54866	240053	20	106
LIPI	synonymous	0.01	4.449848E-01	-0.0028653	0.00375137	883	138	745	11	87
LIPI	synonymous	0.5	4.476937E-01	-0.00284732	0.0037501	174394	32994	141400	12	87
LIPI	pLoF;missense	0.01	8.742131E-02	-0.00349556	0.00204519	3401	494	2907	20	150
LIPI	pLoF;missense	0.5	4.511275E-02	-0.00184531	0.000920997	295448	54948	240500	23	150
LIPI	missense;synonymous	0.01	3.820440E-02	-0.0039798	0.00192015	3754	550	3204	28	193
LIPI	missense;synonymous	0.5	2.802886E-02	-0.00199576	0.000908451	469312	87860	381452	32	193
LIPI	pLoF;missense;synonymous;other	0.01	6.450887E-02	-0.00330833	0.0017896	4325	640	3685	33	245
LIPI	pLoF;missense;synonymous;other	0.5	3.395697E-02	-0.00189611	0.000894148	469883	87950	381933	37	245
LIPI	Cauchy	NA	0.0657433	NA	NA	NA	NA	NA	NA	NA
RBM11	pLoF	0.01	7.839532E-01	-0.00137632	0.00501992	474	81	393	3	22
RBM11	pLoF	0.500000	7.839532E-01	-0.00137632	0.00501992	474	81	393	3	22
RBM11	missense	0.01	1.636376E-01	0.00631867	0.00453621	673	111	562	13	65
RBM11	missense	0.500000	1.636376E-01	0.00631867	0.00453621	673	111	562	13	65
RBM11	synonymous	0.01	4.640849E-01	-0.00139883	0.00191061	3707	613	3094	9	55
RBM11	synonymous	0.500000	4.640849E-01	-0.00139883	0.00191061	3707	613	3094	9	55
RBM11	pLoF;missense	0.01	3.946147E-01	0.00286815	0.00336923	1147	192	955	16	87
RBM11	pLoF;missense	0.500000	3.946147E-01	0.00286815	0.00336923	1147	192	955	16	87
RBM11	missense;synonymous	0.01	9.450152E-01	-0.000121733	0.00176506	4370	724	3646	22	120
RBM11	missense;synonymous	0.500000	9.450152E-01	-0.000121733	0.00176506	4370	724	3646	22	120
RBM11	pLoF;missense;synonymous;other	0.01	7.667906E-01	-0.000490926	0.00165532	4906	810	4096	27	145
RBM11	pLoF;missense;synonymous;other	0.500000	7.667906E-01	-0.000490926	0.00165532	4906	810	4096	27	145
RBM11	Cauchy	NA	0.746103	NA	NA	NA	NA	NA	NA	NA
HSPA13	pLoF	0.01	4.118580E-01	-0.011671	0.014222	56	8	48	1	27
HSPA13	pLoF	0.500000	4.118580E-01	-0.011671	0.014222	56	8	48	1	27
HSPA13	missense	0.01	2.957965E-01	0.00215754	0.00206367	2712	541	2171	19	145
HSPA13	missense	0.500000	2.957965E-01	0.00215754	0.00206367	2712	541	2171	19	145
