Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
CNTN5	pLoF	0.01	4.325260E-01	-0.00795874	0.0101401	307	12	295	4	56
CNTN5	pLoF	0.5	4.473459E-01	-0.00769453	0.0101264	146568	10079	136489	5	56
CNTN5	missense	0.01	7.503762E-01	0.000472862	0.00148632	14244	970	13274	77	449
CNTN5	missense	0.500000	7.503762E-01	0.000472862	0.00148632	14244	970	13274	77	449
CNTN5	synonymous	0.01	1.260248E-01	-0.00323638	0.00211532	6725	377	6348	54	194
CNTN5	synonymous	0.5	1.160419E-01	-0.00227798	0.00144946	67420	4557	62863	56	194
CNTN5	pLoF;missense	0.01	8.365779E-01	0.000303569	0.00147169	14550	982	13568	81	505
CNTN5	pLoF;missense	0.5	8.337954E-01	0.000308932	0.00147225	160811	11049	149762	82	505
CNTN5	missense;synonymous	0.01	5.554529E-01	-0.000715139	0.0012129	20958	1347	19611	131	643
CNTN5	missense;synonymous	0.5	3.797463E-01	-0.000910775	0.0010369	81653	5527	76126	133	643
CNTN5	pLoF;missense;synonymous;other	0.01	7.004545E-01	-0.000454718	0.00118198	22031	1421	20610	138	728
CNTN5	pLoF;missense;synonymous;other	0.5	4.858171E-01	-0.000710095	0.00101882	228987	15668	213319	141	728
CNTN5	Cauchy	NA	0.515491	NA	NA	NA	NA	NA	NA	NA
SBF2	pLoF	0.01	2.420392E-01	-0.00545914	0.00466631	1216	73	1143	5	85
SBF2	pLoF	0.500000	2.420392E-01	-0.00545914	0.00466631	1216	73	1143	5	85
SBF2	missense	0.01	9.846712E-01	3.31852e-05	0.00172723	9408	634	8774	93	728
SBF2	missense	0.5	7.917284E-01	-0.000447329	0.001694	163265	11271	151994	95	728
SBF2	synonymous	0.01	9.017413E-01	0.000203528	0.00164851	13009	800	12209	69	319
SBF2	synonymous	0.5	4.540877E-01	0.00113722	0.00151909	57671	3893	53778	70	319
SBF2	pLoF;missense	0.01	6.689586E-01	-0.000694543	0.00162437	10622	706	9916	98	813
SBF2	pLoF;missense	0.5	4.916611E-01	-0.00109914	0.00159836	164479	11343	153136	100	813
SBF2	missense;synonymous	0.01	8.937833E-01	0.000160495	0.00120204	22402	1434	20968	162	1047
SBF2	missense;synonymous	0.5	6.769249E-01	0.000479604	0.00115106	220921	15164	205757	165	1047
SBF2	pLoF;missense;synonymous;other	0.01	8.815456E-01	-0.000173281	0.00116288	23794	1519	22275	170	1176
SBF2	pLoF;missense;synonymous;other	0.5	8.908330E-01	0.000153442	0.00111797	222313	15249	207064	173	1176
SBF2	Cauchy	NA	0.886999	NA	NA	NA	NA	NA	NA	NA
AP2A2	pLoF	0.01	3.221235E-01	0.0312104	0.0315224	27	3	24	0	17
