Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
FAM174A	pLoF	0.01	3.372176E-01	0.0139093	0.0144938	153	11	142	3	8
FAM174A	pLoF	0.500000	3.372176E-01	0.0139093	0.0144938	153	11	142	3	8
FAM174A	missense	0.01	3.748674E-01	0.0103522	0.0116658	249	16	233	5	45
FAM174A	missense	0.500000	3.748674E-01	0.0103522	0.0116658	249	16	233	5	45
FAM174A	synonymous	0.01	9.579588E-01	0.000534817	0.0101454	396	17	379	9	43
FAM174A	synonymous	0.5	9.693592E-01	0.000389437	0.0101384	157157	9441	147716	10	43
FAM174A	pLoF;missense	0.01	1.962587E-01	0.0117497	0.00909219	402	27	375	8	53
FAM174A	pLoF;missense	0.500000	1.962587E-01	0.0117497	0.00909219	402	27	375	8	53
FAM174A	missense;synonymous	0.01	5.265344E-01	0.00486672	0.00768464	644	33	611	14	88
FAM174A	missense;synonymous	0.5	5.337577E-01	0.00478038	0.00768204	157405	9457	147948	15	88
FAM174A	pLoF;missense;synonymous;other	0.01	4.858019E-01	0.00437843	0.00628181	922	49	873	18	98
FAM174A	pLoF;missense;synonymous;other	0.5	4.913916E-01	0.00432209	0.00628123	157683	9473	148210	19	98
FAM174A	Cauchy	NA	0.765485	NA	NA	NA	NA	NA	NA	NA
ST8SIA4	pLoF	0.01	9.214002E-01	-0.0039588	0.0401215	17	1	16	0	6
ST8SIA4	pLoF	0.500000	9.214002E-01	-0.0039588	0.0401215	17	1	16	0	6
ST8SIA4	missense	0.01	9.883791E-01	8.51113e-05	0.00584349	976	52	924	14	124
ST8SIA4	missense	0.500000	9.883791E-01	8.51113e-05	0.00584349	976	52	924	14	124
ST8SIA4	synonymous	0.01	2.265562E-01	-0.00372115	0.00307717	3565	200	3365	13	75
ST8SIA4	synonymous	0.500000	2.265562E-01	-0.00372115	0.00307717	3565	200	3365	13	75
ST8SIA4	pLoF;missense	0.01	9.997090E-01	2.10963e-06	0.00578479	993	53	940	14	130
ST8SIA4	pLoF;missense	0.500000	9.997090E-01	2.10963e-06	0.00578479	993	53	940	14	130
ST8SIA4	missense;synonymous	0.01	2.923138E-01	-0.00287412	0.00272931	4539	252	4287	27	199
ST8SIA4	missense;synonymous	0.500000	2.923138E-01	-0.00287412	0.00272931	4539	252	4287	27	199
ST8SIA4	pLoF;missense;synonymous;other	0.01	3.539884E-01	-0.00251887	0.00271758	4573	256	4317	27	213
ST8SIA4	pLoF;missense;synonymous;other	0.500000	3.539884E-01	-0.00251887	0.00271758	4573	256	4317	27	213
ST8SIA4	Cauchy	NA	0.998299	NA	NA	NA	NA	NA	NA	NA
NKD2	pLoF	0.01	8.069998E-01	0.000629858	0.00257823	4855	283	4572	21	44
NKD2	pLoF	0.500000	8.069998E-01	0.000629858	0.00257823	4855	283	4572	21	44
NKD2	missense	0.01	7.725482E-01	0.0006126	0.0021194	9669	562	9107	42	90
NKD2	missense	0.500000	7.725482E-01	0.0006126	0.0021194	9669	562	9107	42	90
NKD2	synonymous	0.01	4.373765E-01	-0.00137992	0.0017768	10597	585	10012	49	115
NKD2	synonymous	0.5	5.134096E-01	-0.000995112	0.00152265	38242	2237	36005	50	115
NKD2	pLoF;missense	0.01	7.065959E-01	0.000612897	0.00162818	14524	845	13679	63	134
NKD2	pLoF;missense	0.500000	7.065959E-01	0.000612897	0.00162818	14524	845	13679	63	134
NKD2	missense;synonymous	0.01	6.817410E-01	-0.000561862	0.0013701	20266	1147	19119	91	205
NKD2	missense;synonymous	0.5	7.166217E-01	-0.000452094	0.00124552	47911	2799	45112	92	205
NKD2	pLoF;missense;synonymous;other	0.01	8.195099E-01	-0.000275189	0.00120604	25199	1435	23764	113	263
NKD2	pLoF;missense;synonymous;other	0.5	8.397949E-01	-0.0002254	0.00111498	52844	3087	49757	114	263
NKD2	Cauchy	NA	0.741676	NA	NA	NA	NA	NA	NA	NA
SLCO4C1	pLoF	0.01	3.139602E-01	-0.0105943	0.0105213	299	12	287	5	38
SLCO4C1	pLoF	0.500000	3.139602E-01	-0.0105943	0.0105213	299	12	287	5	38
SLCO4C1	missense	0.01	3.119289E-01	-0.00417675	0.00413055	1820	95	1725	26	197
SLCO4C1	missense	0.500000	3.119289E-01	-0.00417675	0.00413055	1820	95	1725	26	197
SLCO4C1	synonymous	0.01	8.284990E-01	0.00087246	0.00402747	2126	112	2014	29	112
SLCO4C1	synonymous	0.5	8.203944E-01	0.000914077	0.0040261	160306	9724	150582	30	112
SLCO4C1	pLoF;missense	0.01	1.892894E-01	-0.00505132	0.00384808	2119	107	2012	31	235
SLCO4C1	pLoF;missense	0.500000	1.892894E-01	-0.00505132	0.00384808	2119	107	2012	31	235
SLCO4C1	missense;synonymous	0.01	5.859142E-01	-0.00157462	0.00289045	3944	207	3737	55	309
SLCO4C1	missense;synonymous	0.5	5.911549E-01	-0.00155242	0.00289004	162124	9819	152305	56	309
SLCO4C1	pLoF;missense;synonymous;other	0.01	8.697041E-01	-0.000406816	0.00248006	5332	287	5045	67	362
SLCO4C1	pLoF;missense;synonymous;other	0.5	8.253617E-01	-0.000436699	0.00197911	207590	12533	195057	69	362
SLCO4C1	Cauchy	NA	0.556259	NA	NA	NA	NA	NA	NA	NA
ATPSCKMT	pLoF	0.01	6.506424E-01	0.00153594	0.00339157	3026	191	2835	5	14
ATPSCKMT	pLoF	0.500000	6.506424E-01	0.00153594	0.00339157	3026	191	2835	5	14
ATPSCKMT	missense	0.01	1.527906E-01	-0.00537334	0.00375826	2409	116	2293	15	77
ATPSCKMT	missense	0.5	2.350793E-01	-0.00436623	0.00367721	98539	5746	92793	16	77
ATPSCKMT	synonymous	0.01	2.016856E-01	0.00442426	0.00346522	4956	192	4764	13	46
ATPSCKMT	synonymous	0.5	2.016600E-01	0.0044245	0.00346521	266214	15833	250381	14	46
ATPSCKMT	pLoF;missense	0.01	5.327648E-01	-0.0015751	0.00252504	5435	307	5128	20	91
ATPSCKMT	pLoF;missense	0.5	6.350652E-01	-0.00118858	0.00250433	101565	5937	95628	21	91
ATPSCKMT	missense;synonymous	0.01	9.826115E-01	-5.65501e-05	0.00259464	7362	308	7054	28	123
ATPSCKMT	missense;synonymous	0.5	8.995057E-01	0.000324492	0.0025695	364750	21579	343171	30	123
ATPSCKMT	pLoF;missense;synonymous;other	0.01	8.333772E-01	0.000433965	0.00206285	10402	499	9903	33	146
ATPSCKMT	pLoF;missense;synonymous;other	0.5	7.433360E-01	0.000672078	0.00205253	367790	21770	346020	35	146
ATPSCKMT	Cauchy	NA	0.827119	NA	NA	NA	NA	NA	NA	NA
SLCO6A1	pLoF	0.01	4.686500E-01	-0.0085724	0.0118293	227	10	217	5	45
SLCO6A1	pLoF	0.500000	4.686500E-01	-0.0085724	0.0118293	227	10	217	5	45
SLCO6A1	missense	0.01	1.066675E-01	-0.0107577	0.00666788	690	30	660	14	53
SLCO6A1	missense	0.5	9.813091E-01	4.51466e-05	0.00192706	47934	2866	45068	16	53
SLCO6A1	synonymous	0.01	9.931078E-01	-1.74889e-05	0.00202461	9484	570	8914	27	123
SLCO6A1	synonymous	0.5	9.765911E-01	-4.57889e-05	0.00156048	207871	12471	195400	29	123
SLCO6A1	pLoF;missense	0.01	7.805973E-02	-0.0102474	0.00581559	917	40	877	19	98
SLCO6A1	pLoF;missense	0.5	9.258759E-01	-0.000177104	0.00190364	48161	2876	45285	21	98
SLCO6A1	missense;synonymous	0.01	6.341572E-01	-0.000922414	0.00193832	10174	600	9574	41	176
SLCO6A1	missense;synonymous	0.5	9.943120E-01	-8.56317e-06	0.0012012	255805	15337	240468	45	176
SLCO6A1	pLoF;missense;synonymous;other	0.01	5.138120E-01	-0.0012414	0.00190132	10514	615	9899	49	234
SLCO6A1	pLoF;missense;synonymous;other	0.5	9.014478E-01	-0.000147702	0.00119275	256145	15352	240793	53	234
SLCO6A1	Cauchy	NA	0.971462	NA	NA	NA	NA	NA	NA	NA
CCT5	pLoF	0.01	4.517387E-01	0.0286424	0.038062	20	2	18	1	6
CCT5	pLoF	0.500000	4.517387E-01	0.0286424	0.038062	20	2	18	1	6
CCT5	missense	0.01	5.727832E-01	-0.00228224	0.00404683	1905	103	1802	33	212
CCT5	missense	0.5	1.363283E-01	-0.00310848	0.00208678	16699	943	15756	34	212
CCT5	synonymous	0.01	6.894172E-01	0.00213153	0.00533354	1446	66	1380	14	102
CCT5	synonymous	0.5	4.090371E-01	-0.00192086	0.00232665	233216	13132	220084	17	102
CCT5	pLoF;missense	0.01	6.296097E-01	-0.00194117	0.00402503	1925	105	1820	34	218
CCT5	pLoF;missense	0.5	1.479452E-01	-0.00301504	0.00208389	16719	945	15774	35	218
CCT5	missense;synonymous	0.01	8.378103E-01	-0.000661987	0.00323401	3349	169	3180	47	314
CCT5	missense;synonymous	0.5	1.002953E-01	-0.00252998	0.00153945	249913	14075	235838	51	314
CCT5	pLoF;missense;synonymous;other	0.01	9.462115E-01	0.000216108	0.00320327	3411	176	3235	49	333
CCT5	pLoF;missense;synonymous;other	0.5	1.309159E-01	-0.00232064	0.00153634	249975	14082	235893	53	333
CCT5	Cauchy	NA	0.469515	NA	NA	NA	NA	NA	NA	NA
CMBL	pLoF	0.01	3.995380E-01	-0.0102939	0.012219	288	9	279	3	11
CMBL	pLoF	0.500000	3.995380E-01	-0.0102939	0.012219	288	9	279	3	11
CMBL	missense	0.01	6.543243E-01	0.00220778	0.00493068	1343	77	1266	19	76
CMBL	missense	0.500000	6.543243E-01	0.00220778	0.00493068	1343	77	1266	19	76
CMBL	synonymous	0.01	9.706950E-01	0.000101285	0.00275706	4292	263	4029	13	48
CMBL	synonymous	0.5	3.641495E-01	0.0017317	0.00190823	217880	12787	205093	15	48
CMBL	pLoF;missense	0.01	9.201896E-01	0.000458583	0.00457691	1631	86	1545	22	87
CMBL	pLoF;missense	0.500000	9.201896E-01	0.000458583	0.00457691	1631	86	1545	22	87
CMBL	missense;synonymous	0.01	8.023649E-01	0.00060218	0.00240595	5635	340	5295	32	124
CMBL	missense;synonymous	0.5	3.130302E-01	0.00179747	0.00178164	219223	12864	206359	34	124
CMBL	pLoF;missense;synonymous;other	0.01	9.873560E-01	-3.67635e-05	0.00231982	6249	359	5890	37	136
CMBL	pLoF;missense;synonymous;other	0.5	4.265531E-01	0.00138819	0.00174592	219837	12883	206954	39	136
CMBL	Cauchy	NA	0.915696	NA	NA	NA	NA	NA	NA	NA
PAM	pLoF	0.01	9.785045E-01	-0.000196974	0.00731052	581	33	548	7	52
