Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
CNTN5	pLoF	0.01	3.123601E-01	-0.00766018	0.00758222	319	24	295	4	58
CNTN5	pLoF	0.5	3.191611E-01	-0.00754539	0.0075743	153548	17059	136489	5	58
CNTN5	missense	0.01	3.775016E-01	0.00103819	0.0011764	14934	1660	13274	76	459
CNTN5	missense	0.500000	3.775016E-01	0.00103819	0.0011764	14934	1660	13274	76	459
CNTN5	synonymous	0.01	6.771058E-01	-0.000680003	0.00163299	7071	723	6348	54	204
CNTN5	synonymous	0.5	1.825505E-01	-0.00151318	0.00113521	70556	7693	62863	56	204
CNTN5	pLoF;missense	0.01	4.683239E-01	0.000843709	0.0011634	15252	1684	13568	80	517
CNTN5	pLoF;missense	0.5	4.669317E-01	0.000846664	0.00116383	168481	18719	149762	81	517
CNTN5	missense;synonymous	0.01	6.545840E-01	0.000425906	0.000951951	21992	2381	19611	130	663
CNTN5	missense;synonymous	0.5	7.138618E-01	-0.000299317	0.000816302	85477	9351	76126	132	663
CNTN5	pLoF;missense;synonymous;other	0.01	6.043847E-01	0.000480568	0.000927548	23114	2504	20610	137	751
CNTN5	pLoF;missense;synonymous;other	0.5	7.735195E-01	-0.000230758	0.000801872	239828	26509	213319	140	751
CNTN5	Cauchy	NA	0.488748	NA	NA	NA	NA	NA	NA	NA
SBF2	pLoF	0.01	4.993942E-01	0.00248348	0.00367682	1294	151	1143	5	93
SBF2	pLoF	0.500000	4.993942E-01	0.00248348	0.00367682	1294	151	1143	5	93
SBF2	missense	0.01	4.097676E-01	-0.0011256	0.00136552	9830	1055	8775	95	749
SBF2	missense	0.5	2.800800E-01	-0.00144693	0.00133958	170992	18997	151995	97	749
SBF2	synonymous	0.01	1.902543E-02	-0.00301725	0.00128666	13518	1309	12209	72	318
SBF2	synonymous	0.5	1.399374E-01	-0.00175302	0.00118766	60311	6533	53778	73	318
SBF2	pLoF;missense	0.01	5.813671E-01	-0.000707814	0.00128369	11123	1206	9917	100	842
SBF2	pLoF;missense	0.5	4.243982E-01	-0.00100933	0.00126354	172285	19148	153137	102	842
SBF2	missense;synonymous	0.01	2.421196E-02	-0.00212832	0.000944345	23333	2364	20969	167	1067
