Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
IDUA	pLoF	0.01	5.060677E-01	0.00286835	0.00431348	1426	106	1320	6	44
IDUA	pLoF	0.500000	5.060677E-01	0.00286835	0.00431348	1426	106	1320	6	44
IDUA	missense	0.01	4.325798E-01	0.00269983	0.00344022	2600	158	2442	39	206
IDUA	missense	0.500000	4.325798E-01	0.00269983	0.00344022	2600	158	2442	39	206
IDUA	synonymous	0.01	6.425373E-01	-0.00137757	0.00296791	3114	196	2918	40	195
IDUA	synonymous	0.5	6.009145E-01	0.000784789	0.00150031	766463	52235	714228	48	195
IDUA	pLoF;missense	0.01	3.016335E-01	0.00278468	0.00269589	4026	264	3762	45	250
IDUA	pLoF;missense	0.500000	3.016335E-01	0.00278468	0.00269589	4026	264	3762	45	250
IDUA	missense;synonymous	0.01	8.685206E-01	0.000372667	0.00225125	5713	354	5359	79	401
IDUA	missense;synonymous	0.5	4.257026E-01	0.00109669	0.00137677	769062	52393	716669	87	401
IDUA	pLoF;missense;synonymous;other	0.01	6.591862E-01	0.000876003	0.00198624	7227	466	6761	87	456
IDUA	pLoF;missense;synonymous;other	0.5	3.397094E-01	0.00125367	0.0013131	770576	52505	718071	95	456
IDUA	Cauchy	NA	0.526952	NA	NA	NA	NA	NA	NA	NA
DDIT4L	pLoF	0.01	1.488871E-01	0.0223517	0.0154846	108	11	97	2	20
DDIT4L	pLoF	0.5	7.413525E-01	-0.00219862	0.00666123	66035	4475	61560	3	20
DDIT4L	missense	0.01	3.822111E-01	0.00215801	0.0024696	5662	412	5250	14	61
DDIT4L	missense	0.5	6.403164E-01	0.00110452	0.00236384	72046	4901	67145	15	61
DDIT4L	synonymous	0.01	3.198013E-01	0.0109025	0.0109588	238	18	220	6	38
DDIT4L	synonymous	0.5	6.504277E-01	-0.000981512	0.00216589	155715	10678	145037	8	38
DDIT4L	pLoF;missense	0.01	2.757875E-01	0.00265789	0.00243881	5770	423	5347	16	81
DDIT4L	pLoF;missense	0.5	7.600933E-01	0.0006303	0.00206413	138081	9376	128705	18	81
DDIT4L	missense;synonymous	0.01	2.808455E-01	0.00259958	0.00241054	5896	430	5466	20	99
DDIT4L	missense;synonymous	0.5	9.886340E-01	-2.30589e-05	0.00161867	227757	15579	212178	23	99
DDIT4L	pLoF;missense;synonymous;other	0.01	1.981709E-01	0.0030652	0.00238207	6004	441	5563	22	119
DDIT4L	pLoF;missense;synonymous;other	0.5	9.287251E-01	-0.000136183	0.00152246	293792	20054	273738	26	119
DDIT4L	Cauchy	NA	0.876311	NA	NA	NA	NA	NA	NA	NA
SLC2A9	pLoF	0.01	3.845706E-02	0.0284032	0.0137217	146	15	131	3	41
SLC2A9	pLoF	0.500000	3.845706E-02	0.0284032	0.0137217	146	15	131	3	41
SLC2A9	missense	0.01	9.657829E-01	-0.000182421	0.00425244	1806	98	1708	28	156
SLC2A9	missense	0.5	8.736604E-01	-0.000315947	0.00198695	19272	1324	17948	29	156
