Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
APCDD1	pLoF	0.01	9.199439E-01	0.00189491	0.018854	106	5	101	3	15
APCDD1	pLoF	0.500000	9.199439E-01	0.00189491	0.018854	106	5	101	3	15
APCDD1	missense	0.01	9.202548E-01	-0.000322145	0.00321782	3082	168	2914	43	179
APCDD1	missense	0.500000	9.202548E-01	-0.000322145	0.00321782	3082	168	2914	43	179
APCDD1	synonymous	0.01	3.726944E-02	0.00412111	0.00197864	12679	627	12052	36	112
APCDD1	synonymous	0.5	1.254402E-01	0.00295801	0.0019304	462603	25472	437131	39	112
APCDD1	pLoF;missense	0.01	9.352161E-01	-0.000257918	0.00317305	3188	173	3015	46	194
APCDD1	pLoF;missense	0.500000	9.352161E-01	-0.000257918	0.00317305	3188	173	3015	46	194
APCDD1	missense;synonymous	0.01	8.494344E-02	0.00290311	0.00168521	15761	795	14966	79	291
APCDD1	missense;synonymous	0.5	2.056627E-01	0.00209749	0.00165733	465685	25640	440045	82	291
APCDD1	pLoF;missense;synonymous;other	0.01	9.147748E-02	0.00282814	0.00167578	15902	801	15101	83	315
APCDD1	pLoF;missense;synonymous;other	0.5	2.173242E-01	0.00203342	0.00164826	465826	25646	440180	86	315
APCDD1	Cauchy	NA	0.620808	NA	NA	NA	NA	NA	NA	NA
NAPG	pLoF	0.01	9.159602E-01	-0.00298942	0.0283294	36	2	34	0	18
NAPG	pLoF	0.500000	9.159602E-01	-0.00298942	0.0283294	36	2	34	0	18
NAPG	missense	0.01	4.082561E-01	0.00299326	0.00361957	3757	158	3599	20	110
NAPG	missense	0.500000	4.082561E-01	0.00299326	0.00361957	3757	158	3599	20	110
NAPG	synonymous	0.01	1.710791E-02	-0.00898765	0.00376938	2457	109	2348	12	56
NAPG	synonymous	0.500000	1.710791E-02	-0.00898765	0.00376938	2457	109	2348	12	56
NAPG	pLoF;missense	0.01	4.194355E-01	0.00289974	0.00359145	3793	160	3633	20	128
NAPG	pLoF;missense	0.500000	4.194355E-01	0.00289974	0.00359145	3793	160	3633	20	128
