Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
NPRL3	pLoF	0.01	9.467604E-01	-0.00161387	0.0241685	33	3	30	0	16
NPRL3	pLoF	0.500000	9.467604E-01	-0.00161387	0.0241685	33	3	30	0	16
NPRL3	missense	0.01	7.763211E-02	0.00366999	0.00207979	5193	468	4725	51	234
NPRL3	missense	0.500000	7.763211E-02	0.00366999	0.00207979	5193	468	4725	51	234
NPRL3	synonymous	0.01	4.747280E-01	-0.00213791	0.00299089	2601	193	2408	39	148
NPRL3	synonymous	0.5	4.505375E-01	0.00101757	0.00134864	37915	3404	34511	41	148
NPRL3	pLoF;missense	0.01	7.963656E-02	0.00363237	0.00207232	5226	471	4755	51	250
NPRL3	pLoF;missense	0.500000	7.963656E-02	0.00363237	0.00207232	5226	471	4755	51	250
NPRL3	missense;synonymous	0.01	2.938055E-01	0.00179961	0.00171422	7793	661	7132	90	382
NPRL3	missense;synonymous	0.5	1.081610E-01	0.00182928	0.00113867	43107	3872	39235	92	382
NPRL3	pLoF;missense;synonymous;other	0.01	6.766730E-01	0.000656481	0.00157427	9175	767	8408	106	471
NPRL3	pLoF;missense;synonymous;other	0.5	2.437667E-01	0.00127744	0.00109593	273618	24083	249535	109	471
NPRL3	Cauchy	NA	0.308115	NA	NA	NA	NA	NA	NA	NA
GRIN2A	pLoF	0.01	1.553380E-01	0.0321618	0.0226344	43	6	37	0	16
GRIN2A	pLoF	0.500000	1.553380E-01	0.0321618	0.0226344	43	6	37	0	16
GRIN2A	missense	0.01	8.698208E-01	0.000289425	0.00176601	7847	690	7157	47	512
GRIN2A	missense	0.500000	8.698208E-01	0.000289425	0.00176601	7847	690	7157	47	512
GRIN2A	synonymous	0.01	7.811277E-01	0.000409118	0.00147244	9999	840	9159	77	376
GRIN2A	synonymous	0.5	7.825678E-01	0.000406377	0.00147252	396931	34752	362179	79	376
GRIN2A	pLoF;missense	0.01	7.867532E-01	0.000476575	0.00176164	7890	696	7194	47	528
GRIN2A	pLoF;missense	0.500000	7.867532E-01	0.000476575	0.00176164	7890	696	7194	47	528
GRIN2A	missense;synonymous	0.01	7.851451E-01	0.000310514	0.001139	17841	1528	16313	124	888
