Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
COL5A3	pLoF	0.01	6.211518E-01	0.00294265	0.00595415	484	56	428	9	128
COL5A3	pLoF	0.500000	6.211518E-01	0.00294265	0.00595415	484	56	428	9	128
COL5A3	missense	0.01	3.049463E-01	-0.00134585	0.00131189	10760	1096	9664	120	542
COL5A3	missense	0.5	3.994782E-01	-0.000791845	0.000939816	187376	20885	166491	123	542
COL5A3	synonymous	0.01	4.138186E-01	-0.000908417	0.00111163	15889	1563	14326	114	374
COL5A3	synonymous	0.5	9.875359E-01	1.02285e-05	0.000654744	966048	106660	859388	123	374
COL5A3	pLoF;missense	0.01	3.764756E-01	-0.00113577	0.00128421	11236	1152	10084	129	670
COL5A3	pLoF;missense	0.5	4.553740E-01	-0.000693778	0.000929392	187852	20941	166911	132	670
COL5A3	missense;synonymous	0.01	1.980815E-01	-0.00109543	0.000851128	26639	2659	23980	234	916
COL5A3	missense;synonymous	0.5	6.538633E-01	-0.000231725	0.00051678	1.15341e+06	127545	1.02587e+06	246	916
COL5A3	pLoF;missense;synonymous;other	0.01	1.572571E-01	-0.00117804	0.000832917	27812	2773	25039	259	1136
COL5A3	pLoF;missense;synonymous;other	0.5	5.893491E-01	-0.000276537	0.000512315	1.15459e+06	127659	1.02693e+06	271	1136
COL5A3	Cauchy	NA	0.841239	NA	NA	NA	NA	NA	NA	NA
GRIN3B	pLoF	0.01	5.474206E-01	-0.00140269	0.00233149	3300	351	2949	29	83
GRIN3B	pLoF	0.5	9.324835E-01	-0.000174655	0.00206154	447068	50392	396676	32	83
GRIN3B	missense	0.01	7.003616E-01	-0.000423635	0.00110083	16146	1646	14500	109	419
GRIN3B	missense	0.5	9.740673E-01	2.50495e-05	0.000770575	602009	66932	535077	115	419
GRIN3B	synonymous	0.01	1.920984E-01	0.0010405	0.000797684	26775	2864	23911	98	377
GRIN3B	synonymous	0.5	3.877229E-01	0.000529953	0.000613546	1.86498e+06	208537	1.65644e+06	110	377
GRIN3B	pLoF;missense	0.01	5.483257E-01	-0.000598617	0.000997244	19442	1997	17445	138	502
GRIN3B	pLoF;missense	0.5	9.960518E-01	3.60664e-06	0.000728853	1.04907e+06	117324	931749	147	502
GRIN3B	missense;synonymous	0.01	3.873060E-01	0.000575124	0.000665258	42909	4509	38400	207	796
GRIN3B	missense;synonymous	0.5	4.875905E-01	0.000329156	0.000474188	2.46697e+06	275468	2.19151e+06	225	796
GRIN3B	pLoF;missense;synonymous;other	0.01	5.915247E-01	0.000341382	0.000636162	46749	4915	41834	244	893
GRIN3B	pLoF;missense;synonymous;other	0.5	5.765959E-01	0.00025454	0.000455868	2.91458e+06	325915	2.58867e+06	265	893
GRIN3B	Cauchy	NA	0.960762	NA	NA	NA	NA	NA	NA	NA
RDH8	pLoF	0.01	9.255431E-02	-0.034742	0.0206543	49	1	48	0	20
RDH8	pLoF	0.500000	9.255431E-02	-0.034742	0.0206543	49	1	48	0	20
RDH8	missense	0.01	9.877881E-01	-2.69286e-05	0.00175936	7519	838	6681	29	110
RDH8	missense	0.5	9.316654E-01	-0.000150728	0.00175776	111429	12159	99270	30	110
RDH8	synonymous	0.01	1.611670E-01	0.0031499	0.00224807	4988	473	4515	19	73
RDH8	synonymous	0.5	5.061311E-01	0.000941244	0.00141567	131773	14456	117317	21	73
RDH8	pLoF;missense	0.01	8.757575E-01	-0.000274082	0.00175301	7568	839	6729	29	130
RDH8	pLoF;missense	0.5	8.208902E-01	-0.000396503	0.00175134	111478	12160	99318	30	130
RDH8	missense;synonymous	0.01	3.899636E-01	0.00119421	0.00138912	12506	1311	11195	48	183
RDH8	missense;synonymous	0.5	6.386871E-01	0.000518534	0.00110436	243201	26615	216586	51	183
RDH8	pLoF;missense;synonymous;other	0.01	4.431912E-01	0.00106198	0.00138492	12567	1314	11253	48	207
RDH8	pLoF;missense;synonymous;other	0.5	6.915365E-01	0.000437313	0.00110218	243262	26618	216644	51	207
RDH8	Cauchy	NA	0.865992	NA	NA	NA	NA	NA	NA	NA
SHFL	missense	0.01	8.362087E-01	-0.00323345	0.0156398	71	7	64	2	14
SHFL	missense	0.500000	8.362087E-01	-0.00323345	0.0156398	71	7	64	2	14
SHFL	synonymous	0.01	8.666160E-01	-0.00109681	0.00653023	393	43	350	6	9
SHFL	synonymous	0.500000	8.666160E-01	-0.00109681	0.00653023	393	43	350	6	9
