Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
TIMM22	pLoF	0.01	2.088268E-01	-0.021911	0.017434	78	3	75	2	10
TIMM22	pLoF	0.500000	2.088268E-01	-0.021911	0.017434	78	3	75	2	10
TIMM22	missense	0.01	3.719674E-01	0.00171765	0.00192391	7128	670	6458	16	80
TIMM22	missense	0.500000	3.719674E-01	0.00171765	0.00192391	7128	670	6458	16	80
TIMM22	synonymous	0.01	4.603046E-01	0.00147866	0.00200267	6746	606	6140	7	50
TIMM22	synonymous	0.5	9.682439E-01	5.87872e-05	0.00147666	31242	2812	28430	8	50
TIMM22	pLoF;missense	0.01	4.533794E-01	0.00143394	0.00191245	7206	673	6533	18	90
TIMM22	pLoF;missense	0.500000	4.533794E-01	0.00143394	0.00191245	7206	673	6533	18	90
TIMM22	missense;synonymous	0.01	2.444403E-01	0.00162339	0.00139471	13873	1276	12597	23	130
TIMM22	missense;synonymous	0.5	5.595726E-01	0.000690792	0.00118392	38369	3482	34887	24	130
TIMM22	pLoF;missense;synonymous;other	0.01	2.880613E-01	0.00147639	0.0013897	13962	1280	12682	25	148
TIMM22	pLoF;missense;synonymous;other	0.5	6.175796E-01	0.000589671	0.00118103	38458	3486	34972	26	148
TIMM22	Cauchy	NA	0.622863	NA	NA	NA	NA	NA	NA	NA
GAS7	pLoF	0.01	5.989210E-01	-0.00987981	0.0187846	56	4	52	0	24
GAS7	pLoF	0.500000	5.989210E-01	-0.00987981	0.0187846	56	4	52	0	24
GAS7	missense	0.01	3.665490E-01	-0.00287445	0.00318337	2088	167	1921	24	170
GAS7	missense	0.500000	3.665490E-01	-0.00287445	0.00318337	2088	167	1921	24	170
GAS7	synonymous	0.01	5.732491E-01	-0.000808255	0.00143493	13401	1074	12327	36	86
GAS7	synonymous	0.5	5.824825E-01	-0.000788911	0.001435	171894	15352	156542	37	86
GAS7	pLoF;missense	0.01	3.285418E-01	-0.00306844	0.0031405	2144	171	1973	24	194
GAS7	pLoF;missense	0.500000	3.285418E-01	-0.00306844	0.0031405	2144	171	1973	24	194
GAS7	missense;synonymous	0.01	3.782216E-01	-0.0011512	0.00130643	15489	1241	14248	60	256
GAS7	missense;synonymous	0.5	3.848976E-01	-0.00113524	0.00130652	173982	15519	158463	61	256
GAS7	pLoF;missense;synonymous;other	0.01	5.604424E-01	-0.000721593	0.00123946	18656	1407	17249	63	301
GAS7	pLoF;missense;synonymous;other	0.5	5.683228E-01	-0.000707182	0.00123953	177149	15685	161464	64	301
GAS7	Cauchy	NA	0.46525	NA	NA	NA	NA	NA	NA	NA
ABR	pLoF	0.01	9.254659E-01	0.00142709	0.0152547	87	8	79	2	30
ABR	pLoF	0.500000	9.254659E-01	0.00142709	0.0152547	87	8	79	2	30
ABR	missense	0.01	9.421325E-01	0.000256917	0.0035393	1765	147	1618	36	346
ABR	missense	0.5	1.088021E-01	0.00252463	0.00157435	52832	4829	48003	38	346
ABR	synonymous	0.01	8.767011E-01	-0.000193727	0.00124863	16809	1327	15482	72	199
ABR	synonymous	0.5	8.110568E-01	-0.000292884	0.00122514	92682	7974	84708	73	199
ABR	pLoF;missense	0.01	9.237945E-01	0.000330175	0.00345172	1851	155	1696	38	376
ABR	pLoF;missense	0.5	1.080920E-01	0.00251701	0.00156644	52918	4837	48081	40	376
ABR	missense;synonymous	0.01	8.889168E-01	-0.000164695	0.00117913	18571	1473	17098	108	545
ABR	missense;synonymous	0.5	4.316682E-01	0.000764561	0.000972304	145511	12802	132709	111	545
ABR	pLoF;missense;synonymous;other	0.01	8.734962E-01	-0.000186366	0.0011705	18836	1495	17341	114	610
ABR	pLoF;missense;synonymous;other	0.5	4.491692E-01	0.000732296	0.000967621	284603	24785	259818	118	610
ABR	Cauchy	NA	0.834519	NA	NA	NA	NA	NA	NA	NA
MYH13	pLoF	0.01	4.119000E-01	0.00186387	0.00227147	4800	431	4369	24	116
MYH13	pLoF	0.500000	4.119000E-01	0.00186387	0.00227147	4800	431	4369	24	116
MYH13	missense	0.01	7.590635E-01	-0.000344945	0.00112466	20290	1698	18592	169	759
MYH13	missense	0.5	1.919512E-01	-0.000941598	0.000721626	78726	6858	71868	174	759
MYH13	synonymous	0.01	8.653540E-01	0.000223277	0.00131678	13427	1045	12382	96	369
MYH13	synonymous	0.5	7.368794E-01	0.000407604	0.00121315	984024	86034	897990	102	369
MYH13	pLoF;missense	0.01	9.319773E-01	8.6557e-05	0.00101405	25087	2129	22958	193	875
MYH13	pLoF;missense	0.5	3.150510E-01	-0.000695507	0.000692267	83523	7289	76234	198	875
