Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,TET2,missense,0.593660218930091,0.86429706449963,0.492164292964648,249549,2937,246612,1,27,1.81060350690183,0.332760955067019,9.85177199814483
NHL,TET2,missense,0.733246359158928,0.864304122359458,0.396234089108293,249125,2513,246612,1,27,2.08182801093172,0.382602536501355,11.3277029126141
breast,TET2,missense,-0.174246612842711,0.719040919620377,0.808522932328269,161421,10236,151185,2,15,0.840089695202222,0.20524704687201,3.43854251128427
bone,TET2,missense,2.2997628352491,0.858965398442168,0.00742040222023969,247264,652,246612,1,27,9.97181721080476,1.85191750285358,53.6941512418786
prostate,TET2,missense,-0.76397289107142,0.931429734034448,0.412093398275477,102418,6991,95427,1,12,0.465812125146301,0.0750544353604572,2.89098085797646
liver,TET2,missense,2.1594661867467,0.696021280092565,0.00191837513775149,247710,1098,246612,2,27,8.6665101254893,2.21508227060312,33.9077237680921
lung,TET2,missense,0.400489375466684,0.867538578541222,0.644340442265526,249561,2949,246612,1,27,1.49255493871535,0.27257131473364,8.17298125175253
non_melanoma,TET2,pLoF,0.718694468114276,1.30303650459572,0.581254237637038,261784,15172,246612,1,2,2.05175283262049,0.159579962286098,26.3798137677149
non_melanoma,TET2,missense,-0.585531643198823,0.586946057982596,0.318478108653593,261784,15172,246612,3,27,0.556809758987218,0.176237144719338,1.75920410079921
myeloma,TET2,missense,1.85902712943401,0.692968216277928,0.00730300613972223,247877,1265,246612,2,27,6.41749034597498,1.65009750993776,24.958635530718
testis,TET2,missense,3.38154579489015,0.905212423116297,0.00018723997005782,95731,304,95427,1,12,29.416207409746,4.98963143953968,173.422279552781
