Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,FLG,pLoF,0.0259501149949775,0.0793622013851459,0.74368051155484,249549,2937,246612,173,14004,1.02628975072708,0.878449426124044,1.19901114523436
NHL,FLG,pLoF,-0.0147890765662049,0.0898982634223805,0.869330434724959,249125,2513,246612,133,14004,0.985319744710749,0.826143794594511,1.17516466947909
leukemias,FLG,pLoF,0.133831085120285,0.0965382688525768,0.165655054415371,248505,1893,246612,116,14004,1.14319969989491,0.946125130936325,1.38132421506069
oral,FLG,pLoF,-0.0158304388540301,0.134743766925134,0.906475333644017,247661,1049,246612,58,14004,0.984294203959567,0.755841660011373,1.28179634863448
neck,FLG,pLoF,0.0764212060485811,0.152902829073768,0.617214197004122,247329,717,246612,45,14004,1.07941713544497,0.799904581086071,1.45660042440345
anus,FLG,pLoF,0.203622302628505,0.151700474498886,0.179509948151608,247226,614,246612,46,14004,1.22583507132494,0.910551186095368,1.65028791905042
bladder,FLG,pLoF,0.0134911232677131,0.105937796376151,0.898663799795377,248394,1782,246612,97,14004,1.01358253910942,0.82354001247636,1.24747984071629
brain,FLG,pLoF,0.0486964654517707,0.138183041013975,0.724534168099442,247562,950,246612,55,14004,1.04990162095552,0.800805391621395,1.37648100926645
breast,FLG,pLoF,0.0191254854398379,0.0458424550038674,0.676531914405474,161421,10236,151185,574,8425,1.01930954909952,0.931718940903617,1.11513452316189
bone,FLG,pLoF,-0.135856598692963,0.181489989489816,0.454120946642156,247264,652,246612,31,14004,0.872967808238025,0.611665055241532,1.24589885868006
prostate,FLG,pLoF,0.00183609190090055,0.0565840276387587,0.974114031959807,102418,6991,95427,407,5579,1.00183777854976,0.896670729188362,1.11933946526615
cervix,FLG,pLoF,0.0962074659293172,0.0927222933265534,0.299462273486828,153188,2003,151185,126,8425,1.10098745768728,0.91803029340461,1.32040673460702
endometrium,FLG,pLoF,0.169278664951797,0.120697601878263,0.160765302405744,152371,1186,151185,74,8425,1.1844501576856,0.934929374584657,1.500564870651
esophagus,FLG,pLoF,-0.12599660635905,0.229078683471996,0.582309401870988,247001,389,246612,19,14004,0.881617838672739,0.562714673692713,1.38125065828732
eye,FLG,pLoF,-0.0793290483335802,0.263849623648093,0.763673714362008,246889,277,246612,14,14004,0.923735920666498,0.550755224043503,1.54930541532582
HL,FLG,pLoF,0.0508605807375329,0.17414327162654,0.770239446124507,247209,597,246612,34,14004,1.05217618942845,0.74792396308796,1.4801969026763
kidney,FLG,pLoF,-0.135688395517845,0.105751834917873,0.19946295286287,248569,1957,246612,95,14004,0.873114656544975,0.709667886940163,1.07420557912032
liver,FLG,pLoF,-0.0478565164108901,0.134643582239559,0.72226665418764,247710,1098,246612,58,14004,0.953270555945986,0.732162285309899,1.24115209300755
lung,FLG,pLoF,0.0593934249815895,0.0778004481340938,0.445220566529171,249561,2949,246612,182,14004,1.06119265832559,0.911109080906078,1.23599893984616
non_melanoma,FLG,pLoF,0.132093752689019,0.0371978013217709,0.000383599534148872,261784,15172,246612,979,14004,1.14121530625571,1.06097405055167,1.22752519211485
melanoma,FLG,pLoF,0.0766700557881176,0.0713869103155233,0.282819453791621,250194,3582,246612,220,14004,1.07968578154285,0.938712787284996,1.24182966574618
myeloma,FLG,pLoF,-0.0681605638093362,0.125630988517197,0.587442572686591,247877,1265,246612,67,14004,0.934110477198981,0.730232153688768,1.19491093237289
ovary,FLG,pLoF,0.189187984211588,0.117494794405958,0.107358164767374,152422,1237,151185,78,8425,1.20826806645517,0.959735473243917,1.52116052924542
pancreas,FLG,pLoF,-0.148655264722776,0.151861971901688,0.327637265421181,247544,932,246612,45,14004,0.861866179367989,0.639992219155843,1.16065990945664
stomach,FLG,pLoF,-0.047836555470215,0.194472569986795,0.805696947543965,247121,509,246612,27,14004,0.953289584312912,0.651162671465272,1.3955975540099
testis,FLG,pLoF,-0.0448821941433224,0.255859226571412,0.860751565385986,95731,304,95427,15,5579,0.956110110569461,0.579055434998179,1.57868571518722
thyroid,FLG,pLoF,0.0399554716416222,0.0876071067845501,0.648335551000352,249198,2586,246612,140,14004,1.04076442962906,0.87655896604475,1.23573044135152
