Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,PALB2,pLoF,0.426355943093825,0.479900545129407,0.374311844970779,249549,2937,246612,4,278,1.53166586400352,0.597959746094202,3.92334155313537
colorectal,PALB2,missense,0.0020189298916159,0.0777650881156041,0.979287722975211,249549,2937,246612,180,14330,1.00202096930281,0.860365618689108,1.16699923975619
colorectal,PRDM7,pLoF,0.153781611946462,0.177315169203971,0.385789501954954,249549,2937,246612,33,2753,1.16623616691911,0.823864063958556,1.65088739335836
colorectal,PRDM7,missense,0.0260810413291038,0.0457330748333454,0.568482118310641,249549,2937,246612,633,50419,1.02642412787846,0.938423313332718,1.12267723459415
NHL,PALB2,pLoF,1.01268020838545,0.401089074458895,0.0115755517053496,249125,2513,246612,6,278,2.75296966823247,1.25427794935527,6.04239434975616
NHL,PALB2,missense,-0.0819934075583729,0.0859269508675681,0.339971159185992,249125,2513,246612,146,14330,0.921278032147978,0.778483769337863,1.09026449355567
NHL,PRDM7,pLoF,-0.19198342331219,0.242016063212002,0.427622118038768,249125,2513,246612,17,2753,0.825320549459381,0.513591954888034,1.32625521657252
NHL,PRDM7,missense,-0.000367665169839911,0.0500208300079587,0.994135408767264,249125,2513,246612,522,50419,0.999632402410716,0.906280253260565,1.10260036710975
leukemias,PALB2,pLoF,-0.149089338780487,0.819826777826253,0.855696769128451,248505,1893,246612,1,278,0.861492146803097,0.172748189494975,4.29624600508474
leukemias,PALB2,missense,0.0509448716219037,0.0930457581500879,0.584018152335533,248505,1893,246612,125,14330,1.05226488202791,0.876848137222139,1.26277440179895
leukemias,PRDM7,pLoF,0.341392961955937,0.225196098140053,0.129524206332435,248505,1893,246612,20,2753,1.40690599278056,0.904852547172996,2.1875215787434
leukemias,PRDM7,missense,0.0185147951860306,0.0570068935285845,0.745346303696484,248505,1893,246612,401,50419,1.01868725672555,0.910996099763794,1.13910885818731
oral,PALB2,pLoF,1.23542765380923,0.541393988366815,0.0224929858096412,247661,1049,246612,3,278,3.43984927084062,1.19043041518841,9.93973512028416
oral,PALB2,missense,-0.144733082739514,0.13561256979797,0.285857070165635,247661,1049,246612,57,14330,0.8652532133084,0.663299381178645,1.12869564541155
oral,PRDM7,pLoF,-0.245278139285366,0.39160682752409,0.53109343054587,247661,1049,246612,6,2753,0.782486867633726,0.363195719685048,1.68582850742348
oral,PRDM7,missense,-0.0309488993488834,0.0766833118172074,0.686511540248188,247661,1049,246612,217,50419,0.969525115174858,0.834230589418048,1.12676154636159
neck,PALB2,pLoF,1.22247245377933,0.638657156747063,0.0556036210897359,247329,717,246612,2,278,3.39557276025854,0.971151719704554,11.8724130702435
neck,PALB2,missense,0.0968815637710762,0.148350890709741,0.513719635941524,247329,717,246612,48,14330,1.10172988116123,0.823756057938234,1.47350507391904
neck,PRDM7,pLoF,-0.432443503511018,0.467921905958095,0.355393233723705,247329,717,246612,4,2753,0.648921513886001,0.259356014764135,1.62363356626627
neck,PRDM7,missense,-0.104349661674994,0.0940703508869598,0.267312606317897,247329,717,246612,141,50419,0.900910228561124,0.749218840358592,1.08331397477617
anus,PALB2,pLoF,1.29017308170282,0.632506598027875,0.0413724359619601,247226,614,246612,2,278,3.6334153790532,1.05177890889849,12.5517893590073
anus,PALB2,missense,-0.0965620698430316,0.173874128381367,0.578651066445567,247226,614,246612,34,14330,0.907953539317028,0.645745962584978,1.27663148873321
anus,PRDM7,pLoF,-0.295413363322955,0.424169926577038,0.486146737919303,247226,614,246612,5,2753,0.744223889014878,0.324077970406339,1.70906154554711
anus,PRDM7,missense,0.0631177532877348,0.0961833342689524,0.511680404006382,247226,614,246612,139,50419,1.06515225702718,0.882145634793567,1.28612474618843
bladder,PALB2,pLoF,0.811225813831009,0.552474691557284,0.142009372103272,248394,1782,246612,3,278,2.25066519294291,0.762155493812798,6.64627343350089
bladder,PALB2,missense,-0.0647804624601209,0.100664251014363,0.519880274271972,248394,1782,246612,108,14330,0.937273207446461,0.769450412497103,1.14169938845836
bladder,PRDM7,pLoF,0.0618443595739313,0.287657668313878,0.829772845289203,248394,1782,246612,12,2753,1.06379676206139,0.605346468174635,1.86944768073848
bladder,PRDM7,missense,-0.0704636054097864,0.0601987973734136,0.241793713836366,248394,1782,246612,361,50419,0.931961657271196,0.828241019853934,1.04867123192818
brain,PALB2,pLoF,0.438784384800861,0.814477452226541,0.590072367949424,247562,950,246612,1,278,1.55082087078548,0.314251365019702,7.65325354469991
brain,PALB2,missense,0.0175113183435499,0.133545315037345,0.895675305762168,247562,950,246612,59,14330,1.01766554037378,0.783305346178012,1.32214487890002
