Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,TET2,pLoF,0.13509185652014,0.203404351516837,0.506591616624224,249549,2937,246612,25,889,1.14464192234623,0.768301267970301,1.70532730455303
colorectal,TET2,missense,-0.0267955088858123,0.038765532783798,0.489427340645207,249549,2937,246612,1099,91946,0.973560305601847,0.90233037463445,1.05041312504585
NHL,TET2,pLoF,0.349077808344744,0.200062893450122,0.0810126635369814,249125,2513,246612,26,889,1.41775949957035,0.957874743510994,2.09843929202513
NHL,TET2,missense,-0.00503480891891194,0.0415221826333339,0.903488362380283,249125,2513,246612,976,91946,0.99497784448678,0.91721186548834,1.07933722651143
leukemias,TET2,pLoF,1.0944170488816,0.163110715209321,1.95081630700553e-11,248505,1893,246612,41,889,2.98744064381628,2.16999729623896,4.11281692184311
leukemias,TET2,missense,0.0725412318848243,0.0472772175169937,0.124936117602791,248505,1893,246612,771,91946,1.07523713923006,0.980080652986821,1.17963241296142
oral,TET2,pLoF,-0.246702115078461,0.39480094015386,0.532051642498419,247661,1049,246612,6,889,0.781373418226448,0.360415502725114,1.69400154570082
oral,TET2,missense,0.112461399916708,0.0629288773494154,0.0739182378237847,247661,1049,246612,434,91946,1.11902906146413,0.989182006674202,1.26592076276387
neck,TET2,pLoF,-0.869826205816422,0.631183008982632,0.168175887576647,247329,717,246612,2,889,0.41902436691756,0.121611690988254,1.44378734185696
neck,TET2,missense,-0.106588585977564,0.0778756972360808,0.171092591786335,247329,717,246612,257,91946,0.898895415105023,0.771651583276234,1.04712150510495
anus,TET2,pLoF,-0.358904233367827,0.6302285992955,0.569028662700171,247226,614,246612,2,889,0.698441235513783,0.203085218997401,2.40204659834088
anus,TET2,missense,0.0465428423441958,0.0829358806649256,0.574667563376733,247226,614,246612,233,91946,1.04764296158745,0.890467657152945,1.23256107748246
bladder,TET2,pLoF,0.268220555721959,0.204290076110771,0.189203260584226,248394,1782,246612,26,889,1.30763551470743,0.876182710771587,1.95154574303158
bladder,TET2,missense,0.0444023844434062,0.0491758762274922,0.366562933874499,248394,1782,246612,728,91946,1.04540292414127,0.949347320199521,1.15117749905634
brain,TET2,pLoF,0.343875108628034,0.394079312896718,0.382879064877987,247562,950,246612,6,889,1.41040247740717,0.651481582821413,3.05340196980145
brain,TET2,missense,0.0308882720655796,0.0664816230800687,0.642208128395479,247562,950,246612,374,91946,1.03137026457963,0.905368428505652,1.17490801442545
breast,TET2,pLoF,0.0622665843092801,0.130606372514632,0.633540174532502,161421,10236,151185,72,489,1.06424601820457,0.823890866039634,1.3747204077024
breast,TET2,missense,-0.0142727612631782,0.0218430625467668,0.513483561834252,161421,10236,151185,3888,56206,0.985828611729928,0.94451437055751,1.02894998953982
bone,TET2,pLoF,-0.447170416124424,0.630200086498028,0.477971477631324,247264,652,246612,2,889,0.639434928966733,0.185938391484613,2.19899196243464
bone,TET2,missense,-0.0332847686672911,0.0802092781861629,0.67816090316009,247264,652,246612,250,91946,0.967263074149538,0.826552316281498,1.13192817464028
prostate,TET2,pLoF,0.262524917844791,0.119464362492889,0.0279835733499431,102418,6991,95427,104,400,1.30020886616757,1.0287855921905,1.64324141832239
prostate,TET2,missense,-0.0304316569125571,0.0274770503232245,0.26806485907447,102418,6991,95427,2661,35740,0.970026724423122,0.919168625022382,1.02369883009457
cervix,TET2,pLoF,0.116454048173399,0.36847929002723,0.751972449360662,153188,2003,151185,7,489,1.12350588213352,0.545663884292281,2.31326555325495
cervix,TET2,missense,-0.00615651477548691,0.0469073973657556,0.895578911892843,153188,2003,151185,732,56206,0.993862397729993,0.906564295399435,1.08956691834681
endometrium,TET2,pLoF,0.636363522233161,0.270187610313372,0.0185094819742645,152371,1186,151185,14,489,1.8895968930697,1.11271785093169,3.20887852685117
endometrium,TET2,missense,0.0656717060642487,0.0598408974755891,0.272449741687121,152371,1186,151185,470,56206,1.06787608237153,0.949695095707512,1.20076362661598
esophagus,TET2,pLoF,0.46161311190851,0.427826178155934,0.280599538002081,247001,389,246612,5,889,1.58663133569552,0.685977267938946,3.66979944244307
esophagus,TET2,missense,-0.159421026909516,0.1046608346531,0.127704748517239,247001,389,246612,138,91946,0.852637300140305,0.694507377967046,1.04677126356611
eye,TET2,missense,0.151793361487542,0.118679744581723,0.200891216030009,246889,277,246612,119,91946,1.1639197009454,0.922364623354892,1.46873485381668
HL,TET2,pLoF,0.359305252433793,0.471801302178077,0.446322336067993,247209,597,246612,4,889,1.43233395827346,0.568128128307148,3.61112302982852
HL,TET2,missense,-0.00315439176694799,0.0836738935612295,0.969927962483026,247209,597,246612,231,91946,0.996850578099753,0.846070821440362,1.17450105815741
kidney,TET2,pLoF,0.298539625801815,0.22656236935387,0.187606471848465,248569,1957,246612,20,889,1.34788894731887,0.864577389591835,2.10137881949708
kidney,TET2,missense,-0.00601633280519376,0.0470735530350671,0.898301656292974,248569,1957,246612,751,91946,0.994001729084751,0.906396164023685,1.09007460163706
liver,TET2,pLoF,0.392235067308264,0.298976109765512,0.189544499507875,247710,1098,246612,11,889,1.4802856372679,0.823866035909141,2.65971101173456
liver,TET2,missense,0.0320315269519164,0.0622913486386524,0.607097404559801,247710,1098,246612,426,91946,1.032550057948,0.913878843254915,1.16663125537641
lung,TET2,pLoF,-0.0120470794834988,0.204014018208708,0.95291208144445,249561,2949,246612,25,889,0.988025196051032,0.662385737619866,1.4737542380357
lung,TET2,missense,0.03251136326696,0.038535184915157,0.398848268889942,249561,2949,246612,1153,91946,1.03304563185057,0.957895861199829,1.11409112484194
non_melanoma,TET2,pLoF,-0.115079190455489,0.0981159730210951,0.240840137440196,261784,15172,246612,140,889,0.89129555901075,0.735368927234037,1.08028466269348
non_melanoma,TET2,missense,0.0161766443591899,0.0183760210269784,0.37868994415076,261784,15172,246612,6107,91946,1.01630819466076,0.980355816617982,1.05357904653215
melanoma,TET2,pLoF,-0.0219294056026697,0.185560457171027,0.90592558836882,250194,3582,246612,31,889,0.978309295768669,0.680028058874416,1.40742586382621
melanoma,TET2,missense,-0.00873282672693863,0.0349419940251045,0.802646481021242,250194,3582,246612,1420,91946,0.99130519364877,0.925688145880895,1.06157348058064
myeloma,TET2,pLoF,0.828247005908779,0.217834421919455,0.000143424939575002,247877,1265,246612,22,889,2.28930208767593,1.49376441125546,3.50852116247206
myeloma,TET2,missense,0.0265788594894732,0.0584250839046017,0.649165312210911,247877,1265,246612,485,91946,1.02693522765638,0.915822966722087,1.15152818844047
ovary,TET2,pLoF,0.025236912963213,0.369553158474453,0.945554509168702,152422,1237,151185,7,489,1.02555805974445,0.497045370649083,2.11604291280957
ovary,TET2,missense,0.00122051357650592,0.0588096037737738,0.983442176548416,152422,1237,151185,477,56206,1.00122125870632,0.892218526299596,1.12354090319444
pancreas,TET2,pLoF,-0.299601448581662,0.42817448932774,0.484103358268823,247544,932,246612,5,889,0.741113533679099,0.3202004648208,1.71532939563254
pancreas,TET2,missense,0.067054452215659,0.0669373230556701,0.316464431871607,247544,932,246612,377,91946,1.06935370526786,0.937873415856621,1.21926619055052
stomach,TET2,pLoF,0.516112875178097,0.394111746467739,0.190344816556811,247121,509,246612,6,889,1.6755020893211,0.773885032085159,3.62755077941662
stomach,TET2,missense,-0.082444146968028,0.0918131132207746,0.369208943270524,247121,509,246612,184,91946,0.920862869403774,0.769207479028163,1.10241832973065
