Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,IGLL5,pLoF,0.945715756869173,0.554092641419496,0.0878624416294172,249549,2937,246612,3,107,2.57465554663072,0.869109752336207,7.6271738592021
colorectal,IGLL5,missense,0.209813655338166,0.32987444653459,0.524749733759017,249549,2937,246612,9,624,1.23344819205384,0.646146914460985,2.35456427699579
colorectal,CHEK2,missense,0.232250888789937,0.110964080394866,0.0363466860808601,249549,2937,246612,86,5925,1.26143616932509,1.01487483299007,1.56789897389949
colorectal,CHEK2,pLoF,0.426378988595183,0.237600350974648,0.0727299362977881,249549,2937,246612,18,923,1.531701162418,0.961453437532495,2.4401685608133
NHL,IGLL5,pLoF,1.07423121095413,0.554796108663357,0.0528354906257713,249125,2513,246612,3,107,2.92774121973197,0.986936892013386,8.68512335396759
NHL,IGLL5,missense,0.166719079776448,0.369691616095568,0.652012629933977,249125,2513,246612,7,624,1.18142233326136,0.572430943717178,2.43830062795894
NHL,CHEK2,missense,0.210366389893657,0.117934219250649,0.0744626071332561,249125,2513,246612,76,5925,1.23413014994548,0.979433992950325,1.5550585725706
NHL,CHEK2,pLoF,0.485778887023072,0.243885000912805,0.0463890718544848,249125,2513,246612,17,923,1.62544055047481,1.00780335759217,2.62159970318042
leukemias,IGLL5,pLoF,2.58500879994457,0.312974020599883,1.4628441569555e-16,248505,1893,246612,12,107,13.2634058066903,7.18209405370491,24.4939612705572
leukemias,IGLL5,missense,-0.115338149292653,0.475030640640522,0.808159178074529,248505,1893,246612,4,624,0.891064780031637,0.351206434295843,2.26076849589833
leukemias,CHEK2,missense,0.489235608344387,0.121677427339496,5.80109351805796e-05,248505,1893,246612,72,5925,1.63106896781282,1.28499166639121,2.07035270916071
leukemias,CHEK2,pLoF,0.808267335754326,0.237837874450223,0.000677821718714007,248505,1893,246612,18,923,2.24401648918324,1.40792032344503,3.5766299554542
oral,IGLL5,pLoF,1.07531843316945,0.832643821930812,0.196547445350215,247661,1049,246612,1,107,2.93092605602544,0.573135296974707,14.9883065852563
oral,IGLL5,missense,0.664717821420722,0.431010494492028,0.123017426896065,247661,1049,246612,5,624,1.94394190517161,0.835230766922045,4.52439048025982
oral,CHEK2,missense,-0.123440488606069,0.217785523831608,0.570851151042693,247661,1049,246612,21,5925,0.88387424026704,0.576781208935692,1.35447143649012
oral,CHEK2,pLoF,0.155318443861466,0.429346480610205,0.717534760866005,247661,1049,246612,5,923,1.16802985382547,0.503493138248036,2.70965706538675
neck,IGLL5,missense,-0.21481624799093,0.817973401879851,0.792843414270859,247329,717,246612,1,624,0.806689657404547,0.162347747319459,4.00835991942013
neck,CHEK2,missense,0.0198347994341875,0.247799526505422,0.93620247267591,247329,717,246612,16,5925,1.02003281610865,0.627605592079451,1.65783568385863
neck,CHEK2,pLoF,-0.725353912601615,0.816154934599821,0.374139946195464,247329,717,246612,1,923,0.484153190715385,0.0977845988589445,2.39714960039893
anus,IGLL5,missense,0.399906031207352,0.632892696263961,0.527471700786105,247226,614,246612,2,624,1.49168451926189,0.431477091802865,5.15698920586542
anus,CHEK2,missense,0.407876982900473,0.218083673976795,0.0614452959677269,247226,614,246612,21,5925,1.50362217855314,0.980630875711396,2.30553586658869
anus,CHEK2,pLoF,0.348338702768373,0.535262942823579,0.51518816892075,247226,614,246612,3,923,1.41671201276762,0.496209338720576,4.04481087013617
bladder,IGLL5,missense,-1.15119605834422,0.822821738011948,0.161788039311946,248394,1782,246612,1,624,0.316258279721928,0.0630455983826463,1.58645967456158
bladder,CHEK2,missense,0.187213684283497,0.145518293880878,0.198258075153323,248394,1782,246612,51,5925,1.20588493617951,0.906651686431644,1.60387776371748
bladder,CHEK2,pLoF,0.803994800283014,0.242600820953436,0.000919502504741081,248394,1782,246612,18,923,2.23444930176253,1.38889147447795,3.59478315901083
brain,IGLL5,missense,-0.505360244707133,0.81572976620751,0.535574383437987,247562,950,246612,1,624,0.603288204893411,0.121947920371343,2.98452533717041
brain,CHEK2,missense,0.207713642790991,0.193159970832322,0.282220217462476,247562,950,246612,27,5925,1.23086065325714,0.842928666406801,1.79732640271299
brain,CHEK2,pLoF,0.66638965032284,0.367403944789656,0.0697117187894506,247562,950,246612,7,923,1.94719456161764,0.947707992237197,4.00077523018749
breast,IGLL5,pLoF,0.889139942355629,0.373047703336974,0.0171512899216191,161421,10236,151185,9,63,2.43303619979177,1.17114263026082,5.05460649842355
breast,IGLL5,missense,-0.261745971486581,0.221999494725592,0.238382809374974,161421,10236,151185,22,402,0.769706526279551,0.498148533825379,1.18930017127183
breast,CHEK2,missense,0.19697583785443,0.0635337057968464,0.00193301200409603,161421,10236,151185,300,3578,1.21771461775259,1.07514126547278,1.37919447230619
breast,CHEK2,pLoF,0.779042043272451,0.118746962207869,5.36197874659891e-11,161421,10236,151185,92,551,2.17938351009389,1.72685575818829,2.75049752218579
bone,IGLL5,missense,0.370120112139111,0.632736048937035,0.558580104107002,247264,652,246612,2,624,1.44790851560835,0.418943272733045,5.0041120266587
bone,CHEK2,missense,0.1209574313909,0.247490323884137,0.625028612008126,247264,652,246612,16,5925,1.1285768693972,0.694811502280636,1.83313855046679
bone,CHEK2,pLoF,0.504956139281006,0.472734086029703,0.285447869580863,247264,652,246612,4,923,1.65691284547836,0.656005803287933,4.18496324842146
prostate,IGLL5,pLoF,0.472655840730507,0.454870670045233,0.298758509561457,102418,6991,95427,6,44,1.60424917073454,0.657786880339719,3.91253683939897
prostate,IGLL5,missense,-0.197180122138308,0.297224775080625,0.50707180717504,102418,6991,95427,13,222,0.821042732020376,0.458529808363989,1.47015778583442
prostate,CHEK2,missense,0.231294657686214,0.0793769220615263,0.00356969513546708,102418,6991,95427,209,2347,1.26023052135553,1.07865915778547,1.47236590492277
prostate,CHEK2,pLoF,0.34134387237801,0.171240507561466,0.0462221082257752,102418,6991,95427,45,372,1.40683693005434,1.0057350275267,1.96790416321874
cervix,IGLL5,pLoF,0.580604230974014,0.831628281133664,0.485081176222032,153188,2003,151185,1,63,1.7871179365933,0.350162744399062,9.12087470862894
cervix,IGLL5,missense,-0.173014926321779,0.474494047113975,0.715387362916483,153188,2003,151185,4,402,0.841125059847624,0.331871919365399,2.13182051574754
cervix,CHEK2,missense,0.131526597070556,0.13849626509159,0.342276842076751,153188,2003,151185,54,3578,1.14056824309299,0.869426835249491,1.49626842007807
cervix,CHEK2,pLoF,0.175238563713765,0.34644987989949,0.612988517959936,153188,2003,151185,8,551,1.19153043863498,0.604235822081245,2.34965345368547
endometrium,IGLL5,pLoF,1.28611837018345,0.839102577624247,0.125342195538166,152371,1186,151185,1,63,3.61871275545315,0.69872889332988,18.7412916962301
