Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,HAL,missense,-0.00896956023461256,0.10694739391279,0.933160666998468,249549,2937,246612,92,7463,0.991070546268647,0.803657094189715,1.22218895942374
colorectal,HAL,pLoF,-0.339066598693389,0.274568854085782,0.216865661838016,249549,2937,246612,13,1715,0.712435000269052,0.41594107974604,1.22027771317578
NHL,HAL,missense,-0.0226970652669017,0.115062233701482,0.843624834233668,249125,2513,246612,79,7463,0.977558575368916,0.780192262488384,1.22485291667646
NHL,HAL,pLoF,0.154654035885695,0.249007473413599,0.534545734535007,249125,2513,246612,16,1715,1.16725406322391,0.716489530454994,1.90160775586982
leukemias,HAL,missense,-0.0442826175879017,0.132554367805399,0.738325713083998,248505,1893,246612,59,7463,0.956683543667501,0.737798590316106,1.24050576232746
leukemias,HAL,pLoF,0.13586000888356,0.296878389968708,0.647219372587385,248505,1893,246612,11,1715,1.14552151953323,0.640176766413177,2.04977690625341
oral,HAL,missense,0.215865551339525,0.157036986043901,0.169250530034466,247661,1049,246612,42,7463,1.24093552566516,0.912176948228557,1.68818230042798
oral,HAL,pLoF,-0.295736505011556,0.468869191006908,0.528207818468588,247661,1049,246612,4,1715,0.743983438102633,0.296798081147719,1.86494250242651
neck,HAL,missense,0.0786417250164466,0.205320897661598,0.701705964893694,247329,717,246612,24,7463,1.08181666478272,0.72340949091865,1.61779367134848
neck,HAL,pLoF,0.166877192002745,0.42437141759584,0.694146795668484,247329,717,246612,5,1715,1.18160914534492,0.514337557433419,2.71456002421813
anus,HAL,missense,-0.0862050325584042,0.24128946171072,0.720891093148636,247226,614,246612,17,7463,0.917406113813103,0.571709840957887,1.47213484422713
anus,HAL,pLoF,0.135868860558543,0.423541125045882,0.748367564308773,247226,614,246612,5,1715,1.14553165936228,0.499445652556904,2.62739854853735
bladder,HAL,missense,0.0182496449367323,0.132956352758506,0.890824953840352,248394,1782,246612,60,7463,1.01841718735154,0.784789289707548,1.32159495688265
bladder,HAL,pLoF,-0.185580660452658,0.369161606599245,0.615169265187028,248394,1782,246612,7,1715,0.83062183454563,0.402876943870285,1.71251455939878
brain,HAL,missense,0.166431056387577,0.168614143958551,0.323616773979129,247562,950,246612,36,7463,1.18108210499645,0.848702477317559,1.64363245780994
brain,HAL,pLoF,-0.502677757885861,0.530116141965954,0.343006877698954,247562,950,246612,3,1715,0.604908690045784,0.214019894407016,1.70972200648329
breast,HAL,missense,0.0548292367065367,0.0574462330638796,0.339858729540036,161421,10236,151185,362,4620,1.05636021172399,0.943873325295764,1.18225281614341
breast,HAL,pLoF,-0.114849289212864,0.148471256232104,0.439199543871131,161421,10236,151185,50,985,0.891500492523644,0.6664117180555,1.19261577585842
bone,HAL,missense,-0.290862145983667,0.247886335537417,0.240647856075294,247264,652,246612,16,7463,0.747618733159697,0.459916450245581,1.21529414717142
