Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,OCA2,missense,0.0784966367859059,0.146528431852846,0.592159507594604,249549,2937,246612,48,3573,1.08165971730295,0.811643712876702,1.4415041051561
colorectal,OCA2,pLoF,0.10731923342719,0.83142361735589,0.897295229612706,249549,2937,246612,1,124,1.11328959701121,0.21822227785091,5.67959302331245
colorectal,IDH2,missense,0.65296509478913,0.668662643147457,0.328804878430578,249549,2937,246612,2,41,1.92122901798667,0.518098653757316,7.12435925626431
NHL,OCA2,missense,0.323816748276457,0.141334198486749,0.0219551898784168,249125,2513,246612,52,3573,1.38239395783145,1.04791954137931,1.82362574528724
NHL,IDH2,missense,0.888026127310301,0.668126099290718,0.183805239811326,249125,2513,246612,2,41,2.43032775609929,0.656077101328997,9.00274219310808
leukemias,OCA2,missense,0.152123815970345,0.173226781493709,0.379847544203337,248505,1893,246612,34,3573,1.16430438698531,0.829116637670909,1.63499879746871
leukemias,IDH2,missense,2.6190783457042,0.364809872095877,7.00708843256949e-13,248505,1893,246612,10,41,13.7230698285201,6.71312211215819,28.0529152266373
oral,OCA2,missense,0.0730855119163292,0.2409877095069,0.761680409514994,247661,1049,246612,17,3573,1.07582252862751,0.670828529461737,1.72532034979365
neck,OCA2,missense,-0.0446378168977579,0.309275173298827,0.885239554933588,247329,717,246612,10,3573,0.956343790676626,0.521625168064774,1.75335375277016
neck,OCA2,pLoF,1.43731683010771,0.826336023070594,0.0819669911842911,247329,717,246612,1,124,4.20938615271643,0.833374619818743,21.261664755923
neck,IDH2,missense,1.33975264478269,0.856061865848595,0.117578574975157,247329,717,246612,1,41,3.81809896185383,0.713125554488475,20.442234317302
anus,OCA2,missense,0.157923303465465,0.295191251140406,0.592659264639032,247226,614,246612,11,3573,1.17107637376369,0.65662584204788,2.08858650599304
bladder,OCA2,missense,0.0796443799558719,0.186180524902944,0.668811005918165,248394,1782,246612,30,3573,1.08290189757131,0.751816693434758,1.55979047818963
bladder,OCA2,pLoF,0.753552607426957,0.868591018215452,0.385636649418722,248394,1782,246612,1,124,2.12453426177807,0.38718428697208,11.6576162342931
bladder,IDH2,missense,-0.0664763952570566,0.876741619792434,0.939560629405289,248394,1782,246612,1,41,0.935685002199611,0.167820823787218,5.21691172515844
brain,OCA2,missense,-0.312075241822728,0.308864940243413,0.312306624303536,247562,950,246612,10,3573,0.731926454675869,0.399540796221932,1.34083012328186
breast,OCA2,missense,0.0211892409909797,0.0849206039648501,0.8029599212255,161421,10236,151185,161,2130,1.02141532699782,0.86480426203169,1.2063877527327
breast,OCA2,pLoF,-0.62129561194124,0.849210442564381,0.46440322064362,161421,10236,151185,1,61,0.537247921662215,0.101701065950224,2.83807575302737
breast,IDH2,missense,-0.731496369952989,0.890830353378954,0.411566570540644,161421,10236,151185,1,19,0.481188415215107,0.0839535357586409,2.7579814101325
bone,OCA2,missense,0.255222374015038,0.283749629781922,0.368405943764258,247264,652,246612,12,3573,1.29074861791394,0.740139437867324,2.25097043801277
prostate,OCA2,missense,-0.0274776780356041,0.106761254190436,0.796889298368016,102418,6991,95427,108,1443,0.972896399269859,0.789207587121546,1.1993389561351
prostate,OCA2,pLoF,0.0922579683980208,0.532222221690985,0.862380390942087,102418,6991,95427,4,63,1.09664768604103,0.386401452385883,3.11240069071511
prostate,IDH2,missense,0.0894051812772807,0.485715008380801,0.853959155110342,102418,6991,95427,6,22,1.0935236418815,0.422072262311919,2.83314982321691
cervix,OCA2,missense,0.0469887766525993,0.186444885137802,0.801021721604252,153188,2003,151185,29,2130,1.04811024570824,0.727285271234966,1.51045969251271
cervix,OCA2,pLoF,0.550681960746887,0.831360928932375,0.507723780847834,153188,2003,151185,1,61,1.73443543152403,0.340018409205946,8.84736292117603
endometrium,OCA2,missense,-0.0960069619491662,0.256422586533585,0.708099938554154,152371,1186,151185,15,2130,0.908457691410423,0.549588206642874,1.50166136592345
endometrium,OCA2,pLoF,2.15662587464961,0.66755934637651,0.00123525084052216,152371,1186,151185,2,61,8.64192945685062,2.33551774344132,31.9770401860185
esophagus,OCA2,missense,0.324360181909791,0.342373027214144,0.343440978067007,247001,389,246612,8,3573,1.38314540136401,0.70703251735879,2.70580369975203
esophagus,IDH2,missense,1.90447485911072,0.859957952774483,0.0267865752479129,247001,389,246612,1,41,6.71587991829122,1.24481664185731,36.2326800271659
eye,OCA2,missense,0.244257757598282,0.421433105408488,0.562192188119151,246889,277,246612,5,3573,1.27667336034181,0.558927253640775,2.91611271125097
HL,OCA2,missense,0.475642887484729,0.263939834177841,0.0715315139566955,247209,597,246612,14,3573,1.60904830205944,0.959186565231482,2.69920006410385
kidney,OCA2,missense,0.385132477386092,0.155090933152673,0.0130182806764338,248569,1957,246612,43,3573,1.46980902500164,1.08454422984129,1.99193219652498
kidney,OCA2,pLoF,1.13119788487975,0.648455213502792,0.0810806024027216,248569,1957,246612,2,124,3.0993669621486,0.86957475066287,11.0468657912797
kidney,IDH2,missense,0.469245888802709,0.853387477016325,0.582413592481625,248569,1957,246612,1,41,1.59878807451162,0.30018304781721,8.51521538537073
liver,OCA2,missense,0.036434811883624,0.247875877594073,0.883141388918837,247710,1098,246612,16,3573,1.0371066947822,0.638015321626582,1.68583772192164
lung,OCA2,missense,0.332222024110334,0.12859685061341,0.00978209732933412,249561,2949,246612,64,3573,1.39406232960359,1.08347864051247,1.79367613366202
lung,OCA2,pLoF,0.766321816680988,0.652198420882795,0.240001664658178,249561,2949,246612,2,124,2.15183682945521,0.599317603194665,7.72612337084292
lung,IDH2,missense,1.12829921871947,0.516775357445992,0.0290103665808589,249561,2949,246612,4,41,3.09039594029726,1.12236507170398,8.50930531302629
non_melanoma,OCA2,missense,0.391114193037162,0.0613936004478529,1.8828768629685e-10,261784,15172,246612,358,3573,1.47862735272107,1.31099310743112,1.6676966765287
non_melanoma,OCA2,pLoF,0.619629714424438,0.523501381730224,0.236561243461623,261784,15172,246612,5,124,1.85823983503083,0.666034279114929,5.18450084743996
non_melanoma,IDH2,missense,0.631522815020985,0.320825292762527,0.0490183378339639,261784,15172,246612,16,41,1.88047201102067,1.00272048971121,3.52658095702282
melanoma,OCA2,missense,0.408250695583106,0.111350488078343,0.000246029928719027,250194,3582,246612,88,3573,1.50418420624305,1.20925896851768,1.87103853286656
melanoma,IDH2,missense,0.241075439761249,0.679774182132156,0.722858948843432,250194,3582,246612,2,41,1.27261703761247,0.335793975634392,4.82305890497833
myeloma,OCA2,missense,-0.402763405334886,0.273717771148529,0.141168086580889,247877,1265,246612,13,3573,0.668470237107432,0.390924677306394,1.14306536230313
ovary,OCA2,missense,0.26776084408966,0.209367093172467,0.200930138617621,152422,1237,151185,23,2130,1.30703451760377,0.867108541430394,1.97015615529474
pancreas,OCA2,missense,0.231664508949971,0.241176875920745,0.336774181074084,247544,932,246612,17,3573,1.26069670541055,0.785815315469203,2.02255689313463
pancreas,OCA2,pLoF,1.46313251391502,0.825678620797976,0.076388526540999,247544,932,246612,1,124,4.31946915498489,0.856271443981156,21.7896017810872
stomach,OCA2,missense,-0.334311625406944,0.423892053089624,0.430303968654274,247121,509,246612,5,3573,0.715830676440449,0.311883741879279,1.64296334988674
stomach,IDH2,missense,1.90288700173028,0.848205185855236,0.0248692478782698,247121,509,246612,1,41,6.70522452066145,1.27180275485245,35.3514219881492
testis,OCA2,missense,0.196119129512296,0.42276710461257,0.642723681113978,95731,304,95427,5,1443,1.21667183822396,0.531267738397297,2.78633588102479
thyroid,OCA2,missense,0.124184001334923,0.155913132817724,0.425744490058666,249198,2586,246612,42,3573,1.13222418259481,0.834101548116014,1.53690111539535
thyroid,OCA2,pLoF,0.731052210069087,0.825430002762988,0.375799545401267,249198,2586,246612,1,124,2.07726517749531,0.411988077933805,10.473678362916
