Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,ATM,pLoF,0.161247837434986,0.432925428900244,0.709549645285788,249549,2937,246612,5,383,1.17497613580301,0.502947035722398,2.744958855804
colorectal,ATM,missense,0.00672410201583687,0.287224395960049,0.981322731496072,249549,2937,246612,12,914,1.00674675954517,0.573369241347238,1.76768993654632
colorectal,FAM111A,pLoF,2.38712721420239,0.965528872894686,0.0134227289067092,249549,2937,246612,1,8,10.8821868035242,1.64004781565005,72.2064250180776
NHL,ATM,pLoF,0.794696544256234,0.350366962339624,0.023318027946203,249125,2513,246612,8,383,2.21376911391288,1.1140365121631,4.39911406512064
NHL,ATM,missense,0.232072728804985,0.276573747610529,0.401413810456112,249125,2513,246612,13,914,1.26121145189456,0.733445595255373,2.16874208077582
leukemias,ATM,pLoF,0.649846308410485,0.43221672491868,0.132705111875898,248505,1893,246612,5,383,1.91524644912154,0.820958346458924,4.46815478117099
leukemias,ATM,missense,0.0308936857457864,0.346606291018017,0.928977066312765,248505,1893,246612,8,914,1.03137584810353,0.522859673584647,2.03445818025795
oral,ATM,pLoF,0.824257465385957,0.537648737770131,0.125256631250807,247661,1049,246612,3,383,2.28018701878647,0.794919285641596,6.54060473126639
oral,ATM,missense,0.147736580167881,0.429381705185532,0.730795015185498,247661,1049,246612,5,914,1.15920749789625,0.49965566009633,2.68937616541722
neck,ATM,missense,0.734996199053344,0.396673123531484,0.0638964876802409,247329,717,246612,6,914,2.08547406571429,0.958420332592685,4.53788586371239
anus,ATM,pLoF,0.44375449657287,0.810333896945842,0.583953321563925,247226,614,246612,1,383,1.55854780982107,0.318392380180248,7.6291752777592
anus,ATM,missense,-0.477440698700454,0.814082759968326,0.55755510904395,247226,614,246612,1,914,0.62036907319763,0.125806082079162,3.05913498472926
anus,FAM111A,pLoF,4.09891483621101,0.97456878645651,2.60073554686035e-05,247226,614,246612,1,8,60.2748440171678,8.92445368742622,407.090108654221
bladder,ATM,pLoF,0.0334687082513787,0.641363381017804,0.958382328224474,248394,1782,246612,2,383,1.03403508645403,0.294175009144662,3.63466823074764
bladder,ATM,missense,-0.0254497736333577,0.351813660583413,0.942332297573531,248394,1782,246612,8,914,0.974871341981565,0.489196085203952,1.94272636711865
brain,ATM,pLoF,1.13504644352534,0.472530841460403,0.0163031274831487,247562,950,246612,4,383,3.11131804012787,1.23232547278734,7.85531108508993
brain,ATM,missense,0.154466659193919,0.4722694688865,0.743612564973833,247562,950,246612,4,914,1.16703536750897,0.462474207652993,2.94496758192991
breast,ATM,pLoF,0.514127260553286,0.208709925901341,0.0137642414581932,161421,10236,151185,28,242,1.67217848865567,1.11078094563367,2.51731082434768
breast,ATM,missense,0.116316019895259,0.15222477137927,0.444803455672867,161421,10236,151185,50,560,1.12335081725305,0.833568789283272,1.51387272993765
bone,ATM,pLoF,1.20841888255665,0.533353641140372,0.0234698106402734,247264,652,246612,3,383,3.34818658900293,1.17711314646994,9.523598872715
bone,ATM,missense,-0.100632326404073,0.631604189234282,0.873410344288413,247264,652,246612,2,914,0.904265446300616,0.262224626420524,3.1183036030412
prostate,ATM,pLoF,0.550058918481777,0.300704515813281,0.0673645639477914,102418,6991,95427,14,141,1.7333551415122,0.96145155263218,3.12498330090711
prostate,ATM,missense,0.0654965335015021,0.194258746311097,0.735995301114367,102418,6991,95427,34,354,1.06768903616464,0.729611109902139,1.56242121655615
prostate,FAM111A,pLoF,1.27762794828852,1.11848865627441,0.253337382106051,102418,6991,95427,1,4,3.58811842063614,0.400689071543024,32.1311328779927
cervix,ATM,pLoF,0.626250408572047,0.398174752481274,0.115764462117317,153188,2003,151185,6,242,1.87058348932248,0.857136783435398,4.08229194936841
cervix,ATM,missense,0.366862653468399,0.312377528713208,0.240226535518474,153188,2003,151185,10,560,1.44319968703082,0.782402431603156,2.66208954946385
endometrium,ATM,pLoF,0.209442586331699,0.638692168025356,0.742969013399336,152371,1186,151185,2,242,1.23299058256629,0.352617612391165,4.31137221532399
endometrium,ATM,missense,-1.26186278020763,0.8180320549971,0.122937791131934,152371,1186,151185,1,560,0.283126133220615,0.0569730946539204,1.40698706642823
esophagus,ATM,missense,-0.188716829821565,0.813876976793142,0.816635955841604,247001,389,246612,1,914,0.828020944338849,0.167984025202152,4.08145169422345
eye,ATM,pLoF,1.769107713298,0.621268795804962,0.00440541085645883,246889,277,246612,2,383,5.86561721341887,1.73575633923174,19.8215985255072
HL,ATM,pLoF,0.996018665192601,0.628528071762943,0.113038045386899,247209,597,246612,2,383,2.70748095361564,0.789880414732807,9.28045939292105
HL,ATM,missense,0.352378626793905,0.534237483230904,0.509515861567597,247209,597,246612,3,914,1.42244699831816,0.49922039892532,4.05303041979066
kidney,ATM,pLoF,0.410286559221286,0.476860362492052,0.389573319846744,248569,1957,246612,4,383,1.50724963951695,0.591944394382363,3.83786297730614
kidney,ATM,missense,0.0397745334689873,0.347117147658586,0.908773806807151,248569,1957,246612,8,914,1.04057613265059,0.526995866271775,2.05466258303373
liver,ATM,pLoF,-0.150301510037295,0.815318873353495,0.853741320358826,247710,1098,246612,1,383,0.860448503449804,0.174070108635659,4.2532955996406
liver,ATM,missense,-0.583546510178329,0.633406373563512,0.356902705735936,247710,1098,246612,2,914,0.557916198277152,0.16121761350795,1.93074737633851
lung,ATM,pLoF,0.155477558284982,0.435280592499596,0.720950116021771,249561,2949,246612,5,383,1.16821571900883,0.497750303555095,2.741792333208
lung,ATM,missense,0.551359905400542,0.222538478229528,0.0132271716691993,249561,2949,246612,21,914,1.73561168142306,1.12208942224614,2.68458809874724
non_melanoma,ATM,pLoF,0.263826476722169,0.223020637377242,0.23682147556794,261784,15172,246612,25,383,1.30190226635074,0.84089713404689,2.01564429524464
non_melanoma,ATM,missense,-0.0714511153383132,0.128684073767469,0.578727481958509,261784,15172,246612,74,914,0.931041790145347,0.723490932868419,1.19813362630587
melanoma,ATM,pLoF,0.284875205062947,0.404630304388874,0.481408963236773,250194,3582,246612,6,383,1.32959609090716,0.601586095833353,2.93860808486056
melanoma,ATM,missense,0.002203668394978,0.238747119042536,0.9926355215061,250194,3582,246612,18,914,1.00220609825672,0.627675424342339,1.60021728496915
myeloma,ATM,pLoF,0.780300361325332,0.476926288894069,0.101818107349639,247877,1265,246612,4,383,2.18212759381176,0.856879490446499,5.55700175901454
myeloma,ATM,missense,0.33680734312999,0.396077501592108,0.395126540981342,247877,1265,246612,6,914,1.40046922772853,0.644364773291723,3.04379466275789
ovary,ATM,pLoF,0.521273367627527,0.540599162380913,0.334920022268941,152422,1237,151185,3,242,1.6841708535102,0.58375055414681,4.85897862308483
ovary,ATM,missense,0.174199722261678,0.396417519072549,0.660346389284692,152422,1237,151185,6,560,1.19029327014612,0.547296630213688,2.5887206146363
pancreas,ATM,pLoF,1.72607310654117,0.351959312658837,9.38166850248523e-07,247544,932,246612,8,383,5.61854709544957,2.81861471857343,11.1998533377993
pancreas,ATM,missense,-0.150102955687814,0.536126689949669,0.779495417843743,247544,932,246612,3,914,0.86061936620488,0.300925678760124,2.46129109532488
stomach,ATM,pLoF,1.16763462095191,0.629539888458082,0.0636329534033274,247121,509,246612,2,383,3.21438041109907,0.93590538945335,11.0398353761937
stomach,ATM,missense,0.549541072051894,0.535475417539643,0.304765464584597,247121,509,246612,3,914,1.73245776211286,0.606547969779166,4.94834711687827
testis,ATM,pLoF,1.26853067766947,0.804527483884423,0.114855358828691,95731,304,95427,1,141,3.55562436406477,0.734684432635486,17.2080202829119
testis,ATM,missense,0.587599290275276,0.629990012817276,0.350968650152265,95731,304,95427,2,354,1.79966275726804,0.523531307913982,6.18642283840211
thyroid,ATM,pLoF,0.44245294529597,0.397853800037518,0.266095443877769,249198,2586,246612,6,383,1.55652059947438,0.713676019451368,3.39475659901049
thyroid,ATM,missense,0.132984155691646,0.286148735245373,0.642119180326545,249198,2586,246612,12,914,1.14223190031308,0.651904591635144,2.0013568409149
