Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,ATM,pLoF,0.603155679717539,0.268677000870301,0.0247739123557354,249549,2937,246612,14,674,1.82787790589882,1.07956527239147,3.09489173495895
colorectal,ATM,missense,0.0438287122886565,0.0396761417882285,0.269306226299576,249549,2937,246612,1008,77487,1.04480337758122,0.966634240390648,1.12929384475764
colorectal,FAM111A,pLoF,0.133944569846109,0.162519605538589,0.409840220944585,249549,2937,246612,39,2827,1.1433294429612,0.831446766212077,1.57220193554586
colorectal,FAM111A,missense,0.431286880264824,0.237826472921797,0.0697621437539089,249549,2937,246612,18,956,1.53923706335946,0.965755636330129,2.45326110259382
NHL,ATM,pLoF,1.01117039372698,0.238915432540432,2.31276514931776e-05,249125,2513,246612,18,674,2.74881633044716,1.72099868062602,4.39046891993229
NHL,ATM,missense,0.0301698974910359,0.0426371298954749,0.479195668740761,249125,2513,246612,873,77487,1.03062962046642,0.948003256593077,1.12045755876417
NHL,FAM111A,pLoF,0.0983003470552365,0.17847740075237,0.581790011107849,249125,2513,246612,32,2827,1.10329410648626,0.777626513005611,1.56535028712239
NHL,FAM111A,missense,0.366426110190323,0.259049244189055,0.157214066533263,249125,2513,246612,15,956,1.44256980540383,0.868227867474246,2.39684502354972
leukemias,ATM,pLoF,0.916803922970508,0.287991644874874,0.00145536619643336,248505,1893,246612,12,674,2.50128330700358,1.42240723347685,4.39847185436617
leukemias,ATM,missense,0.0892439176263838,0.0484288040271443,0.065360275036772,248505,1893,246612,690,77487,1.09334731048497,0.994341277148088,1.20221132202549
leukemias,FAM111A,pLoF,0.0390798537273191,0.209088841875789,0.851734729845813,248505,1893,246612,23,2827,1.03985351651403,0.690232524646667,1.56656676872785
leukemias,FAM111A,missense,0.252061509074943,0.312577270944184,0.420013726276888,248505,1893,246612,10,956,1.2866751770508,0.697272708486618,2.37429773328133
oral,ATM,pLoF,0.494954389777911,0.472629319373647,0.294990792381843,247661,1049,246612,4,674,1.64042341727436,0.64961067685004,4.14246422332631
oral,ATM,missense,0.0515978207638406,0.0649517976243843,0.42696159410757,247661,1049,246612,372,77487,1.05295218184121,0.927089320850483,1.19590234976181
oral,FAM111A,pLoF,-0.116746788528279,0.29699254888199,0.694248067216372,247661,1049,246612,11,2827,0.889810474860145,0.497160937192772,1.59256816442888
oral,FAM111A,missense,0.225914339485557,0.42812691477591,0.597720923293446,247661,1049,246612,5,956,1.25346828794087,0.541615469994051,2.90091926083772
neck,ATM,missense,0.0365112867005074,0.0790870892584917,0.644325694484674,247329,717,246612,245,77487,1.03718601035956,0.888254871347577,1.21108800501543
neck,FAM111A,pLoF,0.126104737374013,0.326568731692862,0.699385078844552,247329,717,246612,9,2827,1.13440097624043,0.598123385994163,2.15150519947701
neck,FAM111A,missense,0.661278773525656,0.427927998230255,0.12227279012552,247329,717,246612,5,956,1.93726807823737,0.837407314231174,4.48169910051856
anus,ATM,pLoF,-0.126669365162438,0.808826476713827,0.875553146040726,247226,614,246612,1,674,0.881024921977874,0.180515229778589,4.29994141822921
anus,ATM,missense,0.0368950950312554,0.0850127950433806,0.664292353400189,247226,614,246612,209,77487,1.03758416739397,0.878335252665854,1.22570613118293
anus,FAM111A,pLoF,0.225103861078372,0.34478789018998,0.513835993465271,247226,614,246612,8,2827,1.25245279053435,0.637202367168437,2.46175794902945
anus,FAM111A,missense,-0.433478385962097,0.80752285769767,0.591405672480069,247226,614,246612,1,956,0.648250303770842,0.133161299985229,3.1557851747137
bladder,ATM,pLoF,0.40362398178772,0.39989418505421,0.312817854983577,248394,1782,246612,6,674,1.49724085126941,0.683755953232328,3.27855305114725
bladder,ATM,missense,-0.0103992346612273,0.0506744684287606,0.837403015477791,248394,1782,246612,626,77487,0.989654650429881,0.896085570553603,1.09299419531151
