Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,MICA,pLoF,0.027176541173044,0.0390905387244314,0.486917170429662,249549,2937,246612,1136,94116,1.02754919149136,0.951762731508252,1.10937033567319
colorectal,HLA.DPB1,pLoF,0.0506732357505452,0.0379814973435695,0.182152795013175,249549,2937,246612,1206,97786,1.0519790879575,0.976511129764799,1.13327945557204
colorectal,HLA.DPB1,missense,-0.00207820275514704,0.0473962877254285,0.965026064364447,249549,2937,246612,626,56710,0.997923955213041,0.909397288076249,1.0950683858918
NHL,MICA,pLoF,-0.100706804217008,0.0423954359928244,0.0175291736348028,249125,2513,246612,928,94116,0.904198101095755,0.832101931476037,0.982540930502232
NHL,HLA.DPB1,pLoF,-0.109532136600589,0.0417291038678339,0.00866902080960931,249125,2513,246612,929,97786,0.896253361362996,0.825868534533549,0.972636750482516
NHL,HLA.DPB1,missense,0.0577983176905084,0.0497810090698911,0.245620936619091,249125,2513,246612,572,56710,1.05950129149345,0.961009804951683,1.16808692366332
leukemias,MICA,pLoF,0.0262281535821487,0.0479305449650066,0.584233319198118,248505,1893,246612,753,94116,1.02657513855198,0.934527721211582,1.12768887553889
leukemias,MICA,missense,1.74903426602532,0.862217847991011,0.0425062444010305,248505,1893,246612,1,36,5.74904794331946,1.06090077727102,31.1542351204653
leukemias,HLA.DPB1,pLoF,-0.0645825287824856,0.0476901001993893,0.175668599098824,248505,1893,246612,718,97786,0.937458743740695,0.853804181125086,1.02930966566341
leukemias,HLA.DPB1,missense,0.102597794656098,0.0562899441972561,0.0683539195150884,248505,1893,246612,448,56710,1.10804565755544,0.992301319164148,1.23729068531488
oral,MICA,pLoF,-0.097063351578402,0.0649485204306449,0.135053878073083,247661,1049,246612,382,94116,0.90749851284896,0.799027342842485,1.03069507971196
oral,HLA.DPB1,pLoF,0.114762603432072,0.0624564308997788,0.066138686628774,247661,1049,246612,447,97786,1.12160714027849,0.992379433149934,1.26766288689664
oral,HLA.DPB1,missense,-0.139202016816989,0.0801032574171257,0.0822491940369626,247661,1049,246612,205,56710,0.870052245518041,0.743637557757306,1.01795680171662
neck,MICA,pLoF,-0.127028378443571,0.0792304984552895,0.108873672011146,247329,717,246612,252,94116,0.880708679100968,0.754034390031382,1.02866366268983
neck,HLA.DPB1,pLoF,0.160451878811617,0.0749069786981479,0.0321922676613081,247329,717,246612,316,97786,1.17404127551987,1.01373030498034,1.35970376919043
neck,HLA.DPB1,missense,-0.105018921745896,0.0972666440445672,0.280275216095222,247329,717,246612,138,56710,0.900307487035597,0.744041816340062,1.08939249570603
anus,MICA,pLoF,-0.0995696658180407,0.0863240580272266,0.248729620693384,247226,614,246612,205,94116,0.905226884300369,0.764325364620197,1.07210325600975
anus,HLA.DPB1,pLoF,0.131166566935021,0.0806725638201182,0.10396817298488,247226,614,246612,269,97786,1.14015767806617,0.973411124944966,1.3354681259953
anus,HLA.DPB1,missense,-0.288840085645635,0.113946421603503,0.0112487034004904,247226,614,246612,94,56710,0.749131992783513,0.599193336108203,0.936590427151305
bladder,MICA,pLoF,-0.0957533864445581,0.0503264101969047,0.0570866399635324,248394,1782,246612,663,94116,0.908688083237565,0.823335638774082,1.00288872937338
bladder,HLA.DPB1,pLoF,-0.0547422050558531,0.0495821113598491,0.269562044394244,248394,1782,246612,679,97786,0.946729178492905,0.859055836298616,1.04335026844319
bladder,HLA.DPB1,missense,0.0148448638709249,0.059743321543847,0.80376507133079,248394,1782,246612,382,56710,1.01495559611914,0.902803917588978,1.14103942398105
brain,MICA,pLoF,0.0192938335161138,0.0674420828817411,0.774816821608594,247562,950,246612,372,94116,1.01948116234621,0.893248715600459,1.16355257189496
brain,MICA,missense,2.37089730317222,0.844747961998495,0.00500622788723173,247562,950,246612,1,36,10.706995395949,2.04463997293571,56.0684286360074
brain,HLA.DPB1,pLoF,-0.0164061133310806,0.0661463310914036,0.804113080450719,247562,950,246612,376,97786,0.983727733975239,0.864114029775508,1.11989878794523
brain,HLA.DPB1,missense,0.0618277044000872,0.0801469077452572,0.44045228099381,247562,950,246612,218,56710,1.06377904448893,0.909138939042786,1.24472267867577
breast,MICA,pLoF,-0.00727660200708333,0.0220457495874353,0.741348392193538,161421,10236,151185,3984,58143,0.992749808363225,0.950767736371624,1.03658563948156
breast,MICA,missense,-0.233403740535403,0.88606219442402,0.792229279982149,161421,10236,151185,1,21,0.791833813570789,0.139449363445619,4.49626138708456
breast,HLA.DPB1,pLoF,0.00160714886952666,0.021588753623289,0.940657257644848,161421,10236,151185,4051,59708,1.00160844102541,0.960111331719446,1.0448991028329
breast,HLA.DPB1,missense,0.00869911919530009,0.0264567541868802,0.742302908301536,161421,10236,151185,2213,35685,1.00873706648888,0.957762766167147,1.06242433434817
bone,MICA,pLoF,0.0807392005770769,0.0801237719767006,0.313607641723197,247264,652,246612,269,94116,1.08408813013696,0.926537733827977,1.26842872232342
bone,HLA.DPB1,pLoF,0.042966907708164,0.0790593513018253,0.586801695589904,247264,652,246612,267,97786,1.04390334912474,0.894056261480012,1.21886535474838
bone,HLA.DPB1,missense,0.0229323843550868,0.0959718479684205,0.811145070729213,247264,652,246612,149,56710,1.0231973530593,0.847750438103426,1.23495403393685
prostate,MICA,pLoF,-0.0236295813074304,0.0278761973080124,0.396626471756474,102418,6991,95427,2598,35973,0.976647411220448,0.9247184889524,1.03149247823972
prostate,MICA,missense,0.832016107262058,1.02870728108376,0.418631505792171,102418,6991,95427,1,15,2.2979469807776,0.305986861478527,17.2574740658774
prostate,HLA.DPB1,pLoF,-0.0187039701182497,0.0271530748694949,0.490927529552405,102418,6991,95427,2737,38078,0.981469863649814,0.930602531830665,1.03511763648207
prostate,HLA.DPB1,missense,-0.0416134045216853,0.0341621824683466,0.223180968221081,102418,6991,95427,1372,21025,0.959240546957633,0.897116048028101,1.02566711291152
cervix,MICA,pLoF,-0.114417179397929,0.0483049401422502,0.0178534561181879,153188,2003,151185,692,58143,0.891885801878465,0.811319680128592,0.980452345820471
