Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,POT1,missense,0.208347106189018,0.312935967876185,0.505550509697611,249549,2937,246612,10,751,1.23164060543855,0.666979398523098,2.27434098313083
colorectal,POT1,pLoF,0.262031655352055,0.833806198068362,0.75332383116183,249549,2937,246612,1,104,1.2995676800507,0.253548928447455,6.66094771282911
colorectal,CPVL,missense,0.036068520454674,0.0689246891170538,0.600763172716527,249549,2937,246612,238,17129,1.0367268810545,0.905723336332137,1.18667873818242
colorectal,CPVL,pLoF,0.133968671516552,0.398202067453699,0.736543695034948,249549,2937,246612,6,475,1.14335699944272,0.523879784820969,2.49535344949683
NHL,POT1,missense,0.305786955948518,0.313133181306819,0.328797127070343,249125,2513,246612,10,751,1.35769302731117,0.734957355061307,2.50807797719856
NHL,POT1,pLoF,1.57995164661625,0.492875079943341,0.00134789481451154,249125,2513,246612,4,104,4.85472106337147,1.8476863615688,12.755582924329
NHL,CPVL,missense,-0.114211960028633,0.0774131336277762,0.140116758008892,249125,2513,246612,185,17129,0.892068852902376,0.766485947731631,1.03822756395423
NHL,CPVL,pLoF,-0.608289788246405,0.635372058467142,0.338377643944308,249125,2513,246612,2,475,0.544280909173188,0.156672735004489,1.89083128013246
leukemias,POT1,missense,0.595079808781687,0.313239290129265,0.0574644820071024,248505,1893,246612,10,751,1.81317564652519,0.981318779666278,3.35019159245078
leukemias,POT1,pLoF,2.01692178567004,0.450050171260098,7.41032981720569e-06,248505,1893,246612,5,104,7.51515603154501,3.11067473348528,18.1560513449082
leukemias,CPVL,missense,0.0497144187723714,0.0824595430010291,0.546578763536874,248505,1893,246612,165,17129,1.05097091595074,0.894130701730194,1.2353226033252
leukemias,CPVL,pLoF,-0.346091614335309,0.635279435776143,0.585900414410197,248505,1893,246612,2,475,0.707447671789324,0.20367770160588,2.45722631576321
oral,POT1,missense,0.700372806631359,0.394768556087541,0.0760407831289939,247661,1049,246612,6,751,2.01450358779162,0.929266842135795,4.367125266084
oral,POT1,pLoF,2.26411727205325,0.496504289773733,5.11253143442448e-06,247661,1049,246612,4,104,9.62262668949012,3.63637296223572,25.4635444072707
oral,CPVL,missense,-0.0354172854017281,0.113627931212069,0.755272145054097,247661,1049,246612,85,17129,0.965202567270879,0.772499483966355,1.20597620477747
oral,CPVL,pLoF,0.15874495632789,0.635071453908543,0.802615243146306,247661,1049,246612,2,475,1.1720389874313,0.337573430344946,4.06926394253037
neck,POT1,missense,0.712811901403519,0.472051669495933,0.131035921307124,247329,717,246612,4,751,2.03971869023435,0.808647346634346,5.14495268253515
neck,POT1,pLoF,1.50556896617111,0.83691628266535,0.0720268890648476,247329,717,246612,1,104,4.50671707051982,0.873928420057604,23.2404603026596
neck,CPVL,missense,0.10869601635736,0.132401245741544,0.411669527535633,247329,717,246612,63,17129,1.11482341074671,0.86001482044774,1.44512769733653
neck,CPVL,pLoF,-0.0111840396212507,0.817103184905881,0.989079354869979,247329,717,246612,1,475,0.988878269245265,0.199353259691203,4.90526331448125
anus,POT1,missense,0.667230560265089,0.531411730795658,0.209267863601727,247226,614,246612,3,751,1.9488326655364,0.687758656159162,5.52221149708479
anus,CPVL,missense,-0.143032397504333,0.162996545530223,0.380205363480866,247226,614,246612,40,17129,0.866725988681653,0.62970756094109,1.1929568359216
anus,CPVL,pLoF,0.12140458234841,0.812933621830222,0.881284310058956,247226,614,246612,1,475,1.12908162646787,0.22948536094213,5.55514876414621
bladder,POT1,missense,0.618744700076884,0.320160891253439,0.0532848140876015,248394,1782,246612,10,751,1.85659599363454,0.991279133260632,3.47727352258662
bladder,POT1,pLoF,1.28677578560614,0.673333196701199,0.0559977015219753,248394,1782,246612,2,104,3.6210925351951,0.967603358277234,13.5513286888457
bladder,CPVL,missense,-0.0134364252756191,0.0852882241764766,0.874818191667526,248394,1782,246612,157,17129,0.986653440544416,0.834770641278289,1.1661706384971
bladder,CPVL,pLoF,0.0157845032097937,0.545461592991118,0.976914132801693,248394,1782,246612,3,475,1.01590973652819,0.348784657652536,2.95905387501575
brain,POT1,missense,0.170235406344374,0.53296441359063,0.749413860460907,247562,950,246612,3,751,1.18558391244748,0.417130711554795,3.36970924105553
brain,CPVL,missense,-0.0173207584270661,0.122041177041992,0.887138830396801,247562,950,246612,73,17129,0.982828383583484,0.77374178662783,1.24841600682728
brain,CPVL,pLoF,0.273676321193253,0.631336549631574,0.664660853870593,247562,950,246612,2,475,1.31478916396968,0.381470949899869,4.53159158291304
breast,POT1,missense,0.332042172588943,0.167808465993434,0.0478500877377713,161421,10236,151185,42,447,1.39381162791792,1.00314856930531,1.93661329294877
breast,POT1,pLoF,-0.174789303659985,0.670974779528613,0.794477685877474,161421,10236,151185,2,52,0.839633909925378,0.225400669733298,3.12769746217144
breast,CPVL,missense,0.0520715473402027,0.0385349422700671,0.176605336157539,161421,10236,151185,859,10470,1.05345111144217,0.976817391619907,1.13609693451338
breast,CPVL,pLoF,0.27685151059775,0.219111612346106,0.206403009175663,161421,10236,151185,24,281,1.31897050335155,0.858473593332015,2.02648421829631
bone,POT1,missense,0.792715142685634,0.469764981463984,0.0915126745313927,247264,652,246612,4,751,2.20938709102078,0.879846954318681,5.54800047213806
bone,CPVL,missense,0.0984528354183221,0.137330314064437,0.473432507157393,247264,652,246612,58,17129,1.1034623588265,0.843066335621632,1.4442863223202
