Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,IFIH1,missense,0.0358874635255898,0.0455271924944917,0.430542086450244,328039,8800,319239,537,18746,1.03653919146088,0.948053641866258,1.13328344303322
colorectal,IFIH1,pLoF,0.00687905184657024,0.0599024518757695,0.908573871648635,328039,8800,319239,301,10767,1.0069027668715,0.895361621077155,1.13233933426114
colorectal,DNMT3A,missense,-0.233305207226798,0.118472222688013,0.0489207251682044,328039,8800,319239,74,3092,0.791911839420315,0.627817037285872,0.998896691502989
colorectal,DNMT3A,pLoF,0.150605676736243,0.254272620671625,0.553649706659778,328039,8800,319239,16,376,1.16253815184965,0.706268711979134,1.91357047478257
colorectal,MSH6,missense,0.0477696036141846,0.0703889501518263,0.497358370090565,328039,8800,319239,216,7595,1.04892895804154,0.913757368806835,1.20409640083647
colorectal,MSH6,pLoF,1.16489233576605,0.154402097359064,4.53897171838532e-14,328039,8800,319239,48,657,3.20557773855168,2.36853065432763,4.33844021360792
NHL,IFIH1,missense,0.226732466566452,0.076537912719617,0.003052955906315,321794,2555,319239,186,18746,1.25449420389987,1.07974069402627,1.45753116125498
NHL,IFIH1,pLoF,0.141459714229427,0.102812200624503,0.168851368296679,321794,2555,319239,99,10767,1.1519540959676,0.941718862722625,1.40912356303452
NHL,DNMT3A,missense,0.215345070672445,0.175012053789375,0.218525455208604,321794,2555,319239,33,3092,1.24028981077059,0.880141796930242,1.74780793284298
NHL,DNMT3A,pLoF,1.14789240493681,0.289766270993225,7.44983409683722e-05,321794,2555,319239,12,376,3.15154372725802,1.78596868705323,5.56125532145083
NHL,MSH6,missense,0.0638704329401472,0.126726133636649,0.614258817404803,321794,2555,319239,64,7595,1.06595427725206,0.831513100769408,1.36649503193704
NHL,MSH6,pLoF,-0.0375124719395776,0.47368597928261,0.93687935043024,321794,2555,319239,4,657,0.963182404893154,0.380632882521973,2.43731003729612
