Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,ATM,missense,-0.0235425215471749,0.0227756363837839,0.301289857039153,328039,8800,319239,3136,114253,0.976732441611232,0.934090501670155,1.021321018456
colorectal,ATM,pLoF,0.864550966451486,0.167435669370401,2.42398662773693e-07,328039,8800,319239,39,634,2.37393986796833,1.70981142175545,3.29603044231828
colorectal,FAM111A,pLoF,0.0286306950442877,0.0895601371831742,0.749209988044031,328039,8800,319239,132,4558,1.02904449306185,0.8633769022657,1.22650092436111
colorectal,FAM111A,missense,0.07554542180467,0.155633845659897,0.627389200445949,328039,8800,319239,43,1526,1.07847221275974,0.794937876248969,1.4631361121993
NHL,ATM,missense,0.0343776367537981,0.0412061792384502,0.404121229505779,321794,2555,319239,947,114253,1.03497537768063,0.954674350881807,1.12203080706603
NHL,ATM,pLoF,0.935356613872972,0.287509952377514,0.00114072316502464,321794,2555,319239,12,634,2.54812199138368,1.45041172153867,4.47660866673437
NHL,FAM111A,pLoF,0.326467812056916,0.141828644932794,0.0213438134253936,321794,2555,319239,51,4558,1.3860636345076,1.04968359011873,1.83023952835835
NHL,FAM111A,missense,-0.210122664720813,0.326011737529433,0.519235151785364,321794,2555,319239,9,1526,0.810484821977993,0.4278023758016,1.53548854287181
leukemias,ATM,missense,-0.000370836779056469,0.0482840536547849,0.993872054864703,321103,1864,319239,678,114253,0.999629231972403,0.909367621044948,1.09884999013435
leukemias,ATM,pLoF,-0.0228773447323635,0.536510004062804,0.965987679756355,321103,1864,319239,3,634,0.977382357516198,0.341496574748408,2.79732314588428
leukemias,FAM111A,pLoF,0.229493877327466,0.172603978361806,0.183650809190071,321103,1864,319239,34,4558,1.2579631651032,0.896906459504392,1.76436606960205
leukemias,FAM111A,missense,0.31348369139852,0.296833558288844,0.29092596159168,321103,1864,319239,11,1526,1.36818314942612,0.764678807918975,2.44798876467873
oral,ATM,missense,-0.108097595146667,0.0634687527144592,0.0885376752528243,320349,1110,319239,373,114253,0.897539996608238,0.792554453452052,1.01643242556109
oral,ATM,pLoF,0.491091636464763,0.53527029842142,0.358899150448228,320349,1110,319239,3,634,1.63409908880838,0.572341824715398,4.66553328226922
oral,FAM111A,pLoF,0.0866120014623549,0.240839597800787,0.719127395686758,320349,1110,319239,17,4558,1.09047349550456,0.680161549469743,1.74830883240164
oral,FAM111A,missense,0.656023797861776,0.310269007601888,0.0344835908986618,320349,1110,319239,10,1526,1.92711448344434,1.04907383964103,3.54004655532324
neck,ATM,missense,-0.0980990919419249,0.0826239808446007,0.235111028590796,319892,653,319239,219,114253,0.906559066604546,0.771021423891257,1.06592283401819
neck,ATM,pLoF,0.17260206774389,0.816325423030541,0.83254564777816,319892,653,319239,1,634,1.18839311102866,0.23994000619884,5.88596378200479
neck,FAM111A,pLoF,0.191293047648766,0.297002912881772,0.519524843542176,319892,653,319239,11,4558,1.210814226358,0.676500586166059,2.1671394241646
neck,FAM111A,missense,-0.73632294038166,0.811735100706928,0.364355201008904,319892,653,319239,1,1526,0.478871521263347,0.0975593368752445,2.35054830446743
anus,ATM,missense,0.0650158340909658,0.109705100565521,0.553420863157878,319582,343,319239,130,114253,1.06717592201104,0.860706072594655,1.32317464089329
anus,ATM,pLoF,0.813268090148434,0.806534322303044,0.313286939663085,319582,343,319239,1,634,2.25526637000313,0.464167345273192,10.9577428301716
anus,FAM111A,pLoF,0.427661457804704,0.365759253639603,0.242305729168815,319582,343,319239,7,4558,1.53366678215098,0.748852303617834,3.14098492761493
anus,FAM111A,missense,0.811566898347369,0.52884805759666,0.124883660717158,319582,343,319239,3,1526,2.25143299092629,0.798551156336189,6.34768414322761
bladder,ATM,missense,0.00126068680833575,0.0367305354109215,0.972619917757628,322524,3285,319239,1195,114253,1.001261481808,0.931713570119083,1.07600080872946
bladder,ATM,pLoF,0.626913627048615,0.302480053366822,0.0382115323495334,322524,3285,319239,11,634,1.87182450634178,1.03465042537801,3.38638722471077
bladder,FAM111A,pLoF,0.0360951694660735,0.143667990134207,0.801628433442188,322524,3285,319239,50,4558,1.0367545091691,0.782321954276831,1.37393550878429
bladder,FAM111A,missense,-0.020933088408814,0.266316011248754,0.937348846367362,322524,3285,319239,14,1526,0.979284487860608,0.581059057681666,1.65043138986709
brain,ATM,missense,0.00528499806211026,0.0674251658824377,0.937523262826992,320187,948,319239,344,114253,1.00529898829964,0.880851788030317,1.1473281539635
brain,ATM,pLoF,0.316504791231534,0.631516668774897,0.616243036489157,320187,948,319239,2,634,1.37232281733682,0.398023139793152,4.73155886354243
brain,FAM111A,pLoF,0.337983252350978,0.228568336276114,0.139221385596655,320187,948,319239,19,4558,1.40211702104493,0.895831936244609,2.19453232371379
brain,FAM111A,missense,0.523883203396502,0.365744324785026,0.152036391523611,320187,948,319239,7,1526,1.68857200348596,0.82451289218926,3.45813320563836
breast,ATM,missense,0.0094903286482861,0.0156856379495547,0.545157067589363,191078,19950,171128,7275,61382,1.00953550461571,0.978971295792532,1.0410539506724
breast,ATM,pLoF,0.982123093183266,0.114811408335866,1.18659008336997e-17,191078,19950,171128,102,337,2.6701191401169,2.13207752418511,3.34393854892474
breast,FAM111A,pLoF,0.116754540533691,0.0608471313954976,0.0550074343550552,191078,19950,171128,315,2379,1.12384353779678,0.997499485942556,1.26619042440321
breast,FAM111A,missense,0.144479504815716,0.1042913869937,0.1659471368455,191078,19950,171128,106,806,1.15543801380606,0.941832477198448,1.41748881682149
bone,ATM,missense,-0.0319379211953359,0.177979252127308,0.857586384018819,319367,128,319239,45,114253,0.968566707676366,0.68333446094193,1.37285841830061
bone,FAM111A,pLoF,-0.185401892296006,0.800047012188343,0.816740934551878,319367,128,319239,1,4558,0.830770336553186,0.173172820251236,3.98549466997992
bone,FAM111A,missense,1.81143422059745,0.520417304460972,0.000500041769129578,319367,128,319239,3,1526,6.11921744936386,2.20656067339509,16.9697677675843
prostate,ATM,missense,0.0211678222498381,0.0185644892182571,0.254189713397163,162843,14732,148111,5381,52871,1.02139344980163,0.984897299208118,1.05924199420231
prostate,ATM,pLoF,0.855896343925162,0.146231840653967,4.82756710066919e-09,162843,14732,148111,64,297,2.35348296558422,1.76700708482337,3.13461225869887
prostate,FAM111A,pLoF,0.279553521680487,0.0653724959067935,1.90010531027498e-05,162843,14732,148111,292,2179,1.32253919542096,1.16349194903075,1.50332791291063
prostate,FAM111A,missense,0.305593258409119,0.118596570443487,0.00997351604535893,162843,14732,148111,87,720,1.35743007098034,1.07589002756375,1.71264381153724
cervix,ATM,missense,0.0143128547975493,0.0268032682195731,0.593343868346801,177390,6262,171128,2290,61382,1.01441577414076,0.962500603718128,1.06913113493169
cervix,ATM,pLoF,0.156012610830236,0.269374951879259,0.562477677239703,177390,6262,171128,14,337,1.16884094305163,0.689386923384241,1.9817450894588
cervix,FAM111A,pLoF,0.205095797249043,0.0988237875445048,0.037952375114947,177390,6262,171128,109,2379,1.22764266412028,1.0114700147498,1.49001600521113
cervix,FAM111A,missense,-0.163944808710942,0.205943714426886,0.425993619157241,177390,6262,171128,24,806,0.848788866339163,0.566891658593769,1.27086459767013
endometrium,ATM,missense,0.0324756675207256,0.0434967625932413,0.455291381048271,173443,2315,171128,855,61382,1.03300875717399,0.948592074416116,1.12493781170898
endometrium,ATM,pLoF,-0.00292579201140088,0.476039887131783,0.995096147108517,173443,2315,171128,4,337,0.997078483946841,0.392214330946133,2.53475058076415
endometrium,FAM111A,pLoF,-0.139405126721025,0.189852691153556,0.462777807269452,173443,2315,171128,28,2379,0.869875547235141,0.599589776309778,1.26200195129194
endometrium,FAM111A,missense,-0.0406190331485223,0.311659525761429,0.896304210828161,173443,2315,171128,10,806,0.960194862690994,0.521283896316031,1.76866038036829
esophagus,ATM,missense,0.134198812309463,0.0572503016491219,0.0190745037734171,320519,1280,319239,505,114253,1.14362016281031,1.02223385134838,1.27942062871536
esophagus,ATM,pLoF,1.63670374744181,0.289952897945948,1.65447554789416e-08,320519,1280,319239,12,634,5.13820474697808,2.91073757205472,9.07026049869249
esophagus,FAM111A,pLoF,-0.0937965580503446,0.241044726224773,0.697183591838146,320519,1280,319239,17,4558,0.910467970779609,0.567658348636043,1.46030077388508
esophagus,FAM111A,missense,0.692239637870136,0.297674991705514,0.0200458778317187,320519,1280,319239,11,1526,1.99818573800501,1.11494756291351,3.58110675010855
eye,ATM,missense,-0.0532543139673119,0.0901558164645844,0.554726850587269,319770,531,319239,187,114253,0.948138856864725,0.794568191501046,1.13139098885708
eye,ATM,pLoF,0.359701208305952,0.812610044433372,0.658019472167076,319770,531,319239,1,634,1.43290121161136,0.291421323381289,7.04548952840676
eye,FAM111A,pLoF,0.626261763623266,0.265390159541298,0.0182858920909329,319770,531,319239,14,4558,1.8706047300144,1.11194041312231,3.14689709507605
eye,FAM111A,missense,0.072537286288586,0.627769818913309,0.908011105929586,319770,531,319239,2,1526,1.07523289678682,0.314154948143506,3.68011323445544
HL,ATM,missense,0.0589655530681236,0.0896767780539425,0.51083745534285,319762,523,319239,196,114253,1.06073870091705,0.889765172524187,1.26456578248752
HL,ATM,pLoF,0.891386119533491,0.628294338399666,0.155974919173814,319762,523,319239,2,634,2.43850737248797,0.711736047988842,8.35466774864183
HL,FAM111A,pLoF,0.330377165944203,0.309977667775543,0.286509732267418,319762,523,319239,10,4558,1.39149285321924,0.757927231272751,2.55466788982997
HL,FAM111A,missense,-0.507344969674955,0.808504321962239,0.530324640725191,319762,523,319239,1,1526,0.60209203116096,0.123441944054749,2.93672314352687
kidney,ATM,missense,0.0504534500504682,0.0455591311911448,0.268108996639995,321315,2076,319239,776,114253,1.05174790340365,0.961903826034555,1.14998362868995
kidney,ATM,pLoF,0.628540599918254,0.368769357971325,0.0883012676507451,321315,2076,319239,7,634,1.87487239277227,0.910069726110148,3.8625023867173
kidney,FAM111A,pLoF,0.120915834081523,0.17249700063492,0.483319524988401,321315,2076,319239,34,4558,1.1285299246124,0.804791473215375,1.58249662568783
kidney,FAM111A,missense,-0.0074418729947316,0.326140447233529,0.981795449179125,321315,2076,319239,9,1526,0.992585749179394,0.523789494476235,1.88095882002979
liver,ATM,missense,-0.0016496344545107,0.0778140258341558,0.983086348971104,319955,716,319239,256,114253,0.998351725444525,0.857132877697294,1.1628374008657
liver,ATM,pLoF,1.38839016152784,0.428979527253069,0.00121007280619276,319955,716,319239,5,634,4.00839199253074,1.72910812000788,9.29219299815175
liver,FAM111A,pLoF,0.115528842333115,0.296715763314112,0.697010872624986,319955,716,319239,11,4558,1.12246688864532,0.627492621000021,2.00788323868602
liver,FAM111A,missense,0.0231901113862515,0.532795837375306,0.965282778109883,319955,716,319239,3,1526,1.02346109266035,0.360209115069287,2.90795697379294
lung,ATM,missense,0.00443226776518144,0.0305202855923036,0.884534281131445,324021,4782,319239,1733,114253,1.00444210479203,0.946119503558784,1.0663599451064
lung,ATM,pLoF,0.905865249141642,0.218535760017786,3.39579512467716e-05,324021,4782,319239,22,634,2.47407168561246,1.6121086300343,3.7969095825875
lung,FAM111A,pLoF,-0.167298581921737,0.13304511372276,0.208588003449287,324021,4782,319239,58,4558,0.845946989147149,0.651770864827019,1.09797222776605
lung,FAM111A,missense,-0.190548810591463,0.235603881295559,0.418648775108385,324021,4782,319239,18,1526,0.826505414526346,0.520833986193681,1.31157186041876
