Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,PALB2,pLoF,0.0571161597333518,0.549511247537704,0.917217020402041,328039,8800,319239,3,125,1.05877879071469,0.360628803596684,3.10849415378635
colorectal,PALB2,missense,0.0391385501756743,0.0530326853055776,0.460509540084118,328039,8800,319239,389,13383,1.03991455401359,0.937251518664344,1.15382291531561
NHL,PALB2,pLoF,0.41835924642978,0.827270054691267,0.613059816793365,321794,2555,319239,1,125,1.51946643925781,0.300273886368569,7.68890790988366
NHL,PALB2,missense,-0.0251713561638468,0.0990238442533057,0.799344990633092,321794,2555,319239,107,13383,0.975142800981409,0.803117279104592,1.18401571855862
leukemias,PALB2,pLoF,1.22836902889922,0.6450966717611,0.056888996160103,321103,1864,319239,2,125,3.41565415766346,0.964642980686109,12.0943121531509
leukemias,PALB2,missense,0.0402596565862358,0.112301056528691,0.719970981321672,321103,1864,319239,83,13383,1.0410810626545,0.83539854413571,1.29740443842785
oral,PALB2,missense,0.0245118949950821,0.146669818098218,0.867273296034065,320349,1110,319239,48,13383,1.02481478120148,0.768775979395768,1.36612662715411
neck,PALB2,missense,-0.0118540082803102,0.194187876379368,0.951324152861122,319892,653,319239,27,13383,0.988215973680654,0.675396568174669,1.44592207993726
anus,PALB2,missense,-0.103612893516657,0.274327879833746,0.705655490060721,319582,343,319239,13,13383,0.901574235110453,0.526614941946635,1.54351127677909
bladder,PALB2,pLoF,0.148385670901332,0.835520082714198,0.859039658620816,322524,3285,319239,1,125,1.15996017299207,0.225552213908012,5.9653930219303
bladder,PALB2,missense,-0.042947068629611,0.0881801592019811,0.626231560721449,322524,3285,319239,137,13383,0.957962094971546,0.805914996999801,1.13869499738631
brain,PALB2,pLoF,1.39237544655734,0.822653384490768,0.0905426694337524,320187,948,319239,1,125,4.0243984510956,0.802522362113231,20.1810985684353
brain,PALB2,missense,0.119144929674855,0.151602803425536,0.431924967478013,320187,948,319239,45,13383,1.12653317454443,0.836949868129337,1.51631183858796
breast,PALB2,pLoF,1.192756167077,0.252589741431734,2.33412088503084e-06,191078,19950,171128,22,59,3.29615344895,2.00910504366008,5.40769512938577
breast,PALB2,missense,-0.00333738185764447,0.0372886681419042,0.928683571977525,191078,19950,171128,851,7197,0.996668181010994,0.926425331564982,1.07223694041454
bone,PALB2,pLoF,3.32409585331049,0.808377579183279,3.92146985291439e-05,319367,128,319239,1,125,27.7738756292314,5.69566245417343,135.434319304295
bone,PALB2,missense,-0.177723336178476,0.464672775661473,0.702112873326731,319367,128,319239,4,13383,0.837174007211988,0.336732901151554,2.08135384441077
prostate,PALB2,pLoF,0.152679998329107,0.404076606429188,0.705542666459631,162843,14732,148111,7,66,1.16495213266124,0.527663981115039,2.57192743860245
prostate,PALB2,missense,-0.0850721814598827,0.0458716688338906,0.0636577782444448,162843,14732,148111,574,6186,0.918445987236591,0.839474649312447,1.00484634308121
cervix,PALB2,pLoF,1.10712835380272,0.419188324732667,0.00826314649839211,177390,6262,171128,6,59,3.02565728991733,1.33047275583188,6.88071363799246
cervix,PALB2,missense,-0.0844247389691693,0.0662038522154818,0.202229980972796,177390,6262,171128,246,7197,0.919040820733615,0.807201537712147,1.04637564562708
endometrium,PALB2,missense,-0.104900016882312,0.108587129729285,0.334021833853136,173443,2315,171128,89,7197,0.900414544339218,0.727801538183482,1.11396625195536
esophagus,PALB2,missense,0.00718417881110746,0.13740351646995,0.958301396748315,320519,1280,319239,55,13383,1.00721004693367,0.769417330041351,1.31849392915234
eye,PALB2,missense,0.191239848194925,0.194748464308525,0.326107800974058,319770,531,319239,27,13383,1.21074981341584,0.826578714505924,1.77347309452884
HL,PALB2,missense,0.177405632672641,0.198083419553157,0.370460711885735,319762,523,319239,26,13383,1.19411536710963,0.809911144414959,1.76057771250619
kidney,PALB2,missense,-0.115931675836323,0.114714339324193,0.312202220441943,321315,2076,319239,79,13383,0.890536066350881,0.71122414235007,1.11505563190142
liver,PALB2,missense,0.24516676371709,0.165293598678595,0.138015981532517,319955,716,319239,38,13383,1.27783439185051,0.924222221711614,1.7667403949366
lung,PALB2,pLoF,0.975667423432376,0.489205002746428,0.0461090357646256,324021,4782,319239,4,125,2.65293725272032,1.01698588406285,6.92052483438043
lung,PALB2,missense,0.110033092349299,0.0689604464530419,0.11057876254533,324021,4782,319239,227,13383,1.11631501133392,0.975186153973291,1.27786802494284
non_melanoma,PALB2,pLoF,0.068341834299343,0.286695402113259,0.811588043461831,355230,35991,319239,14,125,1.07073125859763,0.610442711570486,1.87808848628653
non_melanoma,PALB2,missense,-0.0268081359297908,0.0283131822263678,0.343718831188938,355230,35991,319239,1524,13383,0.973548012490665,0.920994740502351,1.02910004904866
melanoma,PALB2,pLoF,0.736338354789492,0.440002896950923,0.0942318092979875,326171,6932,319239,5,125,2.08827497590255,0.881569465656778,4.94673709204741
melanoma,PALB2,missense,-0.106343817157782,0.0626428531637704,0.0895793344139633,326171,6932,319239,271,13383,0.899115463604293,0.795231864614263,1.01656969855514
myeloma,PALB2,missense,0.0579168086694311,0.142584983271664,0.684601896810165,320407,1168,319239,51,13383,1.05962684027671,0.801280165601546,1.40126898035953
ovary,PALB2,pLoF,0.97601053530034,0.834730553795121,0.242302036020939,172834,1706,171128,1,59,2.65384766315408,0.516835164051449,13.6269896266719
ovary,PALB2,missense,-0.0534085931674759,0.122942537465754,0.663984090842131,172834,1706,171128,69,7197,0.947992590043498,0.744999643766608,1.20629581275199
pancreas,PALB2,pLoF,2.07895802963325,0.487048971273651,1.96810852108876e-05,320720,1481,319239,4,125,7.9961328386122,3.07824487021998,20.7709727680512
pancreas,PALB2,missense,0.0418740451240384,0.126607487108575,0.740841572562073,320720,1481,319239,65,13383,1.04276312937827,0.813611687013393,1.33645443071526
stomach,PALB2,missense,-0.247000763362407,0.183809044909461,0.1790162919528,320160,921,319239,30,13383,0.781140097238164,0.544841762007422,1.11992122128284
testis,PALB2,pLoF,1.46878580475485,0.828795508212906,0.0763624838307094,148857,746,148111,1,66,4.34395752511089,0.855881333198782,22.047410368728
testis,PALB2,missense,0.0366070036616085,0.176260225891633,0.835473164506397,148857,746,148111,33,6186,1.03728529140393,0.734285992282926,1.46531567682195
thyroid,PALB2,missense,0.119242524170458,0.158765833804385,0.452617089128261,320119,880,319239,41,13383,1.12664312334649,0.825362337528813,1.53789998606476
