Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,MICA,pLoF,-0.0137127921961169,0.0233218357757326,0.556545164736944,328039,8800,319239,2846,105069,0.986380799847624,0.942307532260747,1.03251544638912
colorectal,MICA,missense,0.643057954873767,0.868187113621057,0.458881115483505,328039,8800,319239,1,29,1.90228910837792,0.346945078137357,10.4301922116348
colorectal,HLA-DPB1,pLoF,-0.068911060434517,0.0226550990208958,0.00235210156572449,328039,8800,319239,3189,121519,0.933409693439113,0.89286931328967,0.975790793611296
colorectal,HLA-DPB1,missense,-0.0140302337885564,0.027136560712777,0.605139903711842,328039,8800,319239,1784,64864,0.986067731248895,0.934991451247922,1.03993418262016
NHL,MICA,pLoF,-0.0810144779451753,0.0429585542729266,0.0593117559477141,321794,2555,319239,796,105069,0.922180340071553,0.847712914848285,1.00318936366173
NHL,HLA-DPB1,pLoF,-0.126141935478684,0.0416474271043736,0.0024552310299412,321794,2555,319239,894,121519,0.881489723238068,0.81239314066982,0.956463186695136
NHL,HLA-DPB1,missense,-0.038064440089492,0.0497703347963108,0.444389594314484,321794,2555,319239,510,64864,0.962650905581935,0.87317935606368,1.06129028312728
leukemias,MICA,pLoF,0.0356796027076205,0.0491960537848519,0.468296620286952,321103,1864,319239,626,105069,1.03632375796755,0.941063497703873,1.14122685020553
leukemias,MICA,missense,2.26940844178675,0.869188334181389,0.00902907412757802,321103,1864,319239,1,29,9.67367657829824,1.76085468348112,53.1446572050528
leukemias,HLA-DPB1,pLoF,-0.0573166009435969,0.0482087150200742,0.234468737008122,321103,1864,319239,680,121519,0.94429505732909,0.859155213515382,1.03787201808115
leukemias,HLA-DPB1,missense,-0.0127443391055611,0.0576193578583669,0.82495107145076,321103,1864,319239,381,64864,0.987336526095022,0.881898525094072,1.10538048088628
oral,MICA,pLoF,0.0510620658292425,0.0634220252372938,0.420752938681048,320349,1110,319239,374,105069,1.05238820860311,0.929373009403433,1.19168614797387
oral,HLA-DPB1,pLoF,0.157143856686971,0.0607367785140853,0.00967332293967489,320349,1110,319239,464,121519,1.17016393770066,1.03883487309397,1.31809556702401
oral,HLA-DPB1,missense,-0.0578004767110022,0.075706640611202,0.445177415924971,320349,1110,319239,216,64864,0.94383824636236,0.813682130506568,1.09481405809143
neck,MICA,pLoF,-0.0381832156431484,0.0839288809597767,0.649147171312719,319892,653,319239,206,105069,0.962536572977741,0.816536371187983,1.13464223641599
neck,HLA-DPB1,pLoF,0.0990720746273218,0.0793486123382299,0.211823415835715,319892,653,319239,263,121519,1.10414587759371,0.945112599614242,1.28993954741983
neck,HLA-DPB1,missense,-0.235529761708857,0.104783417365122,0.0245904094251944,319892,653,319239,108,64864,0.79015214638073,0.643453664649912,0.970295840602235
anus,MICA,pLoF,-0.432350162156735,0.12455494691696,0.000518214928171063,319582,343,319239,82,105069,0.648982087925918,0.508404515401527,0.82843038897097
anus,HLA-DPB1,pLoF,0.211531918384789,0.10739170171747,0.048870111104604,319582,343,319239,147,121519,1.23556940237894,1.00104472836743,1.52503849711568
anus,HLA-DPB1,missense,-0.87953372502443,0.179423612151318,9.48680487213949e-07,319582,343,319239,33,64864,0.414976359670066,0.291940867775042,0.589863900855822
bladder,MICA,pLoF,0.0476504229444954,0.0373389493455714,0.201899444737157,322524,3285,319239,1114,105069,1.04880395343508,0.974789315722466,1.12843843792624
bladder,MICA,missense,1.70354214706265,0.893532533176309,0.0565821203392395,322524,3285,319239,1,29,5.49337129926143,0.953341957105012,31.6540439730433
bladder,HLA-DPB1,pLoF,-0.0236847935777689,0.0365046167917473,0.516457064140082,322524,3285,319239,1226,121519,0.97659348978813,0.909160309298635,1.04902824567024
bladder,HLA-DPB1,missense,-0.0871554344245237,0.0446692079870268,0.0510415762738963,322524,3285,319239,637,64864,0.91653462352914,0.839702948791023,1.00039629173288
brain,MICA,pLoF,0.121286105159473,0.0676347764756386,0.0729328585708241,320187,948,319239,338,105069,1.12894786397474,0.988785302137056,1.28897878722358
brain,HLA-DPB1,pLoF,0.0124118722406428,0.0666067246058656,0.852173724362866,320187,948,319239,362,121519,1.01248921920251,0.888574035925833,1.15368486761284
brain,HLA-DPB1,missense,0.0463750182093469,0.0791157266442388,0.557763379823827,320187,948,319239,202,64864,1.04746715656636,0.897006827012232,1.22316509868688
breast,MICA,pLoF,0.00698871863027749,0.0160422683003485,0.663095010168557,191078,19950,171128,6602,56323,1.00701319671458,0.975842452479862,1.03917960914725
breast,HLA-DPB1,pLoF,-0.00768532154312204,0.0155503750380847,0.621150126684689,191078,19950,171128,7509,64998,0.992344135031103,0.962555014417031,1.02305516836047
breast,HLA-DPB1,missense,-0.0113902612842269,0.0187477505265095,0.543483655116497,191078,19950,171128,4056,34666,0.988674362149853,0.953004310439945,1.02567951022297
bone,MICA,pLoF,0.183007866815369,0.177059844581403,0.301326338833913,319367,128,319239,46,105069,1.20082385470323,0.848717044988662,1.69900903786324
bone,HLA-DPB1,pLoF,-0.434650561151539,0.18775098233753,0.0206108809634315,319367,128,319239,36,121519,0.647490886020489,0.448143185772263,0.935514498021732
bone,HLA-DPB1,missense,-0.181598391221388,0.223818048867151,0.41715542552284,319367,128,319239,22,64864,0.833936189266528,0.537792883956197,1.29315502029778
prostate,MICA,pLoF,0.032771509826311,0.0190028411620192,0.0846070813215105,162843,14732,148111,4886,48746,1.0333144100767,0.995535934840379,1.07252649824575
prostate,MICA,missense,0.116143571267188,0.923997076590456,0.899971853164325,162843,14732,148111,1,16,1.12315711364821,0.183619297731317,6.87009436113006
prostate,HLA-DPB1,pLoF,-0.0150973751747084,0.0184182925031578,0.412390220861116,162843,14732,148111,5545,56521,0.985016018826063,0.950091266995073,1.02122458236318
prostate,HLA-DPB1,missense,-0.0128218432962776,0.0222490042958906,0.56442025587557,162843,14732,148111,2978,30198,0.987260006341942,0.945132743807066,1.0312650011428
cervix,MICA,pLoF,-0.1697378269678,0.0283661152513943,2.17959500489738e-09,177390,6262,171128,1828,56323,0.843886031756568,0.79824843106249,0.892132833441296
cervix,MICA,missense,1.26224946303739,0.902220716945199,0.161798797820689,177390,6262,171128,1,13,3.53336071884855,0.602840190048632,20.7096974879773
cervix,HLA-DPB1,pLoF,0.119735045020044,0.0262558082005797,5.10742658831575e-06,177390,6262,171128,2544,64998,1.12719815524595,1.07065826574628,1.18672383321512
cervix,HLA-DPB1,missense,-0.230462277005655,0.0343607784084569,1.98486682085936e-11,177390,6262,171128,1057,34666,0.794166392771523,0.742442833872909,0.849493362495969
endometrium,MICA,pLoF,-0.0168035358226549,0.0447042939797071,0.707004682807537,173443,2315,171128,757,56323,0.983336856125141,0.900843302112855,1.07338465007862
endometrium,HLA-DPB1,pLoF,0.00662604026887103,0.0431355344903004,0.877917419557758,173443,2315,171128,881,64998,1.00664804103951,0.925038789890579,1.0954570658043
