Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,ASXL1,pLoF,0.63894781438812,0.504520734061401,0.205353770864911,328039,8800,319239,4,44,1.89448647883428,0.704762329823261,5.09260904933153
colorectal,SAMHD1,pLoF,0.121163374962582,0.848964229520736,0.886512064831674,328039,8800,319239,1,55,1.12880931648327,0.213786817782829,5.96019196222756
colorectal,SAMHD1,missense,-0.242887352616426,0.435912149486134,0.577395330019075,328039,8800,319239,5,236,0.784359864881762,0.333784579370914,1.84316602881069
colorectal,RTEL1,missense,1.36537940644886,0.920005196725342,0.1377824814601,328039,8800,319239,1,12,3.91720898443896,0.645456381148347,23.7731420370645
NHL,ASXL1,pLoF,0.868617854102996,0.841890537646758,0.302190755043406,321794,2555,319239,1,44,2.38361407332201,0.4577384725435,12.4123629350356
NHL,SAMHD1,missense,0.56954053123724,0.541905890381086,0.293260759142607,321794,2555,319239,3,236,1.76745477458159,0.61105060688192,5.112336597016
NHL,RTEL1,pLoF,2.48458708561106,0.690634356498912,0.000321236880978647,321794,2555,319239,2,25,11.9961658425391,3.09865646880336,46.4420617033664
leukemias,ASXL1,pLoF,2.21976558449617,0.504205031509959,1.07007719653659e-05,321103,1864,319239,4,44,9.20517277773297,3.42650873713737,24.729312652711
leukemias,SAMHD1,missense,1.35082737722248,0.435565365330517,0.00192660265959796,321103,1864,319239,5,236,3.86061839738895,1.64400435928164,9.06589713470748
neck,SAMHD1,missense,1.16529947070272,0.82547676817357,0.158047621211696,319892,653,319239,1,236,3.20688310695379,0.63596912336294,16.1707524530189
neck,RTEL1,pLoF,3.25050988225997,0.90613391389258,0.000334210750235904,319892,653,319239,1,25,25.8034933070505,4.36893837958187,152.398639898126
bladder,ASXL1,pLoF,0.843163042680153,0.668348158718997,0.207106220069334,322524,3285,319239,2,44,2.32370534405773,0.627020980276667,8.611524487777
bladder,SAMHD1,missense,0.571074398982373,0.48521880510963,0.239218650236811,322524,3285,319239,4,236,1.77016789670462,0.683904505017348,4.58177181102817
brain,ASXL1,pLoF,2.05515808813088,0.839609792547176,0.0143749830654548,320187,948,319239,1,44,7.80807213860208,1.5061445894066,40.4781791538578
brain,SAMHD1,missense,1.21973982233699,0.637125082469323,0.0555635420209485,320187,948,319239,2,236,3.38630657766614,0.971414139918359,11.8045144359425
breast,ASXL1,pLoF,0.581136262522598,0.55193548419933,0.292384009835838,191078,19950,171128,4,15,1.7880689926901,0.60614417522458,5.27463737721346
breast,SAMHD1,pLoF,0.00547388125271546,0.577945512800321,0.992443128382919,191078,19950,171128,3,31,1.00548889031414,0.323913585927867,3.12122724228773
breast,SAMHD1,missense,0.503954121060218,0.207963208437969,0.0153808551976484,191078,19950,171128,28,142,1.65525342014299,1.10114849601693,2.48818746500195
breast,RTEL1,pLoF,-0.201536016458719,0.893255555070832,0.821497247025998,191078,19950,171128,1,14,0.817474134506465,0.14194938431809,4.70776230412948
breast,RTEL1,missense,0.367356966503957,0.96229874827842,0.702647256681547,191078,19950,171128,1,7,1.44391325579768,0.218993348343042,9.52031422891612
bone,SAMHD1,missense,2.81903766896642,0.809755790106836,0.000498906123764889,319367,128,319239,1,236,16.7607135539626,3.4278919626219,81.9516839798868
prostate,ASXL1,pLoF,0.556380288114865,0.385510880412152,0.148956114737416,162843,14732,148111,9,29,1.74434702534476,0.819380138581307,3.7134736388624
prostate,SAMHD1,pLoF,0.961990819767701,0.562975412616859,0.0874951009906509,162843,14732,148111,4,24,2.61690106937692,0.868124003680083,7.88847120673527
prostate,SAMHD1,missense,0.975427195446572,0.238233697998678,4.23238949651168e-05,162843,14732,148111,25,94,2.65230001949133,1.66279135191446,4.23065430626294
cervix,ASXL1,pLoF,1.16574265135725,0.886356716028082,0.18844030762162,177390,6262,171128,1,15,3.20830465048516,0.564686488466365,18.2282008522642
cervix,SAMHD1,pLoF,1.39141998815555,0.514716167313148,0.00686596577337366,177390,6262,171128,4,31,4.02055514213665,1.46608390817355,11.0258789151432
cervix,SAMHD1,missense,-0.0290203884229737,0.437020156354165,0.94705527126448,177390,6262,171128,5,142,0.971396659018745,0.41248140401671,2.28764608528765
endometrium,ASXL1,pLoF,1.47297513234373,0.887342150207139,0.0969173628938463,173443,2315,171128,1,15,4.36219395874156,0.766298480412658,24.8320160095245
endometrium,SAMHD1,pLoF,1.27628035178321,0.858922869298871,0.137303460678337,173443,2315,171128,1,31,3.58328634136968,0.665526023958994,19.2929210008438
endometrium,SAMHD1,missense,0.223510990195996,0.642982098205343,0.728128442375747,173443,2315,171128,2,142,1.25045938299465,0.354619191595986,4.40937407104806
esophagus,SAMHD1,missense,0.420967485763674,0.824369903164917,0.60959361367119,320519,1280,319239,1,236,1.52343474428617,0.302774239792481,7.66529352592535
eye,SAMHD1,missense,1.23223057850015,0.821531013876579,0.133635195920018,319770,531,319239,1,236,3.4288693747995,0.685271190257614,17.1569232102375
kidney,SAMHD1,pLoF,2.68295041033841,0.506873532442992,1.20236604603891e-07,321315,2076,319239,4,55,14.6281888494491,5.41675291111863,39.5040926780905
kidney,SAMHD1,missense,-0.0800681948637444,0.822658811102559,0.922465478565962,321315,2076,319239,1,236,0.923053396739619,0.184068034648755,4.62887309498588
