Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,ATM,pLoF,1.27686691593744,0.208841792687077,9.71404014016611e-10,328039,8800,319239,26,280,3.5853887852407,2.38105704063177,5.39886803296361
colorectal,ATM,missense,0.411647461088842,0.142958128555935,0.00398310451561355,328039,8800,319239,52,1270,1.5093022547534,1.14048621723163,1.99738783492992
NHL,ATM,pLoF,0.913758954930859,0.433214900711881,0.0349229233831449,321794,2555,319239,5,280,2.49367856325231,1.06681049591679,5.82899474707561
NHL,ATM,missense,0.707690483725493,0.224156371795754,0.00159331082169393,321794,2555,319239,20,1270,2.02929914307693,1.30780749627303,3.14882352626693
NHL,FAM111A,pLoF,3.23344278706528,1.02685640625402,0.00163900110662956,321794,2555,319239,1,5,25.3668394362161,3.39003828050568,189.813945961337
leukemias,ATM,pLoF,-0.0660298486541957,0.819833983851651,0.935807377108954,321103,1864,319239,1,280,0.936102922462184,0.187706645651958,4.66839454937061
leukemias,ATM,missense,0.811126668769174,0.249373102849379,0.00114328995408821,321103,1864,319239,16,1270,2.25044206166455,1.38038765407466,3.6688892848031
oral,ATM,pLoF,1.00424627008211,0.6347272379386,0.113610811555594,320349,1110,319239,2,280,2.72984892839682,0.786788147878131,9.47151427225562
oral,ATM,missense,0.229293039450736,0.427366388623715,0.591595297340943,320349,1110,319239,5,1270,1.25771054382092,0.544259191596275,2.90640164918283
neck,ATM,pLoF,1.06393959766314,0.822051353645059,0.195579235153702,319892,653,319239,1,280,2.89776455797447,0.578537767694052,14.5142459185025
neck,ATM,missense,-0.54814622604612,0.814758745567401,0.501092857185989,319892,653,319239,1,1270,0.578020336862151,0.117062883419013,2.85408577055407
anus,ATM,pLoF,1.60973844068454,0.807645619180252,0.0462477928080329,319582,343,319239,1,280,5.00150286706791,1.02714397892938,24.3539673526221
anus,ATM,missense,0.901402653444924,0.532020321572603,0.0902080683189998,319582,343,319239,3,1270,2.46305550262232,0.868195798126931,6.98764313543838
bladder,ATM,pLoF,0.491493022760046,0.482823664734197,0.308699086918929,322524,3285,319239,4,280,1.63475512544101,0.63455965901806,4.21146267679712
bladder,ATM,missense,0.461307161597327,0.225963754186815,0.0412002058414749,322524,3285,319239,20,1270,1.58614597959585,1.01859715414899,2.46992548363245
brain,ATM,pLoF,0.627671298574819,0.815869475054135,0.441698570365927,320187,948,319239,1,280,1.87324327188354,0.378551372555111,9.2696542928162
brain,ATM,missense,1.02866802069252,0.310692664502656,0.000930010585195125,320187,948,319239,10,1270,2.79733735664743,1.52153788224856,5.1428862719679
breast,ATM,pLoF,1.11300433010999,0.161108918069167,4.90161449592509e-12,191078,19950,171128,54,151,3.04348831650724,2.21939947627022,4.17357092842186
breast,ATM,missense,0.30179579830456,0.103237531453958,0.00346326237936941,191078,19950,171128,111,687,1.35228505961166,1.1045676095347,1.65555722136306
prostate,ATM,pLoF,1.046095805953,0.208255913691439,5.08370272823541e-07,162843,14732,148111,33,129,2.84651604446772,1.8925435454514,4.28135649025691
prostate,ATM,missense,0.505174458974465,0.118126609121081,1.89811156033928e-05,162843,14732,148111,91,583,1.65727462167287,1.31475529318625,2.08902689791405
cervix,ATM,pLoF,0.353112676462324,0.376262765569198,0.348001072020168,177390,6262,171128,7,151,1.42349152838719,0.680893894884917,2.97598222955516
cervix,ATM,missense,0.290267038820598,0.177849746591322,0.102660236828739,177390,6262,171128,33,687,1.33678441370007,0.943355518770755,1.89429386180939
endometrium,ATM,pLoF,0.12774541853552,0.640977463924531,0.842029775441514,173443,2315,171128,2,151,1.13626369419703,0.323502859552974,3.99098537964812
