Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,NF1,pLoF,0.979080582493277,0.683096949472758,0.15177307343083,328039,8800,319239,2,35,2.6620076200401,0.697840413424731,10.1545918419582
colorectal,NF1,missense,0.281858325115203,0.487717336779347,0.563322669912156,328039,8800,319239,4,126,1.32559090374411,0.509640303368829,3.44790479181831
colorectal,BRCA1,pLoF,0.819679192967389,0.341904191314034,0.0165121398326956,328039,8800,319239,9,164,2.26977156204118,1.16132232569498,4.43620416990414
colorectal,BRCA1,missense,0.371163812507451,0.378052438166677,0.326208908285964,328039,8800,319239,7,187,1.44942048714479,0.690868794769569,3.04083751424284
colorectal,HOXB13,missense,0.0478189467343612,0.195241744996919,0.806517032818673,328039,8800,319239,27,962,1.04898071674613,0.715446939233492,1.53800440502844
colorectal,PPM1D,pLoF,0.962120733630604,0.700365319827986,0.169522024239007,328039,8800,319239,2,19,2.61724106318816,0.663272031349582,10.327513386778
colorectal,TP53,missense,0.692052652007283,0.498250578095119,0.164843370168346,328039,8800,319239,4,69,1.99781214045047,0.75238995193051,5.30476694736603
colorectal,SRSF2,missense,0.982433755988806,0.594398337760298,0.0983674012769642,328039,8800,319239,3,24,2.67094877568188,0.833130006727479,8.56285010107682
NHL,BRCA1,pLoF,0.160254683278819,0.824501077110179,0.845889588598833,321794,2555,319239,1,164,1.17380978265045,0.233228240232243,5.90764396487271
NHL,BRCA1,missense,0.010121552222357,0.822191883032379,0.990177929942328,321794,2555,319239,1,187,1.01017294838869,0.201625164452371,5.06112115731145
NHL,HOXB13,missense,0.328426169208286,0.31153903487574,0.291788834898996,321794,2555,319239,10,962,1.38878070176417,0.754138591939586,2.55750316746433
NHL,PPM1D,pLoF,2.28140472511698,0.699686564313132,0.001111729946359,321794,2555,319239,2,19,9.79042360850933,2.48443248844703,38.5812031036401
NHL,TP53,missense,2.51023216435233,0.373618327885713,1.8334384876032e-11,321794,2555,319239,8,69,12.3077871582737,5.91773454669125,25.5979080403435
leukemias,BRCA1,pLoF,1.57959454819428,0.483951330329628,0.00109869268168244,321103,1864,319239,4,164,4.85298775963909,1.87961575530825,12.5299493413453
leukemias,BRCA1,missense,0.370313906002947,0.822080855889717,0.652379348133673,321103,1864,319239,1,187,1.4481891385847,0.289113780580327,7.2540706185121
