Cancer,Gene,Group,log_OR,log_OR_SE,P,N,N_cases,N_controls,N_carrier_cases,N_carrier_controls,OR,CI_lower,CI_upper
colorectal,MLH1,missense,0.115756739912383,0.0648864875232751,0.0744255529692555,328039,8800,319239,260,9338,1.12272272528322,0.988646504237414,1.27498181854156
colorectal,MLH1,pLoF,2.24897758854729,0.231653256187546,2.77718741954311e-22,328039,8800,319239,25,118,9.47804042377411,6.01914696743213,14.9245816327061
colorectal,MITF,missense,0.0745565476197682,0.0942797569721546,0.429059993038532,328039,8800,319239,119,3977,1.07740626655961,0.895629567594231,1.29607630790928
NHL,MLH1,missense,-0.128010059391607,0.13235645060732,0.333463319976347,321794,2555,319239,59,9338,0.879844528399463,0.678803264980569,1.14042821254938
NHL,MLH1,pLoF,0.581975222441373,0.826507312413984,0.481346824932102,321794,2555,319239,1,118,1.78956974035251,0.354180240011027,9.04217540618769
NHL,MITF,missense,0.171198821742958,0.165398556417478,0.300636961508367,321794,2555,319239,37,3977,1.18672667263303,0.858149980836888,1.64111195826776
leukemias,MLH1,missense,0.264240153419096,0.129854460490974,0.0418614694098843,321103,1864,319239,62,9338,1.3024409443916,1.00977757883373,1.67992679693573
leukemias,MLH1,pLoF,1.74309922549778,0.550871018724114,0.00155477740504576,321103,1864,319239,3,118,5.71502816502388,1.94140486588376,16.823665944686
leukemias,MITF,missense,0.0980358337797261,0.199944775314545,0.623911328217728,321103,1864,319239,25,3977,1.10300230914214,0.745389241870933,1.63218628017649
oral,MLH1,missense,0.0268567557986414,0.186975602574178,0.885786525583357,320349,1110,319239,29,9338,1.02722064882281,0.712048899230138,1.48189578343398
oral,MITF,missense,0.178920734388452,0.247701455949944,0.470095231375196,320349,1110,319239,16,3977,1.1959259446094,0.735970532667311,1.94333713308655
neck,MLH1,missense,0.229492410563646,0.219035511570164,0.294758110683652,319892,653,319239,21,9338,1.25796131996969,0.818886897096233,1.93246062203622
neck,MITF,missense,0.505600013881244,0.274404060683332,0.0653964376542535,319892,653,319239,13,3977,1.65798003310501,0.968291537186993,2.8389154346642
anus,MLH1,missense,0.22870875320855,0.296014301494414,0.439742937675197,319582,343,319239,11,9338,1.25697589549687,0.703653932647707,2.24540548777293
anus,MITF,missense,0.405375234045301,0.391050489727369,0.299907652945553,319582,343,319239,6,3977,1.49986519496353,0.696930461175503,3.22786235985243
bladder,MLH1,missense,-0.00126279899533252,0.113064450718843,0.991088738609572,322524,3285,319239,82,9338,0.998737997999802,0.800222831810512,1.24649978605565
bladder,MLH1,pLoF,1.59741382618225,0.456273707368745,0.000463517457436939,322524,3285,319239,5,118,4.94023957102209,2.02007328942184,12.0817235428511
bladder,MITF,missense,-0.0272390818324233,0.161919664897846,0.866405563724918,322524,3285,319239,39,3977,0.97312855635161,0.708506678657421,1.33658470091127
brain,MLH1,missense,0.0542984113933383,0.200258665136087,0.786282294351583,320187,948,319239,25,9338,1.05579961778565,0.713051693448629,1.56329876663651
brain,MITF,missense,0.266175132614316,0.255466834210887,0.297450352079715,320187,948,319239,15,3977,1.30496358035896,0.790941981906871,2.15304027984165
breast,MLH1,missense,-0.0619936906023534,0.0480894305349034,0.197351717243436,191078,19950,171128,504,5077,0.939888816904671,0.855347685935846,1.03278585149375
breast,MLH1,pLoF,0.0770977770340041,0.392199698869002,0.844157898619731,191078,19950,171128,7,64,1.08014768486639,0.50077443566365,2.32982943623315
breast,MITF,pLoF,0.798043613012114,0.764175234222314,0.296337282507697,191078,19950,171128,2,8,2.22119116547622,0.496728180044574,9.93237426784778
breast,MITF,missense,0.110358524769439,0.0638656316287293,0.083991836433536,191078,19950,171128,285,2175,1.11667835554848,0.985293401055094,1.26558297093552
bone,MLH1,missense,0.584434560461201,0.373682813795761,0.117820937172191,319367,128,319239,7,9338,1.79397631365969,0.862456732786554,3.73160866119475
bone,MITF,missense,0.797689417970054,0.523976314853204,0.127914679007109,319367,128,319239,3,3977,2.22040456989029,0.79510166826503,6.20071199793572
prostate,MLH1,missense,-0.0532893229373733,0.055416429999549,0.336242556831037,162843,14732,148111,405,4261,0.948105664080897,0.850523250655687,1.05688392359562
prostate,MLH1,pLoF,0.568856635864061,0.373626806808119,0.127877263276789,162843,14732,148111,9,54,1.76624643367543,0.849218767539676,3.6735251076813
prostate,MITF,missense,0.0581115830252072,0.0791158169572568,0.462636240413483,162843,14732,148111,191,1802,1.05983324851275,0.907599053607828,1.23760212198109
cervix,MLH1,missense,0.0739202135959313,0.0768494852607585,0.33610837787325,177390,6262,171128,185,5077,1.07672089438065,0.926165800872277,1.25174983065018
cervix,MLH1,pLoF,0.56383450532055,0.49316671219766,0.252916577077657,177390,6262,171128,4,64,1.75739835022561,0.668476197464641,4.62013303254385
cervix,MITF,missense,0.188837378960219,0.105057378447212,0.0722611982857708,177390,6262,171128,96,2175,1.20784451557993,0.983073589867499,1.48400728984404
endometrium,MLH1,missense,0.278693752226652,0.116114685407463,0.0163879343906094,173443,2315,171128,79,5077,1.32140260529199,1.05244197114649,1.65909845211734
endometrium,MLH1,pLoF,2.5760214382146,0.360633664589887,9.1287670574523e-13,173443,2315,171128,9,64,13.1447368401647,6.4830588517279,26.6516332103221
endometrium,MITF,missense,-0.00438924018566075,0.186701162656255,0.98124390680876,173443,2315,171128,29,2175,0.995620378451062,0.690515544206284,1.43553602276462
esophagus,MLH1,missense,0.0129864662258108,0.177800173877368,0.941774548807568,320519,1280,319239,32,9338,1.01307115659076,0.714983744852357,1.43543566648228
esophagus,MLH1,pLoF,1.23287151691327,0.834546360201109,0.139596464782,320519,1280,319239,1,118,3.43106777333916,0.668439563600439,17.6115040256406
esophagus,MITF,missense,0.194208757147537,0.22861524677078,0.395602874703618,320519,1280,319239,19,3977,1.21434976068982,0.775793507462742,1.90082196757524
eye,MLH1,missense,-0.0690163890297273,0.274470710459504,0.801464161780838,319770,531,319239,13,9338,0.933311383884842,0.545000211447734,1.59829321345608
eye,MITF,missense,0.451467352044171,0.30986462458609,0.145121196114411,319770,531,319239,10,3977,1.57061514079132,0.855682269506835,2.88288306114449
HL,MLH1,missense,-0.227351396454837,0.296278510265931,0.442869271784583,319762,523,319239,11,9338,0.796640796348372,0.445727898600134,1.4238205874026
HL,MLH1,pLoF,2.06845467223605,0.814863901234732,0.0111359004107321,319762,523,319239,1,118,7.91258612617781,1.60215688331981,39.0779578804105
HL,MITF,missense,-0.176880486061611,0.425326527396035,0.677505230877513,319762,523,319239,5,3977,0.837879916868031,0.364035036656288,1.92850326039806
kidney,MLH1,missense,0.281975881332258,0.122384915779549,0.0212221686914243,321315,2076,319239,70,9338,1.32574674435595,1.04300487930595,1.6851353862697
kidney,MLH1,pLoF,0.720054320513015,0.824589450615243,0.382538998548035,321315,2076,319239,1,118,2.05454481154093,0.408153763307382,10.342068999743
kidney,MITF,missense,0.483282701162805,0.157788645234161,0.00219241090535752,321315,2076,319239,41,3977,1.62138820855947,1.19008250819135,2.2090062703728
liver,MLH1,missense,-0.219832447255629,0.255730180563326,0.389994946888359,319955,716,319239,15,9338,0.802653273455041,0.486239299277115,1.32496957433489
liver,MLH1,pLoF,1.7911060690424,0.823065724170044,0.0295448097132505,319955,716,319239,1,118,5.99608087940258,1.19473797404586,30.0927790807434
liver,MITF,missense,-0.187716794634666,0.365373977184539,0.607415471813983,319955,716,319239,7,3977,0.828849408596338,0.405012790535754,1.69622134950786
lung,MLH1,missense,0.0765392337417739,0.0889345859589725,0.389445196464457,324021,4782,319239,135,9338,1.07954454407819,0.90685804488423,1.28511449969853
lung,MLH1,pLoF,0.458142668844329,0.650780807712403,0.4814394911317,324021,4782,319239,2,118,1.58113456561187,0.441594041936511,5.66127772831695
lung,MITF,missense,0.255416466538275,0.116474705145611,0.0283151504708999,324021,4782,319239,77,3977,1.29099916688411,1.02750161518473,1.62206932258283
non_melanoma,MLH1,missense,-0.0300139472492154,0.0374842110269583,0.423300098274272,355230,35991,319239,851,9338,0.97043199859719,0.901692567881383,1.044411695789
non_melanoma,MLH1,pLoF,0.185590632936397,0.289527746137503,0.521515170742629,355230,35991,319239,14,118,1.20392931047917,0.682581515777679,2.12347646563425
non_melanoma,MITF,pLoF,0.216408764915398,0.60748008580799,0.721660765665215,355230,35991,319239,3,20,1.24160980181088,0.377482780994278,4.08388137835675
non_melanoma,MITF,missense,0.137560808085436,0.0483319927558189,0.0044249312259196,355230,35991,319239,520,3977,1.14747147939441,1.04376236412704,1.26148522046475
melanoma,MLH1,missense,-0.023621848887468,0.0796553851951428,0.76680966294991,326171,6932,319239,165,9338,0.976654963097584,0.835484456420772,1.1416788303034
melanoma,MLH1,pLoF,0.0366233667898629,0.643803234832889,0.95463603636391,326171,6932,319239,2,118,1.03730226477506,0.293696667747041,3.6636302235278
melanoma,MITF,missense,0.726452456903901,0.0778656382196892,1.0630728235993e-20,326171,6932,319239,178,3977,2.06773221187258,1.77506778398729,2.40864970824466
myeloma,MLH1,missense,0.224043256486132,0.156384203074611,0.151958931021231,320407,1168,319239,44,9338,1.25112513753504,0.920844450191366,1.69986810415892
myeloma,MITF,missense,0.358990181038248,0.222933302927514,0.10733171041516,320407,1168,319239,20,3977,1.43188274190076,0.925009692030089,2.21650454499945
ovary,MLH1,missense,0.0162501041754307,0.151477445374623,0.914568925415387,172834,1706,171128,45,5077,1.01638285521623,0.755300018454827,1.36771360139889
ovary,MLH1,pLoF,1.46735058761853,0.652355250026257,0.0244926435839912,172834,1706,171128,2,64,4.33772747463845,1.20774839126487,15.5793042493954
ovary,MITF,missense,0.110047922121394,0.204396427578812,0.590297936072048,172834,1706,171128,24,2175,1.11633156615388,0.747843375106694,1.66638658183443
pancreas,MLH1,missense,-0.259707196400774,0.181196049995807,0.151773859402091,320720,1481,319239,31,9338,0.771277385538953,0.540724739786591,1.10013239948774
pancreas,MLH1,pLoF,1.67487600089492,0.644282987538505,0.00933333475090494,320720,1481,319239,2,118,5.33813318429484,1.50999229696718,18.8713981856089
pancreas,MITF,missense,-0.00568238598839474,0.234155008986708,0.980639136898438,320720,1481,319239,18,3977,0.994333728230015,0.628375242909338,1.57342220950365
stomach,MLH1,missense,0.0825736758468477,0.192295739428521,0.667625020012318,320160,921,319239,28,9338,1.08607868825854,0.745038750535577,1.58322894781171
stomach,MLH1,pLoF,1.58398038710666,0.822258623948576,0.0540572737867395,320160,921,319239,1,118,4.87431892553219,0.972760958389553,24.4242789381014
stomach,MITF,missense,0.0862484763633692,0.284239335654217,0.761557535480344,320160,921,319239,12,3977,1.09007715306374,0.624471001958325,1.90283967695086
testis,MLH1,missense,-0.254945218051028,0.263346885629472,0.332996140182524,148857,746,148111,14,4261,0.774958950559938,0.462506055415276,1.29849408028556
testis,MITF,missense,0.233303472176281,0.296569109070945,0.431472205047202,148857,746,148111,11,1802,1.26276463511771,0.706126202395481,2.25820047223072
thyroid,MLH1,missense,-0.00622609479247157,0.202537530875408,0.975476532149887,320119,880,319239,25,9338,0.993793247173255,0.668183554620027,1.47807441727414
thyroid,MLH1,pLoF,1.53057728230198,0.819952172504639,0.0619481695413566,320119,880,319239,1,118,4.62084358370974,0.926353428551485,23.0497289339117
thyroid,MITF,missense,0.130845629307213,0.284049996104633,0.645054788830547,320119,880,319239,12,3977,1.13979181727803,0.653193327608632,1.98888343132669
