Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
OR11H1	pLoF	0.01	4.934098E-01	-0.00423082	0.00617733	656	21	635	4	9
OR11H1	pLoF	0.500000	4.934098E-01	-0.00423082	0.00617733	656	21	635	4	9
OR11H1	missense	0.01	2.243506E-01	-0.00954168	0.00785297	613	22	591	4	23
OR11H1	missense	0.500000	2.243506E-01	-0.00954168	0.00785297	613	22	591	4	23
OR11H1	synonymous	0.01	2.143510E-01	0.0107235	0.00863623	536	29	507	8	50
OR11H1	synonymous	0.500000	2.143510E-01	0.0107235	0.00863623	536	29	507	8	50
OR11H1	pLoF;missense	0.01	1.969467E-01	-0.00626921	0.00485873	1269	43	1226	8	32
OR11H1	pLoF;missense	0.500000	1.969467E-01	-0.00626921	0.00485873	1269	43	1226	8	32
OR11H1	missense;synonymous	0.01	9.484688E-01	-0.000376154	0.00582014	1149	51	1098	12	73
OR11H1	missense;synonymous	0.500000	9.484688E-01	-0.000376154	0.00582014	1149	51	1098	12	73
OR11H1	pLoF;missense;synonymous;other	0.01	6.053998E-01	-0.0021897	0.00423825	1805	72	1733	16	82
OR11H1	pLoF;missense;synonymous;other	0.500000	6.053998E-01	-0.0021897	0.00423825	1805	72	1733	16	82
OR11H1	Cauchy	NA	0.630713	NA	NA	NA	NA	NA	NA	NA
POTEH	pLoF	0.01	7.507157E-01	-0.00247354	0.00778588	587	22	565	7	51
POTEH	pLoF	0.500000	7.507157E-01	-0.00247354	0.00778588	587	22	565	7	51
POTEH	missense	0.01	4.914063E-01	0.0100365	0.0145864	161	8	153	4	26
POTEH	missense	0.5	6.930294E-01	0.00113789	0.00288258	9647	488	9159	5	26
POTEH	synonymous	0.01	6.839981E-01	-0.00121865	0.00299413	5177	181	4996	30	60
POTEH	synonymous	0.5	6.839982E-01	-0.00121865	0.00299413	243490	10619	232871	31	60
POTEH	pLoF;missense	0.01	9.685277E-01	0.000271538	0.00688223	748	30	718	11	77
POTEH	pLoF;missense	0.5	7.958904E-01	0.000700606	0.0027085	10234	510	9724	12	77
POTEH	missense;synonymous	0.01	7.935397E-01	-0.000768327	0.00293572	5338	189	5149	34	86
POTEH	missense;synonymous	0.5	9.989682E-01	2.69452e-06	0.00208368	253137	11107	242030	36	86
POTEH	pLoF;missense;synonymous;other	0.01	8.252234E-01	-0.000604012	0.00273517	5987	216	5771	44	147
POTEH	pLoF;missense;synonymous;other	0.5	9.855148E-01	3.64949e-05	0.00201013	253786	11134	242652	46	147
POTEH	Cauchy	NA	0.989054	NA	NA	NA	NA	NA	NA	NA
CCT8L2	pLoF	0.01	1.077553E-01	-0.0096865	0.00602257	1543	41	1502	4	46
CCT8L2	pLoF	0.5	1.210914E-01	0.00479258	0.00309157	10893	429	10464	5	46
CCT8L2	missense	0.01	5.992809E-01	0.00181349	0.00345141	3908	169	3739	19	77
CCT8L2	missense	0.500000	5.992809E-01	0.00181349	0.00345141	3908	169	3739	19	77
CCT8L2	synonymous	0.01	9.833756E-01	-5.2395e-05	0.00251451	7489	294	7195	41	123
CCT8L2	synonymous	0.5	7.662700E-01	-0.000719959	0.00242201	55271	2195	53076	42	123
CCT8L2	pLoF;missense	0.01	7.299125E-01	-0.0010377	0.00300571	5451	210	5241	23	123
CCT8L2	pLoF;missense	0.5	1.280598E-01	0.00354312	0.00232825	14801	598	14203	24	123
CCT8L2	missense;synonymous	0.01	7.668286E-01	0.000607498	0.00204872	11396	463	10933	60	200
CCT8L2	missense;synonymous	0.5	9.516566E-01	0.000121339	0.00200142	59178	2364	56814	61	200
CCT8L2	pLoF;missense;synonymous;other	0.01	8.124849E-01	-0.000461887	0.00194707	12939	504	12435	64	246
CCT8L2	pLoF;missense;synonymous;other	0.5	3.612361E-01	0.00156629	0.00171552	70071	2793	67278	66	246
CCT8L2	Cauchy	NA	0.84549	NA	NA	NA	NA	NA	NA	NA
XKR3	pLoF	0.01	5.516901E-01	-0.00976882	0.0164118	135	5	130	3	40
XKR3	pLoF	0.500000	5.516901E-01	-0.00976882	0.0164118	135	5	130	3	40
XKR3	missense	0.01	6.516990E-02	0.0588454	0.0319103	45	4	41	0	17
XKR3	missense	0.500000	6.516990E-02	0.0588454	0.0319103	45	4	41	0	17
XKR3	synonymous	0.01	1.996736E-01	-0.00870868	0.00679049	920	31	889	12	110
XKR3	synonymous	0.5	1.996880E-01	-0.0087084	0.00679049	205482	9562	195920	13	110
