Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
C7orf50	pLoF	0.01	5.707605E-01	-0.008019	0.0141446	208	7	201	6	36
C7orf50	pLoF	0.5	7.213386E-01	-0.00107674	0.00301887	8893	421	8472	7	36
C7orf50	missense	0.01	5.975723E-01	-0.00355362	0.00673168	1057	35	1022	15	51
C7orf50	missense	0.500000	5.975723E-01	-0.00355362	0.00673168	1057	35	1022	15	51
C7orf50	synonymous	0.01	8.654718E-01	0.000869854	0.00513452	1613	68	1545	16	63
C7orf50	synonymous	0.500000	8.654718E-01	0.000869854	0.00513452	1613	68	1545	16	63
C7orf50	pLoF;missense	0.01	4.713732E-01	-0.00438546	0.00608883	1265	42	1223	21	87
C7orf50	pLoF;missense	0.5	5.878131E-01	-0.00149612	0.00276034	9950	456	9494	22	87
C7orf50	missense;synonymous	0.01	8.585004E-01	-0.00072925	0.0040904	2668	103	2565	31	114
C7orf50	missense;synonymous	0.500000	8.585004E-01	-0.00072925	0.0040904	2668	103	2565	31	114
C7orf50	pLoF;missense;synonymous;other	0.01	8.202157E-01	-0.000886779	0.00390192	2928	113	2815	39	163
C7orf50	pLoF;missense;synonymous;other	0.5	7.401945E-01	-0.000806654	0.00243264	11613	527	11086	40	163
C7orf50	Cauchy	NA	0.763341	NA	NA	NA	NA	NA	NA	NA
GPER1	pLoF	0.01	5.533068E-01	0.0143226	0.0241605	62	4	58	0	25
GPER1	pLoF	0.500000	5.533068E-01	0.0143226	0.0241605	62	4	58	0	25
GPER1	missense	0.01	4.615400E-01	-0.00429186	0.00582885	1154	46	1108	19	133
GPER1	missense	0.500000	4.615400E-01	-0.00429186	0.00582885	1154	46	1108	19	133
GPER1	synonymous	0.01	5.342734E-01	0.00172077	0.00276876	6316	255	6061	42	124
GPER1	synonymous	0.5	6.405284E-01	0.0011889	0.00254604	275060	12561	262499	46	124
GPER1	pLoF;missense	0.01	5.619533E-01	-0.00329201	0.00567643	1216	50	1166	19	158
GPER1	pLoF;missense	0.500000	5.619533E-01	-0.00329201	0.00567643	1216	50	1166	19	158
GPER1	missense;synonymous	0.01	7.954640E-01	0.000649817	0.0025068	7469	301	7168	61	257
GPER1	missense;synonymous	0.5	8.839736E-01	0.000341587	0.0023407	276213	12607	263606	65	257
GPER1	pLoF;missense;synonymous;other	0.01	7.891512E-01	0.000667529	0.00249625	7531	304	7227	61	283
GPER1	pLoF;missense;synonymous;other	0.5	8.775529E-01	0.000359318	0.00233214	276275	12610	263665	65	283
GPER1	Cauchy	NA	0.70105	NA	NA	NA	NA	NA	NA	NA
FAM20C	pLoF	0.01	4.930154E-01	0.0147406	0.0215027	95	5	90	3	33
FAM20C	pLoF	0.500000	4.930154E-01	0.0147406	0.0215027	95	5	90	3	33
FAM20C	missense	0.01	5.451941E-01	-0.0014175	0.00234307	8026	355	7671	40	274
FAM20C	missense	0.5	6.565291E-01	0.000837619	0.00188352	20905	1010	19895	41	274
FAM20C	synonymous	0.01	2.198776E-01	-0.00248207	0.00202312	12687	447	12240	61	211
FAM20C	synonymous	0.5	8.660753E-01	0.000179173	0.00106242	508598	22332	486266	70	211
FAM20C	pLoF;missense	0.01	5.967102E-01	-0.00123066	0.00232578	8121	360	7761	43	307
FAM20C	pLoF;missense	0.5	6.169809E-01	0.000937549	0.0018746	21000	1015	19985	44	307
FAM20C	missense;synonymous	0.01	1.840898E-01	-0.00204173	0.00153714	20710	802	19908	101	485
FAM20C	missense;synonymous	0.5	7.176606E-01	0.000330714	0.000914617	529500	23342	506158	111	485
FAM20C	pLoF;missense;synonymous;other	0.01	2.549032E-01	-0.00173983	0.00152815	20911	815	20096	106	541
FAM20C	pLoF;missense;synonymous;other	0.5	6.388243E-01	0.000428209	0.000912358	529701	23355	506346	116	541
FAM20C	Cauchy	NA	0.530092	NA	NA	NA	NA	NA	NA	NA
FOXL3	pLoF	0.01	3.405518E-01	-0.0133645	0.0140225	204	6	198	4	33
FOXL3	pLoF	0.500000	3.405518E-01	-0.0133645	0.0140225	204	6	198	4	33
FOXL3	missense	0.01	8.615459E-01	0.00087586	0.00502195	1674	71	1603	22	122
FOXL3	missense	0.5	8.615190E-01	0.00087603	0.00502193	192273	9037	183236	23	122
FOXL3	synonymous	0.01	6.162861E-01	-0.00156887	0.00313073	6366	242	6124	15	84
FOXL3	synonymous	0.5	6.476976E-01	0.00104244	0.00228123	12153	534	11619	16	84
FOXL3	pLoF;missense	0.01	8.724932E-01	-0.000759688	0.00473348	1878	77	1801	26	155
FOXL3	pLoF;missense	0.5	8.725195E-01	-0.000759528	0.00473347	192477	9043	183434	27	155
FOXL3	missense;synonymous	0.01	7.443919E-01	-0.000868171	0.00266275	8038	313	7725	37	206
FOXL3	missense;synonymous	0.5	6.202750E-01	0.00103169	0.00208228	204424	9571	194853	39	206
FOXL3	pLoF;missense;synonymous;other	0.01	5.674710E-01	-0.00147936	0.00258729	8406	324	8082	43	243
FOXL3	pLoF;missense;synonymous;other	0.5	7.755449E-01	0.000583243	0.00204554	204792	9582	195210	45	243
FOXL3	Cauchy	NA	0.744161	NA	NA	NA	NA	NA	NA	NA
PDGFA	pLoF	0.01	6.016840E-01	-0.0425422	0.0815015	6	0	6	0	6
PDGFA	pLoF	0.500000	6.016840E-01	-0.0425422	0.0815015	6	0	6	0	6
PDGFA	missense	0.01	8.049868E-01	0.00139922	0.0056672	1312	56	1256	15	92
PDGFA	missense	0.500000	8.049868E-01	0.00139922	0.0056672	1312	56	1256	15	92
PDGFA	synonymous	0.01	2.024129E-01	0.00434476	0.00340844	5867	238	5629	22	71
