Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
C7orf50	pLoF	0.01	5.069379E-01	-0.00838231	0.0126313	210	9	201	6	36
C7orf50	pLoF	0.5	6.369963E-01	-0.00127132	0.00269403	9018	546	8472	7	36
C7orf50	missense	0.01	8.477895E-01	0.00116718	0.00608097	1071	49	1022	15	50
C7orf50	missense	0.500000	8.477895E-01	0.00116718	0.00608097	1071	49	1022	15	50
C7orf50	synonymous	0.01	6.783919E-01	-0.00193886	0.00467581	1624	79	1545	16	64
C7orf50	synonymous	0.500000	6.783919E-01	-0.00193886	0.00467581	1624	79	1545	16	64
C7orf50	pLoF;missense	0.01	9.099623E-01	-0.000620677	0.00548853	1281	58	1223	21	86
C7orf50	pLoF;missense	0.5	7.236722E-01	-0.000872713	0.00246839	10089	595	9494	22	86
C7orf50	missense;synonymous	0.01	8.389397E-01	-0.000754837	0.00371384	2693	128	2565	31	114
C7orf50	missense;synonymous	0.500000	8.389397E-01	-0.000754837	0.00371384	2693	128	2565	31	114
C7orf50	pLoF;missense;synonymous;other	0.01	6.819898E-01	-0.00145062	0.00354025	2954	139	2815	38	164
C7orf50	pLoF;missense;synonymous;other	0.5	6.025736E-01	-0.00113744	0.00218444	11762	676	11086	39	164
C7orf50	Cauchy	NA	0.779605	NA	NA	NA	NA	NA	NA	NA
GPER1	pLoF	0.01	2.697246E-01	0.0237183	0.0214899	64	6	58	1	25
GPER1	pLoF	0.500000	2.697246E-01	0.0237183	0.0214899	64	6	58	1	25
GPER1	missense	0.01	3.157312E-01	-0.00522771	0.00521068	1166	58	1108	19	134
GPER1	missense	0.500000	3.157312E-01	-0.00522771	0.00521068	1166	58	1108	19	134
GPER1	synonymous	0.01	2.887401E-01	0.00265388	0.00250156	6389	324	6065	43	123
GPER1	synonymous	0.5	3.687575E-01	0.00206552	0.00229808	278624	16121	262503	47	123
GPER1	pLoF;missense	0.01	4.721113E-01	-0.00364702	0.00507201	1230	64	1166	20	159
GPER1	pLoF;missense	0.500000	4.721113E-01	-0.00364702	0.00507201	1230	64	1166	20	159
GPER1	missense;synonymous	0.01	5.912137E-01	0.00121399	0.00226037	7554	382	7172	62	257
GPER1	missense;synonymous	0.5	6.660025E-01	0.000910514	0.00210943	279789	16179	263610	66	257
GPER1	pLoF;missense;synonymous;other	0.01	5.452349E-01	0.00136131	0.00225041	7618	387	7231	63	283
GPER1	pLoF;missense;synonymous;other	0.5	6.202126E-01	0.00104133	0.00210138	279853	16184	263669	67	283
GPER1	Cauchy	NA	0.420535	NA	NA	NA	NA	NA	NA	NA
FAM20C	pLoF	0.01	2.878726E-01	0.0204111	0.019205	97	7	90	3	33
FAM20C	pLoF	0.500000	2.878726E-01	0.0204111	0.019205	97	7	90	3	33
FAM20C	missense	0.01	2.474134E-01	-0.00242645	0.00209782	8116	445	7671	41	273
FAM20C	missense	0.5	4.350976E-01	-0.00131479	0.00168455	21146	1251	19895	42	273
FAM20C	synonymous	0.01	1.018936E-01	-0.00300369	0.00183629	12788	548	12240	63	213
FAM20C	synonymous	0.5	3.459061E-01	-0.000901569	0.000956511	514544	28278	486266	72	213
FAM20C	pLoF;missense	0.01	3.004732E-01	-0.00215568	0.00208194	8213	452	7761	44	306
FAM20C	pLoF;missense	0.5	4.926415E-01	-0.00115014	0.00167632	21243	1258	19985	45	306
FAM20C	missense;synonymous	0.01	4.236621E-02	-0.00281601	0.00138726	20900	992	19908	104	486
FAM20C	missense;synonymous	0.5	2.269622E-01	-0.000993105	0.000821957	535686	29528	506158	114	486
FAM20C	pLoF;missense;synonymous;other	0.01	7.261986E-02	-0.00247515	0.00137875	21105	1009	20096	109	542
FAM20C	pLoF;missense;synonymous;other	0.5	2.833687E-01	-0.000879426	0.000819762	535891	29545	506346	119	542
FAM20C	Cauchy	NA	0.166383	NA	NA	NA	NA	NA	NA	NA
FOXL3	pLoF	0.01	9.774806E-01	-0.000355525	0.0125949	209	11	198	4	32
FOXL3	pLoF	0.500000	9.774806E-01	-0.000355525	0.0125949	209	11	198	4	32
FOXL3	missense	0.01	3.897332E-01	0.00385193	0.00447846	1701	98	1603	22	120
FOXL3	missense	0.5	3.897959E-01	0.00385141	0.00447844	194830	11594	183236	23	120
FOXL3	synonymous	0.01	8.264772E-01	-0.00061913	0.00282422	6429	305	6124	15	85
FOXL3	synonymous	0.5	5.518752E-01	0.00121731	0.00204606	12297	678	11619	16	85
FOXL3	pLoF;missense	0.01	4.236773E-01	0.00337994	0.00422462	1910	109	1801	26	152
FOXL3	pLoF;missense	0.5	4.237392E-01	0.00337947	0.0042246	195039	11605	183434	27	152
FOXL3	missense;synonymous	0.01	7.796972E-01	0.000669718	0.0023943	8128	403	7725	37	205
FOXL3	missense;synonymous	0.5	3.654245E-01	0.0016883	0.00186536	207125	12272	194853	39	205
FOXL3	pLoF;missense;synonymous;other	0.01	8.759918E-01	0.000363007	0.00232619	8502	420	8082	43	241
FOXL3	pLoF;missense;synonymous;other	0.5	4.248308E-01	0.00146261	0.00183269	207499	12289	195210	45	241
FOXL3	Cauchy	NA	0.885066	NA	NA	NA	NA	NA	NA	NA
PDGFA	pLoF	0.01	5.705049E-01	-0.0431453	0.0760527	6	0	6	0	6
PDGFA	pLoF	0.500000	5.705049E-01	-0.0431453	0.0760527	6	0	6	0	6
PDGFA	missense	0.01	6.542892E-01	-0.00228665	0.00510628	1321	65	1256	15	91
PDGFA	missense	0.500000	6.542892E-01	-0.00228665	0.00510628	1321	65	1256	15	91
PDGFA	synonymous	0.01	1.630897E-01	0.00431366	0.00309277	5923	294	5629	22	71
PDGFA	synonymous	0.5	2.547129E-01	0.00225114	0.00197646	142356	7806	134550	24	71
PDGFA	pLoF;missense	0.01	6.371373E-01	-0.00240526	0.00509908	1326	65	1261	15	97
PDGFA	pLoF;missense	0.500000	6.371373E-01	-0.00240526	0.00509908	1326	65	1261	15	97
PDGFA	missense;synonymous	0.01	3.353293E-01	0.00255261	0.00264949	7243	359	6884	37	162
PDGFA	missense;synonymous	0.5	3.671098E-01	0.00166369	0.00184464	143676	7871	135805	39	162
PDGFA	pLoF;missense;synonymous;other	0.01	2.658839E-01	0.00265911	0.00239002	8639	426	8213	44	225
PDGFA	pLoF;missense;synonymous;other	0.5	3.004876E-01	0.00181449	0.00175248	145072	7938	137134	46	225
PDGFA	Cauchy	NA	0.422833	NA	NA	NA	NA	NA	NA	NA
PRKAR1B	pLoF	0.01	3.553828E-01	0.0374539	0.0405258	18	2	16	0	14
PRKAR1B	pLoF	0.500000	3.553828E-01	0.0374539	0.0405258	18	2	16	0	14
PRKAR1B	missense	0.01	6.241469E-01	-0.00255417	0.00521279	1236	62	1174	22	167
PRKAR1B	missense	0.500000	6.241469E-01	-0.00255417	0.00521279	1236	62	1174	22	167
