Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
TUBA3C	pLoF	0.01	1.376557E-01	-0.0112548	0.00758118	569	16	553	12	40
TUBA3C	pLoF	0.500000	1.376557E-01	-0.0112548	0.00758118	569	16	553	12	40
TUBA3C	missense	0.01	9.208204E-01	-0.000338663	0.00340706	3455	166	3289	32	205
TUBA3C	missense	0.5	6.742332E-01	-0.000797502	0.00189725	15275	767	14508	34	205
TUBA3C	synonymous	0.01	6.523854E-01	-0.00126355	0.00280507	5296	220	5076	50	124
TUBA3C	synonymous	0.5	5.165258E-01	0.000485516	0.000748433	264329	12229	252100	57	124
TUBA3C	pLoF;missense	0.01	4.985646E-01	-0.00210767	0.0031144	4021	182	3839	44	245
TUBA3C	pLoF;missense	0.5	4.503229E-01	-0.00139095	0.00184262	15841	783	15058	46	245
TUBA3C	missense;synonymous	0.01	6.496815E-01	-0.000987669	0.0021745	8747	385	8362	82	329
TUBA3C	missense;synonymous	0.5	6.574437E-01	0.000314085	0.000708284	279600	12995	266605	91	329
TUBA3C	pLoF;missense;synonymous;other	0.01	3.740298E-01	-0.00182767	0.00205599	9389	403	8986	97	374
TUBA3C	pLoF;missense;synonymous;other	0.5	7.768910E-01	0.000199458	0.000703873	280242	13013	267229	106	374
TUBA3C	Cauchy	NA	0.56379	NA	NA	NA	NA	NA	NA	NA
TPTE2	pLoF	0.01	9.530708E-01	-0.000311273	0.00528918	1369	63	1306	11	51
TPTE2	pLoF	0.500000	9.530708E-01	-0.000311273	0.00528918	1369	63	1306	11	51
TPTE2	missense	0.01	5.470181E-01	-0.00338674	0.00562362	1370	51	1319	19	74
TPTE2	missense	0.500000	5.470181E-01	-0.00338674	0.00562362	1370	51	1319	19	74
TPTE2	synonymous	0.01	9.293087E-01	0.000251875	0.00283916	4314	206	4108	25	85
TPTE2	synonymous	0.5	8.576035E-01	-0.000409793	0.00228391	11349	441	10908	26	85
TPTE2	pLoF;missense	0.01	6.547835E-01	-0.00169864	0.00379902	2739	114	2625	30	125
TPTE2	pLoF;missense	0.500000	6.547835E-01	-0.00169864	0.00379902	2739	114	2625	30	125
TPTE2	missense;synonymous	0.01	8.507644E-01	-0.000475288	0.0025262	5684	257	5427	44	159
TPTE2	missense;synonymous	0.5	6.962879E-01	-0.00082678	0.00211812	12719	492	12227	45	159
TPTE2	pLoF;missense;synonymous;other	0.01	5.749424E-01	-0.00123004	0.00219342	7572	336	7236	63	226
TPTE2	pLoF;missense;synonymous;other	0.5	4.847505E-01	-0.00133568	0.00191171	14607	571	14036	64	226
TPTE2	Cauchy	NA	0.853522	NA	NA	NA	NA	NA	NA	NA
MPHOSPH8	pLoF	0.01	5.917955E-01	0.0101049	0.0188441	124	6	118	2	62
MPHOSPH8	pLoF	0.500000	5.917955E-01	0.0101049	0.0188441	124	6	118	2	62
MPHOSPH8	missense	0.01	8.825151E-01	-0.000560138	0.00379031	3555	130	3425	21	236
