Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
OR11H1	pLoF	0.01	3.325108E-01	-0.00547462	0.00564936	659	24	635	4	9
OR11H1	pLoF	0.500000	3.325108E-01	-0.00547462	0.00564936	659	24	635	4	9
OR11H1	missense	0.01	4.500935E-01	0.00525592	0.0069591	632	41	591	4	23
OR11H1	missense	0.500000	4.500935E-01	0.00525592	0.0069591	632	41	591	4	23
OR11H1	synonymous	0.01	2.453439E-01	0.00901529	0.0077602	542	35	507	9	50
OR11H1	synonymous	0.500000	2.453439E-01	0.00901529	0.0077602	542	35	507	9	50
OR11H1	pLoF;missense	0.01	7.824272E-01	-0.00121215	0.00438933	1291	65	1226	8	32
OR11H1	pLoF;missense	0.500000	7.824272E-01	-0.00121215	0.00438933	1291	65	1226	8	32
OR11H1	missense;synonymous	0.01	1.795273E-01	0.00696533	0.00518944	1174	76	1098	13	73
OR11H1	missense;synonymous	0.500000	1.795273E-01	0.00696533	0.00518944	1174	76	1098	13	73
OR11H1	pLoF;missense;synonymous;other	0.01	7.386057E-01	0.00127598	0.00382372	1833	100	1733	17	82
OR11H1	pLoF;missense;synonymous;other	0.500000	7.386057E-01	0.00127598	0.00382372	1833	100	1733	17	82
OR11H1	Cauchy	NA	0.43763	NA	NA	NA	NA	NA	NA	NA
POTEH	pLoF	0.01	2.890751E-01	-0.0073933	0.00697381	589	24	565	7	49
POTEH	pLoF	0.500000	2.890751E-01	-0.0073933	0.00697381	589	24	565	7	49
POTEH	missense	0.01	8.275014E-01	-0.00288026	0.0132178	160	7	153	3	27
POTEH	missense	0.5	2.894807E-02	-0.00560996	0.00256844	9718	559	9159	4	27
POTEH	synonymous	0.01	8.678409E-01	-0.000449796	0.00270307	5225	229	4996	29	62
POTEH	synonymous	0.5	8.678403E-01	-0.000449798	0.00270307	246361	13490	232871	30	62
POTEH	pLoF;missense	0.01	2.987025E-01	-0.00642293	0.00618053	749	31	718	10	76
POTEH	pLoF;missense	0.5	1.553728E-02	-0.00584327	0.00241497	10307	583	9724	11	76
POTEH	missense;synonymous	0.01	8.360162E-01	-0.000548675	0.00265071	5385	236	5149	32	89
POTEH	missense;synonymous	0.5	8.851950E-02	-0.00318159	0.00186794	256079	14049	242030	34	89
POTEH	pLoF;missense;synonymous;other	0.01	5.923638E-01	-0.00132112	0.00246747	6035	264	5771	42	148
POTEH	pLoF;missense;synonymous;other	0.5	5.832515E-02	-0.0034113	0.00180183	256729	14077	242652	44	148
POTEH	Cauchy	NA	0.106936	NA	NA	NA	NA	NA	NA	NA
CCT8L2	pLoF	0.01	5.009156E-01	0.00362686	0.0053887	1573	71	1502	5	44
CCT8L2	pLoF	0.5	6.847421E-02	0.00506536	0.0027803	10988	524	10464	6	44
CCT8L2	missense	0.01	9.208706E-01	0.000308956	0.00311018	3942	203	3739	18	75
CCT8L2	missense	0.500000	9.208706E-01	0.000308956	0.00311018	3942	203	3739	18	75
CCT8L2	synonymous	0.01	2.588352E-01	0.00253962	0.00224915	7589	394	7195	41	122
CCT8L2	synonymous	0.5	4.315142E-01	0.00170373	0.00216594	55887	2811	53076	42	122
CCT8L2	pLoF;missense	0.01	6.700650E-01	0.00115164	0.00270302	5515	274	5241	23	119
CCT8L2	pLoF;missense	0.5	1.495229E-01	0.00301905	0.00209479	14930	727	14203	24	119
CCT8L2	missense;synonymous	0.01	3.253796E-01	0.00180707	0.00183746	11530	597	10933	59	197
CCT8L2	missense;synonymous	0.5	4.769921E-01	0.00127592	0.00179417	59828	3014	56814	60	197
CCT8L2	pLoF;missense;synonymous;other	0.01	2.480669E-01	0.00201626	0.00174559	13103	668	12435	64	241
CCT8L2	pLoF;missense;synonymous;other	0.5	1.049600E-01	0.00249571	0.00153935	70816	3538	67278	66	241
CCT8L2	Cauchy	NA	0.401048	NA	NA	NA	NA	NA	NA	NA
XKR3	pLoF	0.01	6.940971E-01	-0.00579644	0.0147379	137	7	130	3	40
XKR3	pLoF	0.500000	6.940971E-01	-0.00579644	0.0147379	137	7	130	3	40
XKR3	missense	0.01	5.984367E-01	0.0146492	0.0278158	44	3	41	1	15
XKR3	missense	0.500000	5.984367E-01	0.0146492	0.0278158	44	3	41	1	15
