Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
NKD2	pLoF	0.01	4.481714E-01	0.00188161	0.00248081	5798	322	5476	23	81
NKD2	pLoF	0.500000	4.481714E-01	0.00188161	0.00248081	5798	322	5476	23	81
NKD2	missense	0.01	8.445338E-01	0.000351802	0.00179401	12973	718	12255	42	108
NKD2	missense	0.500000	8.445338E-01	0.000351802	0.00179401	12973	718	12255	42	108
NKD2	synonymous	0.01	3.975760E-01	0.00155317	0.00183599	11357	624	10733	54	149
NKD2	synonymous	0.5	2.052360E-01	0.00206762	0.00163219	32607	1844	30763	55	149
NKD2	pLoF;missense	0.01	5.494592E-01	0.000862042	0.00144017	18771	1040	17731	65	189
NKD2	pLoF;missense	0.500000	5.494592E-01	0.000862042	0.00144017	18771	1040	17731	65	189
NKD2	missense;synonymous	0.01	4.626194E-01	0.000951242	0.00129502	24330	1342	22988	96	257
NKD2	missense;synonymous	0.5	2.899172E-01	0.00126904	0.00119913	45580	2562	43018	97	257
NKD2	pLoF;missense;synonymous;other	0.01	3.433995E-01	0.00108148	0.00114144	30252	1668	28584	123	359
NKD2	pLoF;missense;synonymous;other	0.5	2.189564E-01	0.00131934	0.00107324	51502	2888	48614	124	359
NKD2	Cauchy	NA	0.485121	NA	NA	NA	NA	NA	NA	NA
SLC12A7	pLoF	0.01	8.042646E-01	0.00314012	0.0126704	198	12	186	1	98
SLC12A7	pLoF	0.500000	8.042646E-01	0.00314012	0.0126704	198	12	186	1	98
SLC12A7	missense	0.01	6.446882E-01	-0.0009239	0.00200345	8839	457	8382	101	455
SLC12A7	missense	0.500000	6.446882E-01	-0.0009239	0.00200345	8839	457	8382	101	455
SLC12A7	synonymous	0.01	8.337656E-01	-0.000202212	0.000963489	44360	2335	42025	188	376
SLC12A7	synonymous	0.5	7.529931E-01	-0.000286992	0.000911967	751104	41957	709147	193	376
SLC12A7	pLoF;missense	0.01	6.766914E-01	-0.000826375	0.0019818	9035	469	8566	102	553
SLC12A7	pLoF;missense	0.500000	6.766914E-01	-0.000826375	0.0019818	9035	469	8566	102	553
SLC12A7	missense;synonymous	0.01	7.122426E-01	-0.000310879	0.000842842	53179	2791	50388	289	831
SLC12A7	missense;synonymous	0.5	6.475365E-01	-0.000370034	0.000809372	759923	42413	717510	294	831
SLC12A7	pLoF;missense;synonymous;other	0.01	8.272751E-01	-0.000181957	0.000833909	54203	2852	51351	297	979
SLC12A7	pLoF;missense;synonymous;other	0.5	7.551787E-01	-0.000250013	0.000801791	1.01057e+06	56501	954065	303	979
SLC12A7	Cauchy	NA	0.747111	NA	NA	NA	NA	NA	NA	NA
PLEKHG4B	pLoF	0.01	9.976530E-01	2.08206e-05	0.0070782	659	36	623	13	155
PLEKHG4B	pLoF	0.500000	9.976530E-01	2.08206e-05	0.0070782	659	36	623	13	155
PLEKHG4B	missense	0.01	8.976906E-01	-0.000306846	0.00238644	6609	387	6222	44	198
PLEKHG4B	missense	0.5	9.252451E-01	-0.000223717	0.00238431	314952	18286	296666	46	198
PLEKHG4B	synonymous	0.01	8.026399E-01	-0.000268687	0.00107504	38398	2027	36371	134	507
PLEKHG4B	synonymous	0.5	4.759422E-01	-0.000666195	0.000934559	1.15449e+06	61169	1.09332e+06	147	507
PLEKHG4B	pLoF;missense	0.01	9.042359E-01	-0.000272425	0.00226432	7268	423	6845	57	353
PLEKHG4B	pLoF;missense	0.5	9.303877E-01	-0.000197663	0.0022627	315611	18322	297289	59	353
PLEKHG4B	missense;synonymous	0.01	7.778570E-01	-0.000278127	0.00098587	45002	2414	42588	178	705
PLEKHG4B	missense;synonymous	0.5	4.850470E-01	-0.000607922	0.000870689	1.46944e+06	79455	1.38998e+06	193	705
PLEKHG4B	pLoF;missense;synonymous;other	0.01	8.741051E-01	-0.000154628	0.000975898	45862	2466	43396	195	897
PLEKHG4B	pLoF;missense;synonymous;other	0.5	5.579225E-01	-0.000506283	0.000864068	1.4703e+06	79507	1.39079e+06	210	897
PLEKHG4B	Cauchy	NA	0.98689	NA	NA	NA	NA	NA	NA	NA
SLC6A19	pLoF	0.01	7.844419E-02	-0.0148272	0.00842555	431	16	415	8	63
SLC6A19	pLoF	0.500000	7.844419E-02	-0.0148272	0.00842555	431	16	415	8	63
SLC6A19	missense	0.01	6.070460E-01	-0.00138245	0.00268805	4771	247	4524	73	257
SLC6A19	missense	0.500000	6.070460E-01	-0.00138245	0.00268805	4771	247	4524	73	257
SLC6A19	synonymous	0.01	9.008435E-01	-0.000222944	0.00178933	10953	538	10415	72	209
SLC6A19	synonymous	0.5	4.044580E-01	-0.0012168	0.00145955	273197	14031	259166	76	209
SLC6A19	pLoF;missense	0.01	3.067455E-01	-0.00261948	0.0025629	5201	263	4938	81	320
SLC6A19	pLoF;missense	0.500000	3.067455E-01	-0.00261948	0.0025629	5201	263	4938	81	320
SLC6A19	missense;synonymous	0.01	6.510461E-01	-0.00067612	0.00149482	15717	783	14934	145	466
SLC6A19	missense;synonymous	0.5	3.002503E-01	-0.00133443	0.00128819	277961	14276	263685	149	466
