Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
IDUA	pLoF	0.01	9.589850E-01	0.000368932	0.00717384	724	35	689	5	73
IDUA	pLoF	0.500000	9.589850E-01	0.000368932	0.00717384	724	35	689	5	73
IDUA	missense	0.01	3.913944E-01	-0.00248381	0.00289795	5971	212	5759	33	301
IDUA	missense	0.500000	3.913944E-01	-0.00248381	0.00289795	5971	212	5759	33	301
IDUA	synonymous	0.01	6.551153E-01	0.00149909	0.00335618	3838	165	3673	43	217
IDUA	synonymous	0.5	9.632848E-01	-9.12936e-05	0.00198327	567105	25187	541918	51	217
IDUA	pLoF;missense	0.01	4.327531E-01	-0.00211398	0.00269472	6694	247	6447	38	374
IDUA	pLoF;missense	0.500000	4.327531E-01	-0.00211398	0.00269472	6694	247	6447	38	374
IDUA	missense;synonymous	0.01	7.314538E-01	-0.000757125	0.00220612	9803	377	9426	76	518
IDUA	missense;synonymous	0.5	6.079353E-01	-0.00084394	0.00164503	573070	25399	547671	84	518
IDUA	pLoF;missense;synonymous;other	0.01	7.263101E-01	-0.000737485	0.00210687	10619	415	10204	82	616
IDUA	pLoF;missense;synonymous;other	0.5	6.048354E-01	-0.000830433	0.00160483	573886	25437	548449	90	616
IDUA	Cauchy	NA	0.861908	NA	NA	NA	NA	NA	NA	NA
FGFRL1	pLoF	0.01	7.310217E-01	-0.00235199	0.00684181	852	36	816	6	44
FGFRL1	pLoF	0.500000	7.310217E-01	-0.00235199	0.00684181	852	36	816	6	44
FGFRL1	missense	0.01	4.161047E-02	-0.00579998	0.00284676	5509	191	5318	64	245
FGFRL1	missense	0.5	6.256369E-02	-0.00391062	0.00209991	14499	607	13892	65	245
FGFRL1	synonymous	0.01	6.638820E-01	0.00076648	0.00176381	20258	778	19480	72	219
FGFRL1	synonymous	0.5	2.267677E-01	0.00190563	0.00157656	291189	12937	278252	74	219
FGFRL1	pLoF;missense	0.01	4.065928E-02	-0.00539457	0.00263537	6351	226	6125	70	289
FGFRL1	pLoF;missense	0.5	5.630616E-02	-0.0038431	0.00201351	15341	642	14699	71	289
FGFRL1	missense;synonymous	0.01	4.916576E-01	-0.00103043	0.00149843	25765	969	24796	136	464
FGFRL1	missense;synonymous	0.5	8.885923E-01	-0.000178014	0.00127075	305686	13544	292142	139	464
FGFRL1	pLoF;missense;synonymous;other	0.01	4.457292E-01	-0.00111714	0.00146499	26669	1006	25663	142	535
FGFRL1	pLoF;missense;synonymous;other	0.5	8.297493E-01	-0.000269081	0.0012514	306590	13581	293009	145	535
FGFRL1	Cauchy	NA	0.167921	NA	NA	NA	NA	NA	NA	NA
RNF212	pLoF	0.01	6.545116E-01	0.00827587	0.0184934	113	6	107	2	28
RNF212	pLoF	0.500000	6.545116E-01	0.00827587	0.0184934	113	6	107	2	28
RNF212	missense	0.01	7.239235E-02	0.0122303	0.00680733	920	48	872	13	53
RNF212	missense	0.500000	7.239235E-02	0.0122303	0.00680733	920	48	872	13	53
RNF212	synonymous	0.01	4.969151E-01	0.00346077	0.00509422	1531	73	1458	16	71
RNF212	synonymous	0.500000	4.969151E-01	0.00346077	0.00509422	1531	73	1458	16	71
RNF212	pLoF;missense	0.01	6.553481E-02	0.0117786	0.00639585	1032	54	978	15	81
RNF212	pLoF;missense	0.500000	6.553481E-02	0.0117786	0.00639585	1032	54	978	15	81
RNF212	missense;synonymous	0.01	1.050483E-01	0.00662085	0.00408478	2451	121	2330	29	124
RNF212	missense;synonymous	0.500000	1.050483E-01	0.00662085	0.00408478	2451	121	2330	29	124
RNF212	pLoF;missense;synonymous;other	0.01	1.836096E-01	0.00514855	0.0038719	2708	131	2577	33	165
RNF212	pLoF;missense;synonymous;other	0.5	1.836128E-01	0.00514852	0.0038719	215884	9022	206862	34	165
RNF212	Cauchy	NA	0.137197	NA	NA	NA	NA	NA	NA	NA
