Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
C7orf50	pLoF	0.01	7.439350E-01	-0.0041138	0.012594	211	10	201	6	36
C7orf50	pLoF	0.5	3.908967E-01	0.0022738	0.00265014	9063	591	8472	7	36
C7orf50	missense	0.01	5.311920E-01	-0.00381707	0.00609574	1065	43	1022	15	51
C7orf50	missense	0.500000	5.311920E-01	-0.00381707	0.00609574	1065	43	1022	15	51
C7orf50	synonymous	0.01	8.492176E-01	-0.00085246	0.00448387	1633	88	1545	16	64
C7orf50	synonymous	0.500000	8.492176E-01	-0.00085246	0.00448387	1633	88	1545	16	64
C7orf50	pLoF;missense	0.01	4.800972E-01	-0.00388126	0.0054964	1276	53	1223	21	87
C7orf50	pLoF;missense	0.5	5.900306E-01	0.00131228	0.00243559	10128	634	9494	22	87
C7orf50	missense;synonymous	0.01	6.043011E-01	-0.00187508	0.00361827	2696	131	2565	31	115
C7orf50	missense;synonymous	0.500000	6.043011E-01	-0.00187508	0.00361827	2696	131	2565	31	115
C7orf50	pLoF;missense;synonymous;other	0.01	5.265172E-01	-0.00218777	0.00345439	2958	143	2815	38	165
C7orf50	pLoF;missense;synonymous;other	0.5	7.215818E-01	0.000763347	0.00214215	11810	724	11086	39	165
C7orf50	Cauchy	NA	0.658649	NA	NA	NA	NA	NA	NA	NA
GPER1	pLoF	0.01	4.657409E-01	0.0160712	0.0220326	63	5	58	1	21
GPER1	pLoF	0.500000	4.657409E-01	0.0160712	0.0220326	63	5	58	1	21
GPER1	missense	0.01	2.033693E-01	-0.00658791	0.00517913	1164	56	1108	19	135
GPER1	missense	0.500000	2.033693E-01	-0.00658791	0.00517913	1164	56	1108	19	135
GPER1	synonymous	0.01	5.810205E-01	0.00138566	0.00251073	6374	309	6065	43	122
GPER1	synonymous	0.5	9.128707E-01	-0.000251713	0.00230047	278844	16341	262503	47	122
GPER1	pLoF;missense	0.01	2.831522E-01	-0.00541931	0.00504937	1227	61	1166	20	156
GPER1	pLoF;missense	0.500000	2.831522E-01	-0.00541931	0.00504937	1227	61	1166	20	156
GPER1	missense;synonymous	0.01	9.644122E-01	-0.000101065	0.00226515	7537	365	7172	62	257
GPER1	missense;synonymous	0.5	5.446795E-01	-0.00127818	0.00211008	280007	16397	263610	66	257
GPER1	pLoF;missense;synonymous;other	0.01	9.758364E-01	6.83067e-05	0.00225515	7601	370	7231	63	279
GPER1	pLoF;missense;synonymous;other	0.5	5.934750E-01	-0.00112208	0.00210204	280071	16402	263669	67	279
GPER1	Cauchy	NA	0.839769	NA	NA	NA	NA	NA	NA	NA
FAM20C	pLoF	0.01	5.609783E-01	0.0111286	0.0191413	96	6	90	3	31
FAM20C	pLoF	0.500000	5.609783E-01	0.0111286	0.0191413	96	6	90	3	31
FAM20C	missense	0.01	8.598384E-01	-0.000364828	0.00206608	8144	473	7671	42	271
FAM20C	missense	0.5	7.935808E-01	0.000434608	0.00166094	21200	1305	19895	43	271
FAM20C	synonymous	0.01	7.136017E-01	0.000675652	0.0018409	12828	588	12240	62	211
FAM20C	synonymous	0.5	5.228984E-01	0.000603312	0.000944321	514851	28585	486266	71	211
FAM20C	pLoF;missense	0.01	9.090703E-01	-0.000234205	0.00205063	8240	479	7761	45	302
FAM20C	pLoF;missense	0.5	7.568668E-01	0.000511724	0.00165287	21296	1311	19985	46	302
FAM20C	missense;synonymous	0.01	8.727912E-01	0.000220929	0.00137982	20969	1061	19908	104	482
FAM20C	missense;synonymous	0.5	4.973541E-01	0.000550781	0.000811573	536048	29890	506158	114	482
FAM20C	pLoF;missense;synonymous;other	0.01	8.067132E-01	0.000335525	0.00137135	21170	1074	20096	109	536
FAM20C	pLoF;missense;synonymous;other	0.5	4.670006E-01	0.000588764	0.000809444	536249	29903	506346	119	536
FAM20C	Cauchy	NA	0.760751	NA	NA	NA	NA	NA	NA	NA
FOXL3	pLoF	0.01	8.914783E-01	0.0016785	0.0123027	210	12	198	4	31
FOXL3	pLoF	0.500000	8.914783E-01	0.0016785	0.0123027	210	12	198	4	31
FOXL3	missense	0.01	2.907830E-01	0.00465374	0.00440526	1705	102	1603	22	126
FOXL3	missense	0.5	2.907887E-01	0.00465367	0.00440524	195288	12052	183236	23	126
FOXL3	synonymous	0.01	6.389140E-01	0.00133882	0.00285331	6433	309	6124	15	87
FOXL3	synonymous	0.5	3.517031E-01	0.00190243	0.00204279	12304	685	11619	16	87
FOXL3	pLoF;missense	0.01	2.963774E-01	0.00433568	0.00415202	1915	114	1801	26	157
FOXL3	pLoF;missense	0.5	2.963827E-01	0.00433562	0.00415201	195498	12064	183434	27	157
FOXL3	missense;synonymous	0.01	3.318032E-01	0.00232889	0.00239971	8136	411	7725	37	213
FOXL3	missense;synonymous	0.5	1.961191E-01	0.0024014	0.00185768	207590	12737	194853	39	213
FOXL3	pLoF;missense;synonymous;other	0.01	3.250274E-01	0.00228943	0.00232623	8514	432	8082	43	248
FOXL3	pLoF;missense;synonymous;other	0.5	1.927312E-01	0.00237447	0.00182295	207968	12758	195210	45	248
FOXL3	Cauchy	NA	0.460831	NA	NA	NA	NA	NA	NA	NA
PDGFA	pLoF	0.01	5.441776E-01	-0.0434323	0.0716104	6	0	6	0	6
PDGFA	pLoF	0.500000	5.441776E-01	-0.0434323	0.0716104	6	0	6	0	6
PDGFA	missense	0.01	4.326952E-01	-0.00402282	0.0051273	1317	61	1256	15	90
PDGFA	missense	0.500000	4.326952E-01	-0.00402282	0.0051273	1317	61	1256	15	90
PDGFA	synonymous	0.01	7.222841E-01	0.00111861	0.0031474	5892	263	5629	22	72
PDGFA	synonymous	0.5	7.235744E-01	0.000703217	0.00198826	142377	7827	134550	24	72
PDGFA	pLoF;missense	0.01	4.165817E-01	-0.00415824	0.00511868	1322	61	1261	15	96
PDGFA	pLoF;missense	0.500000	4.165817E-01	-0.00415824	0.00511868	1322	61	1261	15	96
PDGFA	missense;synonymous	0.01	9.151802E-01	-0.000286089	0.0026861	7208	324	6884	37	162
PDGFA	missense;synonymous	0.5	9.625394E-01	8.71377e-05	0.00185529	143693	7888	135805	39	162
PDGFA	pLoF;missense;synonymous;other	0.01	8.872700E-01	-0.000343399	0.00242241	8597	384	8213	44	225
PDGFA	pLoF;missense;synonymous;other	0.5	9.909270E-01	2.00596e-05	0.00176402	145082	7948	137134	46	225
PDGFA	Cauchy	NA	0.926301	NA	NA	NA	NA	NA	NA	NA
