Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
OR4F17	pLoF	0.01	2.461641E-01	0.00494421	0.00426329	1901	129	1772	2	2
OR4F17	pLoF	0.500000	2.461641E-01	0.00494421	0.00426329	1901	129	1772	2	2
OR4F17	missense	0.01	3.830063E-01	0.00513756	0.0058892	1069	56	1013	7	10
OR4F17	missense	0.500000	3.830063E-01	0.00513756	0.0058892	1069	56	1013	7	10
OR4F17	synonymous	0.01	3.938074E-01	-0.00210462	0.00246809	6110	322	5788	6	7
OR4F17	synonymous	0.500000	3.938074E-01	-0.00210462	0.00246809	6110	322	5788	6	7
OR4F17	pLoF;missense	0.01	1.466097E-01	0.00501522	0.00345493	2970	185	2785	9	12
OR4F17	pLoF;missense	0.500000	1.466097E-01	0.00501522	0.00345493	2970	185	2785	9	12
OR4F17	missense;synonymous	0.01	6.535796E-01	-0.00102061	0.0022741	7179	378	6801	13	17
OR4F17	missense;synonymous	0.500000	6.535796E-01	-0.00102061	0.0022741	7179	378	6801	13	17
OR4F17	pLoF;missense;synonymous;other	0.01	8.804817E-01	0.000302723	0.00201334	9080	507	8573	15	19
OR4F17	pLoF;missense;synonymous;other	0.500000	8.804817E-01	0.000302723	0.00201334	9080	507	8573	15	19
OR4F17	Cauchy	NA	0.462471	NA	NA	NA	NA	NA	NA	NA
PLPP2	pLoF	0.01	4.351983E-03	0.0422563	0.0148192	76	10	66	2	26
PLPP2	pLoF	0.500000	4.351983E-03	0.0422563	0.0148192	76	10	66	2	26
PLPP2	missense	0.01	6.719479E-01	0.000946803	0.00223579	6379	424	5955	20	126
PLPP2	missense	0.500000	6.719479E-01	0.000946803	0.00223579	6379	424	5955	20	126
PLPP2	synonymous	0.01	9.469440E-01	-0.000276668	0.00415761	1902	103	1799	25	88
PLPP2	synonymous	0.5	8.989479E-01	-0.000289145	0.0022769	43828	2525	41303	27	88
PLPP2	pLoF;missense	0.01	4.790458E-01	0.00157404	0.00222373	6450	433	6017	22	152
PLPP2	pLoF;missense	0.500000	4.790458E-01	0.00157404	0.00222373	6450	433	6017	22	152
PLPP2	missense;synonymous	0.01	7.470395E-01	0.000637488	0.00197643	8273	526	7747	45	214
PLPP2	missense;synonymous	0.5	8.445621E-01	0.000311436	0.00158846	50199	2948	47251	47	214
PLPP2	pLoF;missense;synonymous;other	0.01	4.987485E-01	0.00132898	0.00196461	8378	539	7839	47	253
PLPP2	pLoF;missense;synonymous;other	0.5	6.298578E-01	0.000762612	0.00158242	276110	15460	260650	50	253
PLPP2	Cauchy	NA	0.0286579	NA	NA	NA	NA	NA	NA	NA
MIER2	pLoF	0.01	5.284077E-02	-0.0438472	0.0226458	68	0	68	0	29
MIER2	pLoF	0.500000	5.284077E-02	-0.0438472	0.0226458	68	0	68	0	29
MIER2	missense	0.01	5.779912E-01	0.00151499	0.00272323	4655	267	4388	32	184
MIER2	missense	0.500000	5.779912E-01	0.00151499	0.00272323	4655	267	4388	32	184
MIER2	synonymous	0.01	4.160275E-02	0.00281799	0.00138308	18147	966	17181	72	189
MIER2	synonymous	0.5	2.104435E-01	0.00118279	0.000944459	258592	12831	245761	78	189
MIER2	pLoF;missense	0.01	7.455984E-01	0.000877791	0.00270549	4723	267	4456	32	213
MIER2	pLoF;missense	0.500000	7.455984E-01	0.000877791	0.00270549	4723	267	4456	32	213
MIER2	missense;synonymous	0.01	3.773304E-02	0.00257058	0.0012372	22798	1233	21565	104	373
MIER2	missense;synonymous	0.5	1.736811E-01	0.00120795	0.000887891	263243	13098	250145	110	373
MIER2	pLoF;missense;synonymous;other	0.01	5.266886E-02	0.00238448	0.00123062	23090	1242	21848	109	444
MIER2	pLoF;missense;synonymous;other	0.5	2.066385E-01	0.00111742	0.000884834	263535	13107	250428	115	444
MIER2	Cauchy	NA	0.103127	NA	NA	NA	NA	NA	NA	NA
SPMAP2	pLoF	0.01	9.133380E-01	-0.00100767	0.00925916	446	20	426	6	37
SPMAP2	pLoF	0.500000	9.133380E-01	-0.00100767	0.00925916	446	20	426	6	37
SPMAP2	missense	0.01	7.951167E-01	-0.000949112	0.00365504	3239	139	3100	26	85
SPMAP2	missense	0.5	6.230310E-01	0.000987719	0.00200936	45133	2594	42539	28	85
SPMAP2	synonymous	0.01	5.920962E-01	0.000995033	0.0018571	13658	685	12973	33	110
SPMAP2	synonymous	0.5	8.055330E-01	0.000434605	0.0017653	47401	2273	45128	34	110
SPMAP2	pLoF;missense	0.01	7.738813E-01	-0.00097826	0.00340499	3685	159	3526	32	122
SPMAP2	pLoF;missense	0.5	6.492292E-01	0.000894381	0.00196639	45579	2614	42965	34	122
SPMAP2	missense;synonymous	0.01	7.291035E-01	0.000563696	0.00162768	16897	824	16073	59	195
SPMAP2	missense;synonymous	0.5	6.120104E-01	0.000678075	0.00133688	92534	4867	87667	62	195
SPMAP2	pLoF;missense;synonymous;other	0.01	7.762206E-01	0.000450694	0.00158557	17648	860	16788	71	241
SPMAP2	pLoF;missense;synonymous;other	0.5	4.902795E-01	0.000839889	0.00121747	108025	5570	102455	75	241
SPMAP2	Cauchy	NA	0.781988	NA	NA	NA	NA	NA	NA	NA
C2CD4C	pLoF	0.01	4.231535E-01	0.0201636	0.0251743	54	4	50	0	35
C2CD4C	pLoF	0.500000	4.231535E-01	0.0201636	0.0251743	54	4	50	0	35
C2CD4C	missense	0.01	6.228713E-01	0.00121266	0.00246582	7822	394	7428	30	208
C2CD4C	missense	0.500000	6.228713E-01	0.00121266	0.00246582	7822	394	7428	30	208
C2CD4C	synonymous	0.01	2.434672E-01	-0.00210289	0.00180295	15506	700	14806	43	211
C2CD4C	synonymous	0.5	4.979237E-01	-0.000886946	0.00130864	141475	7654	133821	46	211
C2CD4C	pLoF;missense	0.01	5.673992E-01	0.00140447	0.00245585	7874	398	7476	30	243
C2CD4C	pLoF;missense	0.500000	5.673992E-01	0.00140447	0.00245585	7874	398	7476	30	243
C2CD4C	missense;synonymous	0.01	5.696841E-01	-0.000733059	0.00128942	23326	1094	22232	73	419
C2CD4C	missense;synonymous	0.5	7.550066E-01	-0.000312192	0.00100047	149295	8048	141247	76	419
C2CD4C	pLoF;missense;synonymous;other	0.01	5.984886E-01	-0.000678405	0.00128834	23379	1098	22281	73	456
C2CD4C	pLoF;missense;synonymous;other	0.5	7.796907E-01	-0.00027973	0.00100003	149348	8052	141296	76	456
C2CD4C	Cauchy	NA	0.564931	NA	NA	NA	NA	NA	NA	NA
SHC2	pLoF	0.01	5.397590E-01	0.00401218	0.00654327	861	45	816	17	70
SHC2	pLoF	0.500000	5.397590E-01	0.00401218	0.00654327	861	45	816	17	70
SHC2	missense	0.01	1.406645E-01	0.00312007	0.00211771	8837	481	8356	70	294
SHC2	missense	0.5	4.716198E-01	0.00123186	0.00171128	15006	848	14158	71	294
SHC2	synonymous	0.01	4.397038E-01	-0.00106646	0.00138018	14939	731	14208	69	216
SHC2	synonymous	0.5	5.474185E-01	-0.000676999	0.00112527	159392	8557	150835	74	216
SHC2	pLoF;missense	0.01	1.092000E-01	0.00323115	0.0020172	9689	526	9163	87	364
SHC2	pLoF;missense	0.5	3.896591E-01	0.00142582	0.00165748	15858	893	14965	88	364
SHC2	missense;synonymous	0.01	8.662125E-01	0.000196586	0.00116688	23764	1212	22552	139	510
SHC2	missense;synonymous	0.5	9.211704E-01	-9.28253e-05	0.000938013	174386	9405	164981	145	510
SHC2	pLoF;missense;synonymous;other	0.01	9.981542E-01	-2.63749e-06	0.00114012	25124	1272	23852	161	606
SHC2	pLoF;missense;synonymous;other	0.5	8.157654E-01	-0.000215504	0.00092493	175746	9465	166281	167	606
SHC2	Cauchy	NA	0.978209	NA	NA	NA	NA	NA	NA	NA
CIMAP1D	pLoF	0.01	4.654932E-01	-0.0144863	0.0198489	91	3	88	2	14
CIMAP1D	pLoF	0.500000	4.654932E-01	-0.0144863	0.0198489	91	3	88	2	14
CIMAP1D	missense	0.01	6.392314E-01	-0.00512429	0.0109313	291	13	278	6	38
CIMAP1D	missense	0.5	7.721390E-01	-0.00088576	0.00305879	12115	560	11555	7	38
CIMAP1D	synonymous	0.01	8.761447E-01	-0.000978627	0.00627895	987	44	943	10	42
CIMAP1D	synonymous	0.5	3.021136E-01	0.00230293	0.00223171	29785	1568	28217	12	42
CIMAP1D	pLoF;missense	0.01	4.453475E-01	-0.00731743	0.0095879	382	16	366	8	52
CIMAP1D	pLoF;missense	0.5	6.910552E-01	-0.00120214	0.00302484	12206	563	11643	9	52
CIMAP1D	missense;synonymous	0.01	7.119600E-01	-0.00201437	0.00545566	1278	57	1221	16	80
CIMAP1D	missense;synonymous	0.5	4.919333E-01	0.0012843	0.00186879	41900	2128	39772	19	80
CIMAP1D	pLoF;missense;synonymous;other	0.01	6.738635E-01	-0.00218137	0.00518322	1411	63	1348	19	99
CIMAP1D	pLoF;missense;synonymous;other	0.5	5.108313E-01	0.00122059	0.00185628	42033	2134	39899	22	99
CIMAP1D	Cauchy	NA	0.626467	NA	NA	NA	NA	NA	NA	NA
MADCAM1	pLoF	0.01	5.344200E-01	0.00406911	0.00654963	773	43	730	14	68
MADCAM1	pLoF	0.5	5.876717E-01	0.00271559	0.00500834	212811	11892	200919	16	68
MADCAM1	missense	0.01	7.968778E-01	-0.00196279	0.00762574	484	30	454	5	46
MADCAM1	missense	0.500000	7.968778E-01	-0.00196279	0.00762574	484	30	454	5	46
MADCAM1	synonymous	0.01	6.849973E-01	0.00293939	0.00724606	680	36	644	19	95
MADCAM1	synonymous	0.5	7.177302E-01	0.00244938	0.00677573	307592	17308	290284	21	95
MADCAM1	pLoF;missense	0.01	7.615381E-01	0.00151	0.0049759	1257	73	1184	19	114
MADCAM1	pLoF;missense	0.5	7.550515E-01	0.00130841	0.00419381	213295	11922	201373	21	114
MADCAM1	missense;synonymous	0.01	9.050970E-01	0.000627279	0.00526129	1164	66	1098	24	141
MADCAM1	missense;synonymous	0.5	9.190263E-01	0.000515979	0.00507552	308076	17338	290738	26	141
MADCAM1	pLoF;missense;synonymous;other	0.01	7.562536E-01	0.0012589	0.0040557	1989	110	1879	39	218
MADCAM1	pLoF;missense;synonymous;other	0.5	7.721365E-01	0.000960458	0.00331671	520939	29231	491708	43	218
MADCAM1	Cauchy	NA	0.79476	NA	NA	NA	NA	NA	NA	NA
TPGS1	pLoF	0.01	3.143396E-01	0.0098306	0.00977043	320	23	297	4	42
TPGS1	pLoF	0.500000	3.143396E-01	0.0098306	0.00977043	320	23	297	4	42
TPGS1	missense	0.01	7.053446E-01	0.000918526	0.00242922	5792	350	5442	29	190
TPGS1	missense	0.5	5.527334E-01	0.0011909	0.002006	28189	1670	26519	30	190
TPGS1	synonymous	0.01	6.878991E-02	0.0038017	0.00208908	11604	577	11027	26	144
TPGS1	synonymous	0.5	1.207460E-02	0.00322762	0.00128593	152998	8561	144437	29	144
TPGS1	pLoF;missense	0.01	5.405719E-01	0.0014446	0.00236065	6112	373	5739	33	232
TPGS1	pLoF;missense	0.5	4.319377E-01	0.00154586	0.00196705	28509	1693	26816	34	232
TPGS1	missense;synonymous	0.01	1.008973E-01	0.00261156	0.00159191	17392	927	16465	55	334
TPGS1	missense;synonymous	0.5	1.399917E-02	0.00269527	0.00109685	181183	10231	170952	59	334
TPGS1	pLoF;missense;synonymous;other	0.01	6.766329E-02	0.00287228	0.00157192	17737	952	16785	60	381
TPGS1	pLoF;missense;synonymous;other	0.5	9.702749E-03	0.00275599	0.00106563	181528	10256	171272	64	381
TPGS1	Cauchy	NA	0.0401656	NA	NA	NA	NA	NA	NA	NA
CDC34	pLoF	0.01	5.465451E-01	-0.0146409	0.0242824	54	2	52	1	15
CDC34	pLoF	0.500000	5.465451E-01	-0.0146409	0.0242824	54	2	52	1	15
CDC34	missense	0.01	8.213895E-01	0.00168423	0.00746034	596	33	563	16	108
CDC34	missense	0.500000	8.213895E-01	0.00168423	0.00746034	596	33	563	16	108
CDC34	synonymous	0.01	6.998707E-01	0.00132688	0.00344201	2841	155	2686	29	106
CDC34	synonymous	0.5	6.571514E-01	0.0013529	0.00304809	43594	2438	41156	30	106
CDC34	pLoF;missense	0.01	9.579205E-01	0.000377003	0.00714516	648	35	613	17	123
CDC34	pLoF;missense	0.500000	9.579205E-01	0.000377003	0.00714516	648	35	613	17	123
CDC34	missense;synonymous	0.01	6.503864E-01	0.00142135	0.00313607	3436	188	3248	45	214
CDC34	missense;synonymous	0.5	6.142597E-01	0.00142596	0.00282927	44189	2471	41718	46	214
CDC34	pLoF;missense;synonymous;other	0.01	5.594310E-01	0.0016545	0.00283457	4140	232	3908	48	241
CDC34	pLoF;missense;synonymous;other	0.5	5.323747E-01	0.00162755	0.00260665	44893	2515	42378	49	241
CDC34	Cauchy	NA	0.834481	NA	NA	NA	NA	NA	NA	NA
GZMM	pLoF	0.01	9.582772E-01	-0.000168475	0.00322036	3592	210	3382	4	24
GZMM	pLoF	0.500000	9.582772E-01	-0.000168475	0.00322036	3592	210	3382	4	24
GZMM	missense	0.01	1.602594E-02	0.0126462	0.00525104	1243	84	1159	11	39
GZMM	missense	0.500000	1.602594E-02	0.0126462	0.00525104	1243	84	1159	11	39
GZMM	synonymous	0.01	5.919795E-02	0.00371423	0.00196862	13134	715	12419	32	90
GZMM	synonymous	0.5	8.809575E-01	0.000209556	0.00139932	108514	5994	102520	35	90
GZMM	pLoF;missense	0.01	2.236469E-01	0.0033478	0.00275112	4835	294	4541	15	63
GZMM	pLoF;missense	0.500000	2.236469E-01	0.0033478	0.00275112	4835	294	4541	15	63
GZMM	missense;synonymous	0.01	9.462926E-03	0.00459407	0.00177045	14377	799	13578	43	129
GZMM	missense;synonymous	0.5	4.455950E-01	0.00102948	0.00134964	109757	6078	103679	46	129
GZMM	pLoF;missense;synonymous;other	0.01	1.910141E-02	0.00372459	0.0015893	18064	1017	17047	49	159
GZMM	pLoF;missense;synonymous;other	0.5	4.406657E-01	0.000967387	0.0012546	113444	6296	107148	52	159
GZMM	Cauchy	NA	0.0472292	NA	NA	NA	NA	NA	NA	NA
