Region	Group	max_MAF	Pvalue_Burden	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ISG15	pLoF	0.01	9.135759E-01	-0.00229664	0.0211615	49	4	45	1	13
ISG15	pLoF	0.500000	9.135759E-01	-0.00229664	0.0211615	49	4	45	1	13
ISG15	missense	0.01	6.791055E-01	-0.00377562	0.00912681	298	21	277	5	37
ISG15	missense	0.500000	6.791055E-01	-0.00377562	0.00912681	298	21	277	5	37
ISG15	synonymous	0.01	6.864763E-01	-0.000857843	0.00212526	7659	528	7131	23	54
ISG15	synonymous	0.5	7.148536E-01	-0.000768417	0.00210326	83327	5543	77784	24	54
ISG15	pLoF;missense	0.01	6.716446E-01	-0.00355557	0.00838791	347	25	322	6	50
ISG15	pLoF;missense	0.500000	6.716446E-01	-0.00355557	0.00838791	347	25	322	6	50
ISG15	missense;synonymous	0.01	6.258221E-01	-0.00100776	0.0020667	7957	549	7408	28	91
ISG15	missense;synonymous	0.5	6.529336E-01	-0.000920372	0.00204668	83625	5564	78061	29	91
ISG15	pLoF;missense;synonymous;other	0.01	6.350339E-01	-0.000976076	0.0020564	8013	554	7459	29	106
ISG15	pLoF;missense;synonymous;other	0.5	6.620537E-01	-0.000890222	0.00203675	83681	5569	78112	30	106
ISG15	Cauchy	NA	0.763391	NA	NA	NA	NA	NA	NA	NA
AGRN	pLoF	0.01	8.082412E-02	-0.00893658	0.00511854	871	61	810	10	103
AGRN	pLoF	0.500000	8.082412E-02	-0.00893658	0.00511854	871	61	810	10	103
AGRN	missense	0.01	4.488290E-01	-0.00068206	0.000900565	33914	2706	31208	209	878
AGRN	missense	0.5	5.391565E-01	-0.000510149	0.000830742	56761	4493	52268	211	878
AGRN	synonymous	0.01	8.840820E-01	7.22968e-05	0.000495874	71072	4753	66319	240	869
AGRN	synonymous	0.5	7.107730E-01	-0.000164623	0.000443946	941929	70476	871453	250	869
AGRN	pLoF;missense	0.01	2.765031E-01	-0.000963109	0.000885041	34777	2765	32012	219	981
AGRN	pLoF;missense	0.5	3.557535E-01	-0.000756208	0.000818861	57624	4552	53072	221	981
AGRN	missense;synonymous	0.01	8.068971E-01	-0.000106964	0.000437606	104938	7456	97482	449	1747
AGRN	missense;synonymous	0.5	5.334320E-01	-0.000244534	0.000392653	998642	74966	923676	461	1747
AGRN	pLoF;missense;synonymous;other	0.01	7.132200E-01	-0.000155641	0.000423472	110580	7824	102756	477	1923
AGRN	pLoF;missense;synonymous;other	0.5	4.982703E-01	-0.000253182	0.000373858	1.01226e+06	75822	936436	490	1923
AGRN	Cauchy	NA	0.413544	NA	NA	NA	NA	NA	NA	NA
RNF223	pLoF	0.01	3.040552E-02	-0.0275669	0.0127344	142	5	137	3	26
RNF223	pLoF	0.500000	3.040552E-02	-0.0275669	0.0127344	142	5	137	3	26
RNF223	missense	0.01	4.385460E-01	0.00164078	0.00211808	5961	507	5454	20	82
RNF223	missense	0.5	3.900657E-01	0.00180432	0.00209928	68280	6213	62067	21	82
RNF223	synonymous	0.01	2.484317E-01	0.00276436	0.00239511	4564	356	4208	34	80
RNF223	synonymous	0.5	2.487675E-01	0.00276374	0.00239627	108287	9206	99081	35	80
RNF223	pLoF;missense	0.01	6.832385E-01	0.000853915	0.00209268	6099	511	5588	23	108
RNF223	pLoF;missense	0.5	6.204538E-01	0.00102743	0.00207476	68418	6217	62201	24	108
RNF223	missense;synonymous	0.01	1.737437E-01	0.00217139	0.00159629	10524	863	9661	54	162
RNF223	missense;synonymous	0.5	1.576273E-01	0.00223045	0.00157841	176566	15419	161147	56	162
RNF223	pLoF;missense;synonymous;other	0.01	2.782732E-01	0.00171909	0.00158557	10661	867	9794	57	188
RNF223	pLoF;missense;synonymous;other	0.5	2.543308E-01	0.0017875	0.00156813	176703	15423	161280	59	188
RNF223	Cauchy	NA	0.130094	NA	NA	NA	NA	NA	NA	NA
C1orf159	pLoF	0.01	2.086648E-01	-0.0205063	0.0163105	93	4	89	2	25
C1orf159	pLoF	0.500000	2.086648E-01	-0.0205063	0.0163105	93	4	89	2	25
C1orf159	missense	0.01	1.638746E-01	0.00590742	0.00424335	1501	118	1383	26	65
C1orf159	missense	0.500000	1.638746E-01	0.00590742	0.00424335	1501	118	1383	26	65
C1orf159	synonymous	0.01	4.463773E-02	-0.0061368	0.00305609	3436	178	3258	27	73
C1orf159	synonymous	0.5	4.522752E-02	-0.0060986	0.00304545	97492	7737	89755	28	73
C1orf159	pLoF;missense	0.01	3.011792E-01	0.00424958	0.00411021	1594	122	1472	28	90
C1orf159	pLoF;missense	0.500000	3.011792E-01	0.00424958	0.00411021	1594	122	1472	28	90
C1orf159	missense;synonymous	0.01	4.225642E-01	-0.00199337	0.00248556	4935	296	4639	53	138
C1orf159	missense;synonymous	0.5	4.233143E-01	-0.00198393	0.0024778	98991	7855	91136	54	138
C1orf159	pLoF;missense;synonymous;other	0.01	4.001573E-01	-0.00205924	0.00244757	5076	305	4771	56	176
C1orf159	pLoF;missense;synonymous;other	0.5	4.009412E-01	-0.00204949	0.00244004	99132	7864	91268	57	176
C1orf159	Cauchy	NA	0.154257	NA	NA	NA	NA	NA	NA	NA
TTLL10	pLoF	0.01	9.274123E-01	0.000237584	0.00260792	4124	305	3819	17	75
TTLL10	pLoF	0.500000	9.274123E-01	0.000237584	0.00260792	4124	305	3819	17	75
TTLL10	missense	0.01	3.170489E-01	0.00207644	0.00207531	8072	527	7545	52	158
TTLL10	missense	0.5	8.934518E-01	0.000231319	0.00172706	19908	1151	18757	53	158
TTLL10	synonymous	0.01	7.345551E-02	-0.00309566	0.00172943	9934	639	9295	63	198
TTLL10	synonymous	0.5	9.630559E-02	-0.00251844	0.00151436	375722	25689	350033	67	198
TTLL10	pLoF;missense	0.01	3.950906E-01	0.00138853	0.00163276	12195	832	11363	69	233
TTLL10	pLoF;missense	0.5	8.660358E-01	0.000244724	0.00145068	24031	1456	22575	70	233
TTLL10	missense;synonymous	0.01	4.580958E-01	-0.00099616	0.00134256	18006	1166	16840	115	356
TTLL10	missense;synonymous	0.5	2.307618E-01	-0.00140747	0.00117446	395630	26840	368790	120	356
TTLL10	pLoF;missense;synonymous;other	0.01	4.865229E-01	-0.000819862	0.00117822	22337	1485	20852	134	463
TTLL10	pLoF;missense;synonymous;other	0.5	1.786122E-01	-0.00137487	0.00102218	411631	27801	383830	140	463
TTLL10	Cauchy	NA	0.56239	NA	NA	NA	NA	NA	NA	NA
TNFRSF18	pLoF	0.01	4.544991E-01	-0.00631838	0.00844776	435	22	413	4	21
TNFRSF18	pLoF	0.500000	4.544991E-01	-0.00631838	0.00844776	435	22	413	4	21
TNFRSF18	missense	0.01	3.034469E-01	-0.00768314	0.0074661	497	28	469	8	43
TNFRSF18	missense	0.500000	3.034469E-01	-0.00768314	0.0074661	497	28	469	8	43
TNFRSF18	synonymous	0.01	6.253565E-01	-0.00152406	0.00312133	2990	192	2798	29	50
TNFRSF18	synonymous	0.5	9.732187E-01	-6.29381e-05	0.00187474	11888	1009	10879	30	50
TNFRSF18	pLoF;missense	0.01	2.059509E-01	-0.00707518	0.00559401	932	50	882	12	64
TNFRSF18	pLoF;missense	0.500000	2.059509E-01	-0.00707518	0.00559401	932	50	882	12	64
TNFRSF18	missense;synonymous	0.01	3.961246E-01	-0.0024478	0.00288464	3487	220	3267	37	93
TNFRSF18	missense;synonymous	0.5	7.770742E-01	-0.000515059	0.00181913	12385	1037	11348	38	93
TNFRSF18	pLoF;missense;synonymous;other	0.01	1.924346E-01	-0.00290552	0.00222917	5286	388	4898	44	121
TNFRSF18	pLoF;missense;synonymous;other	0.5	4.688177E-01	-0.00117611	0.00162356	14184	1205	12979	45	121
TNFRSF18	Cauchy	NA	0.672408	NA	NA	NA	NA	NA	NA	NA
TNFRSF4	pLoF	0.01	1.966252E-02	0.0327048	0.01402	123	16	107	3	35
TNFRSF4	pLoF	0.500000	1.966252E-02	0.0327048	0.01402	123	16	107	3	35
TNFRSF4	missense	0.01	7.918664E-01	0.00133723	0.00506743	872	79	793	8	50
TNFRSF4	missense	0.500000	7.918664E-01	0.00133723	0.00506743	872	79	793	8	50
TNFRSF4	synonymous	0.01	6.014424E-01	-0.0014309	0.00273946	4303	262	4041	35	92
TNFRSF4	synonymous	0.5	6.273845E-01	-0.000853403	0.0017581	185440	12900	172540	37	92
TNFRSF4	pLoF;missense	0.01	3.017976E-01	0.00492996	0.00477438	995	95	900	11	85
TNFRSF4	pLoF;missense	0.500000	3.017976E-01	0.00492996	0.00477438	995	95	900	11	85
TNFRSF4	missense;synonymous	0.01	7.354533E-01	-0.000815313	0.00241302	5175	341	4834	43	142
TNFRSF4	missense;synonymous	0.5	7.077800E-01	-0.000623203	0.00166259	186312	12979	173333	45	142
TNFRSF4	pLoF;missense;synonymous;other	0.01	9.819735E-01	-5.3483e-05	0.00236706	5345	360	4985	47	191
TNFRSF4	pLoF;missense;synonymous;other	0.5	8.756413E-01	-0.000257864	0.00164773	186482	12998	173484	49	191
TNFRSF4	Cauchy	NA	0.300929	NA	NA	NA	NA	NA	NA	NA
SDF4	pLoF	0.01	3.923696E-01	0.0160802	0.0188001	78	7	71	2	18
SDF4	pLoF	0.500000	3.923696E-01	0.0160802	0.0188001	78	7	71	2	18
SDF4	missense	0.01	3.436150E-01	-0.00366143	0.00386615	1825	113	1712	22	154
SDF4	missense	0.500000	3.436150E-01	-0.00366143	0.00386615	1825	113	1712	22	154
SDF4	synonymous	0.01	4.028118E-01	-0.00164622	0.00196772	8808	514	8294	37	118
