Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
colorectal,PPM1D,pLoF,2937,0,0,0,0,1,0.000128281475371099,8.4185524848048e-05,0.12766772042217,0.00373922462844375,0.00302737744067258,0.216878572850296
colorectal,PPM1D,missense,2937,0,0,0,0,1,-6.86017632036515e-05,9.59952087434142e-05,0.474890002630593,-5.03143329589513e-05,0.0034520629275284,0.988372116011921
colorectal,TP53,missense,2937,0,0,0,0,1,9.0755538967308e-05,9.22314929753074e-05,0.325197980628381,0.00192130297721764,0.00331671675928823,0.562445687101281
colorectal,TP53,pLoF,2937,0,0,0,0,0,0,0,,0,0,
colorectal,SRSF2,missense,2937,0,0,0,0,1,0.000138750743711588,7.98920425983328e-05,0.0825401567245961,0.000624814725867428,0.00287298045463279,0.827849702465933
colorectal,SRSF2,pLoF,2937,0,0,0,0,1,-4.10778909943813e-05,3.77062839144875e-05,0.276059223318926,-0.00181074538964627,0.00135594751592217,0.181845899760153
NHL,PPM1D,pLoF,2513,0,0,0,0,1,0.000305296236562261,0.000104921671882319,0.00364895641891188,0.00556576099205298,0.00416971196754372,0.182060560160403
NHL,PPM1D,missense,2513,0,0,0,0,1,-9.66257769407862e-05,7.44132771115954e-05,0.194234232927948,0.00358752259621787,0.00295727209212204,0.225198526579006
NHL,TP53,missense,2513,0,0,0,0,1,0.000112989437254514,0.000105111971886861,0.282503317251428,0.00305899632737679,0.00417727471594573,0.464057056977429
NHL,TP53,pLoF,2513,0,0,0,0,1,2.29096782644676e-05,3.98204554922756e-05,0.565123515727425,-0.00226557990146045,0.00158251223832399,0.152372811371729
NHL,SRSF2,missense,2513,0,0,0,0,1,0.000141162813178328,7.95215683331149e-05,0.0759940718281756,-0.00296714024016657,0.00316028165780984,0.347880259149546
NHL,SRSF2,pLoF,2513,0,0,0,0,1,1.25440304823487e-05,3.98222938844168e-05,0.752787686953168,-0.00223212017398348,0.00158258529821309,0.158537710198228
leukemias,PPM1D,pLoF,1893,0,0,0,0,1,4.12469642025327e-05,9.46218476514568e-05,0.662949092948371,2.66618318152971e-05,0.00395394141477233,0.994620535119122
leukemias,PPM1D,missense,1893,0,0,0,0,1,1.81942025205763e-05,9.46256787054263e-05,0.847547041260757,6.919445830501e-05,0.00395410150214463,0.98604004756667
leukemias,TP53,missense,1893,0,0,0,0,1,9.53606180466171e-05,0.000184841936513624,0.605982094032156,-0.00038370144912866,0.00772394754602619,0.960385146964527
leukemias,TP53,pLoF,1893,0,0,0,0,1,7.98627426004957e-05,7.99929503753172e-05,0.318226681513392,-0.00128220851272189,0.00334264704430473,0.701324935100732
leukemias,SRSF2,missense,1893,0,0,0,0,1,0.000789122757180391,0.000196753707672218,6.28917034895454e-05,-0.0203330544554412,0.00822170199149789,0.0134821938748061
leukemias,SRSF2,pLoF,1893,0,0,0,0,1,3.38088150904929e-06,3.58206396826551e-05,0.924814434735021,0.000612574113565556,0.00149682884302362,0.682404091414802
oral,PPM1D,pLoF,1049,0,0,0,0,1,0.000148850620497773,0.000155496545072761,0.338657238777003,0.00357485093647304,0.00614015600438675,0.560551722150759
oral,PPM1D,missense,1049,0,0,0,0,1,-7.93158655482633e-05,0.000155545309515448,0.610214175391548,0.00465981263586398,0.00614208158598357,0.448220938149655
oral,TP53,missense,1049,0,0,0,0,1,-0.000183294773571915,0.000109973093260792,0.0958687075648481,0.00301291841838423,0.00434255274668815,0.48795369742143
oral,TP53,pLoF,1049,0,0,0,0,0,0,0,,0,0,
oral,SRSF2,missense,1049,0,0,0,0,1,0.000203508887350027,0.000155437328655315,0.190731618924045,0.00331494367700891,0.00613781770136548,0.58925333355964
oral,SRSF2,pLoF,1049,0,0,0,0,1,-3.79424617974058e-05,7.78988415348784e-05,0.626308292525017,0.00125108521588143,0.0030760235821403,0.684295683130921
neck,PPM1D,pLoF,717,0,0,0,0,1,0.000422809795088884,0.000271421582913821,0.119733168594877,-0.00678311888126064,0.00833011962799762,0.415751307284888
neck,PPM1D,missense,717,0,0,0,0,1,-2.33661138541374e-05,0.000235635168810832,0.921037279469423,0.00483943375093168,0.00723180936344653,0.50359243118635
neck,TP53,missense,717,0,0,0,0,1,8.30557067911731e-05,0.000303808489445647,0.78463881174072,-0.00460973392817919,0.00932409660983755,0.621183316047868
neck,TP53,pLoF,717,0,0,0,0,1,0.000103930128888588,0.000192511944714575,0.589459655311596,0.00302460263429026,0.00590832723055799,0.608863901584284
neck,SRSF2,missense,717,0,0,0,0,1,0.000395895635213979,0.000191686159453266,0.0392519274500994,-0.00993769728126042,0.00588298329902574,0.0916124198363238
neck,SRSF2,pLoF,717,0,0,0,0,1,-8.34768120970095e-05,0.000136227694879578,0.540220793378438,0.00174087938787566,0.00418092394425964,0.677252498202323
anus,PPM1D,pLoF,614,0,0,0,0,1,0.000124674267461783,0.00023512647896718,0.596135814522407,0.00544158761081613,0.00825466114088766,0.510006768710289
